CityName,StimuliFile,CityImage,StreetSign,LearningVideoFile,UpdatingVideoFile,Cue,Image,Category,CorrectResponse,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlockLearning.thisRepN,CityBlockLearning.thisTrialN,CityBlockLearning.thisN,CityBlockLearning.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,learning_cityname_text.started,learning_city_image.started,load_video_2.started,learning_movie.started,learning_end_vid_key.started,learning_end_vid_key.keys,text_countdown.started,cityname_text_start.started,Phase,fx_cross.started,plate_learning.started,learning_city_text.started,learning_street_text.started,learning_image.started,learning_skip_key.started,learning_skip_key.keys,short_break_key.keys,fx_cross.stopped,plate_learning.stopped,learning_city_text.stopped,learning_street_text.stopped,learning_image.stopped,learning_skip_key.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LÁNDZSA UTCA,stimuli/objects/053a.jpg,object,left,1,stimuli/objects/054a.jpg,stimuli/objects/113b.jpg,stimuli/objects/113a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,dist2,dist1,target,lure,0,0,0,0,0,27,27,67,,,,,,,,,,,,,Learning,192.940439599799,193.9469010999892,193.9469010999892,193.9469010999892,193.9469010999892,193.9469010999892,None,None,193.9469010999892,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FÉSZEK UTCA,stimuli/objects/064a.jpg,object,left,2,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/110a.jpg,stimuli/objects/032b.jpg,stimuli/objects/032a.jpg,lure,target,dist2,dist1,0,0,0,0,0,28,28,79,,,,,,,,,,,,,Learning,196.95684369979426,197.9617968997918,197.9617968997918,197.9617968997918,197.9617968997918,197.9617968997918,None,None,197.9617968997918,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SAJTÓ UTCA,stimuli/scenes/016a.jpg,scene,right,2,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,lure,target,dist2,dist1,0,0,0,0,0,29,29,46,,,,,,,,,,,,,Learning,200.97351399995387,201.97757589980029,201.97757589980029,201.97757589980029,201.97757589980029,201.97757589980029,None,None,201.97757589980029,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LEVÉL UTCA,stimuli/objects/036a.jpg,object,left,0,stimuli/objects/036a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/036a.jpg,stimuli/objects/036b.jpg,stimuli/scenes/068a.jpg,dist2,target,lure,dist1,0,0,0,0,0,30,30,6,,,,,,,,,,,,,Learning,204.99000989994965,206.00132069992833,206.00132069992833,206.00132069992833,206.00132069992833,206.00132069992833,None,None,206.00132069992833,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,HÁRFA UTCA,stimuli/scenes/014a.jpg,scene,right,1,stimuli/scenes/020a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,target,lure,dist1,dist2,0,0,0,0,0,31,31,32,,,,,,,,,,,,,Learning,209.0065940998029,210.01050539989956,210.01050539989956,210.01050539989956,210.01050539989956,210.01050539989956,None,None,210.01050539989956,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FOGAS UTCA,stimuli/objects/004a.jpg,object,left,0,stimuli/objects/004a.jpg,stimuli/objects/022b.jpg,stimuli/objects/004a.jpg,stimuli/objects/022a.jpg,stimuli/objects/004b.jpg,dist2,target,dist1,lure,0,0,0,0,0,32,32,45,,,,,,,,,,,,,Learning,213.02303509996273,214.0298649999313,214.0298649999313,214.0298649999313,214.0298649999313,214.0298649999313,None,None,214.0298649999313,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KESZTYŰ UTCA,stimuli/objects/090a.jpg,object,left,0,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/objects/021a.jpg,stimuli/objects/090a.jpg,stimuli/objects/021b.jpg,lure,dist1,target,dist2,0,0,0,0,0,33,33,13,,,,,,,,,,,,,Learning,217.03970959992148,218.0497216999065,218.0497216999065,218.0497216999065,218.0497216999065,218.0497216999065,None,None,218.0497216999065,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KRÉTA UTCA,stimuli/scenes/086a.jpg,scene,right,0,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/022b.jpg,lure,dist1,target,dist2,0,0,0,0,0,34,34,52,,,,,,,,,,,,,Learning,221.05635749991052,222.0576027999632,222.0576027999632,222.0576027999632,222.0576027999632,222.0576027999632,None,None,222.0576027999632,225.05630549998023,225.05630549998023,225.05630549998023,225.05630549998023,225.05630549998023,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FIÓK UTCA,stimuli/scenes/089a.jpg,scene,right,0,stimuli/scenes/089a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/089b.jpg,dist2,target,dist1,lure,0,0,0,0,0,35,35,2,,,,,,,,,,,,,Learning,225.05630549998023,226.06168919987977,226.06168919987977,226.06168919987977,226.06168919987977,226.06168919987977,None,None,226.06168919987977,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,ZSEMLE UTCA,stimuli/objects/046a.jpg,object,left,0,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/046a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,lure,target,dist1,dist2,0,0,0,0,0,36,36,60,,,,,,,,,,,,,Learning,229.07269419985823,230.08265229989775,230.08265229989775,230.08265229989775,230.08265229989775,230.08265229989775,None,None,230.08265229989775,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LIGET UTCA,stimuli/scenes/005a.jpg,scene,right,1,stimuli/scenes/106a.jpg,stimuli/scenes/062b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/062a.jpg,dist2,target,lure,dist1,0,0,0,0,0,37,37,54,,,,,,,,,,,,,Learning,233.08938489994034,234.09099439997226,234.09099439997226,234.09099439997226,234.09099439997226,234.09099439997226,None,None,234.09099439997226,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LEMEZ UTCA,stimuli/objects/011a.jpg,object,left,0,stimuli/objects/011a.jpg,stimuli/objects/011a.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/objects/011b.jpg,target,dist2,dist1,lure,0,0,0,0,0,38,38,49,,,,,,,,,,,,,Learning,237.10589349991642,238.11231809994206,238.11231809994206,238.11231809994206,238.11231809994206,238.11231809994206,None,None,238.11231809994206,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,DOMINÓ UTCA,stimuli/objects/058a.jpg,object,left,2,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,target,lure,dist2,dist1,0,0,0,0,0,39,39,63,,,,,,,,,,,,,Learning,241.1224654999096,242.12972059985623,242.12972059985623,242.12972059985623,242.12972059985623,242.12972059985623,None,None,242.12972059985623,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,TRIATLON UTCA,stimuli/objects/087a.jpg,object,left,0,stimuli/objects/087a.jpg,stimuli/objects/087a.jpg,stimuli/objects/047b.jpg,stimuli/objects/087b.jpg,stimuli/objects/047a.jpg,target,dist2,lure,dist1,0,0,0,0,0,40,40,78,,,,,,,,,,,,,Learning,245.13924449984916,246.14477629982866,246.14477629982866,246.14477629982866,246.14477629982866,246.14477629982866,None,None,246.14477629982866,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,GYŰRŰ UTCA,stimuli/objects/025a.jpg,object,left,0,stimuli/objects/025a.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,dist1,dist2,target,lure,0,0,0,0,0,41,41,55,,,,,,,,,,,,,Learning,249.1558463999536,250.16511119995266,250.16511119995266,250.16511119995266,250.16511119995266,250.16511119995266,None,None,250.16511119995266,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KORONA UTCA,stimuli/objects/080a.jpg,object,left,0,stimuli/objects/080a.jpg,stimuli/scenes/116a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,stimuli/scenes/116b.jpg,dist1,target,lure,dist2,0,0,0,0,0,42,42,26,,,,,,,,,,,,,Learning,253.17279639979824,254.178347799927,254.178347799927,254.178347799927,254.178347799927,254.178347799927,None,None,254.178347799927,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,POLIP UTCA,stimuli/objects/024a.jpg,object,left,0,stimuli/objects/024a.jpg,stimuli/scenes/009a.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/scenes/009b.jpg,dist1,target,lure,dist2,0,0,0,0,0,43,43,23,,,,,,,,,,,,,Learning,257.1897699998226,258.1929047999438,258.1929047999438,258.1929047999438,258.1929047999438,258.1929047999438,None,None,258.1929047999438,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PÁRNA UTCA,stimuli/objects/021a.jpg,object,left,0,stimuli/objects/021a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,lure,target,dist2,dist1,0,0,0,0,0,44,44,18,,,,,,,,,,,,,Learning,261.20608799997717,262.2122242997866,262.2122242997866,262.2122242997866,262.2122242997866,262.2122242997866,None,space,,,,,,,265.222176999785,265.222176999785,5.430420600110665,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,TERASZ UTCA,stimuli/scenes/116a.jpg,scene,right,0,stimuli/scenes/116a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,dist2,dist1,target,lure,0,0,0,0,0,45,45,41,,,,,,,,,,,,,Learning,270.6725049999077,271.6843034999911,271.6843034999911,271.6843034999911,271.6843034999911,271.6843034999911,None,None,271.6843034999911,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,BANÁN UTCA,stimuli/scenes/034a.jpg,scene,right,0,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/objects/111a.jpg,stimuli/objects/111b.jpg,stimuli/scenes/034a.jpg,lure,dist1,dist2,target,0,0,0,0,0,46,46,70,,,,,,,,,,,,,Learning,274.6888346998021,275.69156519998796,275.69156519998796,275.69156519998796,275.69156519998796,275.69156519998796,None,None,275.69156519998796,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
Camponello,stimuli/subj_files/ST01_121322_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KÖNYVTÁR UTCA,stimuli/objects/029a.jpg,object,left,2,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/objects/028b.jpg,stimuli/objects/028a.jpg,stimuli/scenes/053a.jpg,lure,dist2,dist1,target,0,0,0,0,0,47,47,5,,,,,,,,,,,,,Learning,278.7051476999186,279.7188146999106,279.7188146999106,279.7188146999106,279.7188146999106,279.7188146999106,None,None,279.7188146999106,,,,,,,,,ST01_121322,2022-12-13_13h10.46.353,MemoryLand,2022.2.4,60.140174722414336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,282.72194919991307,,,,,,,,,,,,,,,,,,,,,,
