CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate_updating.started,city_text_updating.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,clock0.started,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,EGÉR UTCA,stimuli/scenes/071a.jpg,scene,1,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/009a.jpg,lure,target,dist2,dist1,0,0,0,0,0,9,9,29,,,,,,,108.48329366929829,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,109.55421276949346,f,1.7932763621211052,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖTÉL UTCA,stimuli/objects/051a.jpg,object,0,stimuli/objects/051a.jpg,stimuli/scenes/024b.jpg,stimuli/objects/051b.jpg,stimuli/scenes/024a.jpg,stimuli/objects/051a.jpg,dist2,lure,dist1,target,0,0,0,0,0,10,10,7,,,,,,,111.3664563447237,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,112.42490159720182,k,3.8498540222644806,target,None,115.87351836636662,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PÁLMAFA UTCA,stimuli/objects/090a.jpg,object,1,stimuli/objects/007a.jpg,stimuli/objects/053a.jpg,stimuli/objects/007a.jpg,stimuli/objects/053b.jpg,stimuli/objects/007b.jpg,dist1,target,dist2,lure,0,0,0,0,0,11,11,12,,,,,,,116.2966338545084,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,117.3688199929893,f,3.0816576592624187,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KERET UTCA,stimuli/scenes/027a.jpg,scene,0,stimuli/scenes/027a.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,stimuli/scenes/027a.jpg,stimuli/scenes/027b.jpg,dist1,dist2,target,lure,0,0,0,0,0,12,12,3,,,,,,,120.48298359662294,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,121.54011702537537,j,2.622908614575863,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TOJÁS UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/034a.jpg,stimuli/scenes/034a.jpg,stimuli/objects/059a.jpg,stimuli/objects/059b.jpg,stimuli/scenes/034b.jpg,target,dist1,dist2,lure,0,0,0,0,0,13,13,37,,,,,,,124.19592096470296,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,125.23920870013535,d,2.3151746317744255,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,OROSZLÁN UTCA,stimuli/scenes/072a.jpg,scene,0,stimuli/scenes/072a.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/027b.jpg,stimuli/scenes/027a.jpg,target,lure,dist2,dist1,0,0,0,0,0,14,14,66,,,,,,,127.57397566922009,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,128.61809285916388,d,2.6326424907892942,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TOLLTARTÓ UTCA,stimuli/objects/032a.jpg,object,2,stimuli/scenes/119a.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/119b.jpg,target,dist2,dist1,lure,0,0,0,0,0,15,15,67,,,,,,,131.27017622999847,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,132.30669988691807,d,2.2722756527364254,target,None,,132.30669988691807,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TRIATLON UTCA,stimuli/objects/024a.jpg,object,0,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/objects/080a.jpg,stimuli/objects/024a.jpg,stimuli/objects/080b.jpg,lure,dist1,target,dist2,0,0,0,0,0,16,16,2,,,,,,,134.623783653602,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,135.68666074983776,j,2.0596803929656744,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,POGÁCSA UTCA,stimuli/scenes/046a.jpg,scene,0,stimuli/scenes/046a.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/042b.jpg,dist1,target,lure,dist2,0,0,0,0,0,17,17,49,,,,,,,137.77809569612145,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,138.8244906961918,f,2.698366852477193,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PAPUCS UTCA,stimuli/scenes/051a.jpg,scene,0,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/051a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,lure,target,dist1,dist2,0,0,0,0,0,18,18,68,,,,,,,141.56155189685524,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,142.624986005947,f,2.4492196310311556,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÁRNYÉK UTCA,stimuli/objects/020a.jpg,object,1,stimuli/objects/027a.jpg,stimuli/scenes/004a.jpg,stimuli/objects/027b.jpg,stimuli/objects/027a.jpg,stimuli/scenes/004b.jpg,dist1,lure,target,dist2,0,0,0,0,0,19,19,52,,,,,,,145.09966573119164,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,146.1512001119554,j,2.107107002288103,target,None,,146.1512001119554,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,CITROM UTCA,stimuli/scenes/036a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/objects/043b.jpg,stimuli/objects/067a.jpg,stimuli/objects/043a.jpg,stimuli/objects/067b.jpg,lure,dist1,target,dist2,0,0,0,0,0,20,20,26,,,,,,,148.28536049462855,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,149.34896161220968,j,2.029486646875739,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖMÉNYMAG UTCA,stimuli/objects/068a.jpg,object,1,stimuli/objects/045a.jpg,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/objects/071a.jpg,stimuli/objects/071b.jpg,target,lure,dist1,dist2,0,0,0,0,0,21,21,18,,,,,,,151.39923206344247,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,152.46237413585186,d,2.819812359288335,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,HORDÓ UTCA,stimuli/scenes/095a.jpg,scene,0,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/046b.jpg,target,dist1,lure,dist2,0,0,0,0,0,22,22,27,,,,,,,155.30233895592391,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,156.35518298484385,d,2.015176309272647,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,CSILLAG UTCA,stimuli/scenes/083a.jpg,scene,1,stimuli/scenes/117a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/objects/041a.jpg,stimuli/objects/041b.jpg,target,lure,dist1,dist2,0,0,0,0,0,23,23,15,,,,,,,158.41034183464944,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,159.4722874648869,d,2.6584410946816206,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FÉNYKÉP UTCA,stimuli/scenes/010a.jpg,scene,1,stimuli/scenes/078a.jpg,stimuli/scenes/088a.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/078b.jpg,dist1,target,dist2,lure,0,0,0,0,0,24,24,32,,,,,,,162.1491462253034,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,163.18921660073102,f,3.548614475876093,target,None,166.65493623167276,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MÁLNA UTCA,stimuli/objects/069a.jpg,object,2,stimuli/scenes/053a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/053b.jpg,stimuli/scenes/053a.jpg,dist1,dist2,lure,target,0,0,0,0,0,25,25,14,,,,,,,166.76582556031644,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,167.8266727179289,d,1.8390714284032583,dist1,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,HÁRFA UTCA,stimuli/objects/083a.jpg,object,2,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/objects/012b.jpg,stimuli/objects/012a.jpg,stimuli/scenes/028a.jpg,lure,dist2,dist1,target,0,0,0,0,0,26,26,16,,,,,,,169.69924189150333,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,170.7531324569136,f,2.865229867398739,dist2,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MOTOR UTCA,stimuli/objects/097a.jpg,object,1,stimuli/objects/071a.jpg,stimuli/objects/015b.jpg,stimuli/objects/071b.jpg,stimuli/objects/071a.jpg,stimuli/objects/015a.jpg,dist2,lure,target,dist1,0,0,0,0,0,27,27,36,,,,,,,173.65184638276696,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,174.71398141793907,j,2.0887336768209934,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PULÓVER UTCA,stimuli/objects/114a.jpg,object,0,stimuli/objects/114a.jpg,stimuli/scenes/050b.jpg,stimuli/scenes/050a.jpg,stimuli/objects/114b.jpg,stimuli/objects/114a.jpg,dist2,dist1,lure,target,0,0,0,0,0,28,28,43,,,,,,,176.8326673656702,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,177.90940694883466,k,2.2043770495802164,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LIGET UTCA,stimuli/objects/038a.jpg,object,2,stimuli/scenes/109a.jpg,stimuli/scenes/109a.jpg,stimuli/objects/055a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/055b.jpg,target,dist1,lure,dist2,0,0,0,0,0,29,29,62,,,,,,,180.1518669091165,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,181.20558144524693,f,2.316448824480176,dist1,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSEMLE UTCA,stimuli/objects/115a.jpg,object,1,stimuli/objects/053a.jpg,stimuli/objects/007a.jpg,stimuli/objects/053a.jpg,stimuli/objects/007b.jpg,stimuli/objects/053b.jpg,dist1,target,dist2,lure,0,0,0,0,0,30,30,47,,,,,,,183.5447146333754,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,184.6228490807116,f,2.2915188632905483,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FÓKA UTCA,stimuli/scenes/058a.jpg,scene,0,stimuli/scenes/058a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,stimuli/objects/111b.jpg,stimuli/objects/111a.jpg,target,lure,dist2,dist1,0,0,0,0,0,31,31,51,,,,,,,186.93265498802066,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,187.99393848516047,d,2.231619965285063,target,None,,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PAPAGÁJ UTCA,stimuli/objects/093a.jpg,object,2,stimuli/scenes/097a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/109a.jpg,stimuli/scenes/097b.jpg,target,dist2,dist1,lure,0,0,0,0,0,32,32,55,,,,,,,190.26447019539773,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,191.31863537989557,j,3.5950237810611725,dist1,None,194.7593718674034,,,,,,,,,,,,,,student1,2022-10-21_15h16.27.082,Hippopolis_4AFCT,2022.2.2,59.938558811190426,
