CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,fx_cross_prediction.started,plate_updating.started,city_text_updating.started,street_text_updating.started,updating_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,15.729276711121202,15.729276711121202,space,53.085963889956474,,,,,,,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÁLLOMÁS UTCA,stimuli/objects/017a.jpg,object,2,stimuli/scenes/109a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/059b.jpg,stimuli/scenes/109a.jpg,stimuli/objects/059a.jpg,lure,dist2,target,dist1,0,0,0,0,0,0,0,22,,,,,68.89234607107937,68.89234607107937,71.88253288716078,72.88309611938894,72.88309611938894,72.88309611938894,72.88309611938894,75.87837908603251,75.87837908603251,75.87837908603251,75.87837908603251,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BOLYGÓ UTCA,stimuli/scenes/062a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/objects/043a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,stimuli/objects/043b.jpg,target,dist2,dist1,lure,0,0,0,0,0,1,1,55,,,,,,,77.8443434778601,78.86923052184284,78.86923052184284,78.86923052184284,78.86923052184284,81.8768629282713,81.8768629282713,81.8768629282713,81.8768629282713,None,78.86923052184284,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KAKAS UTCA,stimuli/objects/110a.jpg,object,1,stimuli/objects/052a.jpg,stimuli/objects/052a.jpg,stimuli/objects/024b.jpg,stimuli/objects/052b.jpg,stimuli/objects/024a.jpg,target,dist2,lure,dist1,0,0,0,0,0,2,2,2,,,,,,,83.85120365768671,84.88285291194916,84.88285291194916,84.88285291194916,84.88285291194916,87.87198728136718,87.87198728136718,87.87198728136718,87.87198728136718,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TELEFON UTCA,stimuli/scenes/116a.jpg,scene,0,stimuli/scenes/116a.jpg,stimuli/scenes/116a.jpg,stimuli/objects/084a.jpg,stimuli/scenes/116b.jpg,stimuli/objects/084b.jpg,target,dist1,lure,dist2,0,0,0,0,0,3,3,0,,,,,,,89.8605192322284,90.88021495565772,90.88021495565772,90.88021495565772,90.88021495565772,93.8888043295592,93.8888043295592,93.8888043295592,93.8888043295592,None,90.88021495565772,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LEGELŐ UTCA,stimuli/scenes/082a.jpg,scene,1,stimuli/scenes/080a.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,target,lure,dist1,dist2,0,0,0,0,0,4,4,6,,,,,,,95.87234120629728,96.90623499453068,96.90623499453068,96.90623499453068,96.90623499453068,99.89128833822906,99.89128833822906,99.89128833822906,99.89128833822906,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ZEBRA UTCA,stimuli/objects/033a.jpg,object,0,stimuli/objects/033a.jpg,stimuli/objects/033b.jpg,stimuli/objects/033a.jpg,stimuli/objects/095b.jpg,stimuli/objects/095a.jpg,lure,target,dist2,dist1,0,0,0,0,0,5,5,70,,,,,,,101.87209737859666,102.90531099401414,102.90531099401414,102.90531099401414,102.90531099401414,105.90682963840663,105.90682963840663,105.90682963840663,105.90682963840663,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PAPUCS UTCA,stimuli/scenes/053a.jpg,scene,2,stimuli/objects/054a.jpg,stimuli/objects/061a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,stimuli/objects/061b.jpg,dist1,target,lure,dist2,0,0,0,0,0,6,6,11,,,,,,,107.87933822907507,108.89980618096888,108.89980618096888,108.89980618096888,108.89980618096888,111.91057757660747,111.91057757660747,111.91057757660747,111.91057757660747,None,108.89980618096888,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HORGONY UTCA,stimuli/objects/050a.jpg,object,0,stimuli/objects/050a.jpg,stimuli/objects/050a.jpg,stimuli/scenes/012a.jpg,stimuli/objects/050b.jpg,stimuli/scenes/012b.jpg,target,dist1,lure,dist2,0,0,0,0,0,7,7,67,,,,,,,113.89181642793119,114.92230935953557,114.92230935953557,114.92230935953557,114.92230935953557,117.91826005652547,117.91826005652547,117.91826005652547,117.91826005652547,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÍGYÓ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,dist2,dist1,lure,target,0,0,0,0,0,8,8,44,,,,,,,119.89299296401441,120.9205618146807,120.9205618146807,120.9205618146807,120.9205618146807,123.91755251772702,123.91755251772702,123.91755251772702,123.91755251772702,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TRIATLON UTCA,stimuli/scenes/039a.jpg,scene,2,stimuli/objects/107a.jpg,stimuli/objects/107b.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,stimuli/objects/107a.jpg,lure,dist1,dist2,target,0,0,0,0,0,9,9,52,,,,,,,125.90878431499004,126.93329814821482,126.93329814821482,126.93329814821482,126.93329814821482,129.92499707639217,129.92499707639217,129.92499707639217,129.92499707639217,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
Hippopolis,stimuli/subj_files/ST04_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SALÁTA UTCA,stimuli/objects/034a.jpg,object,1,stimuli/objects/109a.jpg,stimuli/objects/109a.jpg,stimuli/objects/109b.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/112b.jpg,target,lure,dist1,dist2,0,0,0,0,0,10,10,45,,,,,,,131.92067315615714,132.94785076007247,132.94785076007247,132.94785076007247,132.94785076007247,135.9446828495711,135.9446828495711,135.9446828495711,135.9446828495711,None,,,,,,,,,,ST04_112822,2022-11-29_16h02.57.952,Hippopolis_Updating,2022.2.2,59.80666928505368,
