CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate_updating.started,city_text_updating.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,clock0.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,clock0.stopped,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TERÍTŐ UTCA,stimuli/objects/006a.jpg,object,0,stimuli/objects/006a.jpg,stimuli/objects/006b.jpg,stimuli/objects/006a.jpg,stimuli/scenes/035b.jpg,stimuli/scenes/035a.jpg,lure,target,dist2,dist1,0,1,1,1,0,45,45,12,,,,,,,514.3586354665458,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,515.4402143098414,,f,1.615223329514265,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PALACK UTCA,stimuli/objects/096a.jpg,object,0,stimuli/objects/096a.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,dist2,dist1,lure,target,0,1,1,1,0,46,46,59,,,,,,,517.0763386972249,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,518.149376058951,,k,1.5946172904223204,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,OLDAL UTCA,stimuli/objects/083a.jpg,object,2,stimuli/scenes/084a.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/107a.jpg,target,lure,dist2,dist1,0,1,1,1,0,47,47,57,,,,,,,519.7791080214083,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,520.8038687966764,,d,3.067426623776555,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LEVÉL UTCA,stimuli/objects/005a.jpg,object,0,stimuli/objects/005a.jpg,stimuli/objects/006b.jpg,stimuli/objects/006a.jpg,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,dist2,dist1,target,lure,0,1,1,1,0,48,48,34,,,,,,,523.8911779318005,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,524.9618550669402,,j,1.886011617258191,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TORONY UTCA,stimuli/scenes/022a.jpg,scene,0,stimuli/scenes/022a.jpg,stimuli/objects/073a.jpg,stimuli/scenes/022a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/022b.jpg,dist1,target,dist2,lure,0,1,1,1,0,49,49,31,,,,,,,526.8742728680372,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,527.9301349036396,,f,1.7813868913799524,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZŐLŐ UTCA,stimuli/objects/060a.jpg,object,1,stimuli/objects/108a.jpg,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,target,lure,dist1,dist2,0,1,1,1,0,50,50,56,,,,,,,529.7326909396797,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,530.7826357670128,,d,1.6487516835331917,target,None,530.7826357670128,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KOCKA UTCA,stimuli/objects/053a.jpg,object,0,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/scenes/092a.jpg,stimuli/objects/053a.jpg,stimuli/scenes/092b.jpg,lure,dist1,target,dist2,0,1,1,1,0,51,51,47,,,,,,,532.4638955798,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,533.5112164467573,,j,2.0880774464458227,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,FÓKA UTCA,stimuli/scenes/014a.jpg,scene,0,stimuli/scenes/014a.jpg,stimuli/scenes/014a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,target,lure,dist1,dist2,0,1,1,1,0,52,52,64,,,,,,,535.641401855275,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,536.6907221823931,,d,1.7569744437932968,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HORDÓ UTCA,stimuli/scenes/120a.jpg,scene,0,stimuli/scenes/120a.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,dist2,dist1,lure,target,0,1,1,1,0,53,53,54,,,,,,,538.4819236863405,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,539.5213008280843,,k,2.9736354928463697,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
Camponello,stimuli/subj_files/ST04_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TULIPÁN UTCA,stimuli/scenes/078a.jpg,scene,0,stimuli/scenes/078a.jpg,stimuli/scenes/002b.jpg,stimuli/scenes/002a.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,dist2,dist1,target,lure,0,1,1,1,0,54,54,61,,,,,,,542.5225744005293,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,543.5842933077365,,j,1.7425114046782255,target,None,,,,,,,,,,,,,,,,ST04_112822,2022-11-29_16h21.45.848,Hippopolis_4AFCT,2022.2.2,59.99716392154619,
