CityName,StimuliFile,CityImage,StreetSign,LearningVideoFile,UpdatingVideoFile,Cue,Image,Category,CorrectResponse,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlockLearning.thisRepN,CityBlockLearning.thisTrialN,CityBlockLearning.thisN,CityBlockLearning.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,CityBlockUpdating.thisRepN,CityBlockUpdating.thisTrialN,CityBlockUpdating.thisN,CityBlockUpdating.thisIndex,UpdatingTrials.thisRepN,UpdatingTrials.thisTrialN,UpdatingTrials.thisN,UpdatingTrials.thisIndex,Test4afctTrials.thisRepN,Test4afctTrials.thisTrialN,Test4afctTrials.thisN,Test4afctTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,learning_cityname_text.started,learning_city_image.started,load_video_2.started,learning_movie.started,learning_end_vid_key.started,learning_end_vid_key.keys,text_countdown.started,cityname_text_start.started,Phase,fx_cross.started,plate_learning.started,learning_city_text.started,learning_street_text.started,learning_image.started,learning_skip_key.started,learning_skip_key.keys,short_break_key.keys,fx_cross.stopped,plate_learning.stopped,learning_city_text.stopped,learning_street_text.stopped,learning_image.stopped,learning_skip_key.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,learning_phase_test_text.started,learning_phase_key.started,learning_phase_key.keys,learning_phase_key.rt,text_countdown.stopped,cityname_text_start.stopped,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,test_key_resp.corr,text_response_test.text,written_text_mouse.x,written_text_mouse.y,written_text_mouse.leftButton,written_text_mouse.midButton,written_text_mouse.rightButton,written_text_mouse.time,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,text_response_test.started,written_text_mouse.started,plate_test.stopped,city_text_test.stopped,street_text_test.stopped,test_question.stopped,test_key_resp.stopped,button_image.stopped,long_break1_break_text.started,long_break1_key.started,long_break1_key.keys,long_break1_key.rt,end_learning_text.started,continue_updating_key.started,continue_updating_key.keys,continue_updating_key.rt,updating_instructions_text.started,intro_updating_key.started,intro_updating_key.keys,intro_updating_key.rt,cityname_text_intro.started,city_image_update.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,plate.started,city_text.started,street_text.started,fx_cross_prediction.started,key_resp_update.started,button_image_updating.started,skip_key.started,key_resp_update.keys,key_resp_update.corr,key_resp_update.rt,skip_key.keys,plate_updating.started,city_text_updating.started,street_text_updating.started,updating_image.started,skip_key_updating.started,skip_key_updating.keys,plate.stopped,city_text.stopped,street_text.stopped,fx_cross_prediction.stopped,key_resp_update.stopped,button_image_updating.stopped,skip_key.stopped,plate_updating.stopped,city_text_updating.stopped,street_text_updating.stopped,updating_image.stopped,skip_key_updating.stopped,long_break2_text.started,long_break2_key_resp.started,long_break2_key_resp.keys,long_break2_key_resp.rt,end_text_updating.started,continue_key.started,continue_key.keys,continue_key.rt,instructions_4afct_text.started,intro_4afct_key.started,intro_4afct_key.keys,intro_4afct_key.rt,updating_cue,reinstated,street_text_4afct.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp_4afct.started,key_resp_4afct.keys,key_resp_4afct.rt,test4afct_resp,short_break_4afct_key.keys,short_break_4afct_text.started,short_break_4afct_key.started,short_break_4afct_key.rt,clock0.started,clock0.stopped,n_targets,n_lures,n_dist1s,n_dist2s,end_experiment_text.started,end_experiment_text.stopped,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,FOGAS UTCA,stimuli/objects/015a.jpg,object,left,2,stimuli/scenes/028a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/028b.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/028a.jpg,dist2,lure,dist1,target,0,1,1,1,0,65,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1021.8182629998773,1022.8252306999639,1022.8252306999639,1022.8252306999639,1022.8252306999639,1022.8252306999639,None,None,1022.8252306999639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,TENISZ UTCA,stimuli/scenes/035a.jpg,scene,right,2,stimuli/objects/026a.jpg,stimuli/scenes/087a.jpg,stimuli/objects/026a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/026b.jpg,dist1,target,dist2,lure,0,1,1,1,0,66,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1025.8355648000725,1026.8391112000681,1026.8391112000681,1026.8391112000681,1026.8391112000681,1026.8391112000681,None,None,1026.8391112000681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,TISZTÁS UTCA,stimuli/objects/064a.jpg,object,left,1,stimuli/objects/104a.jpg,stimuli/objects/086b.jpg,stimuli/objects/086a.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,dist2,dist1,target,lure,0,1,1,1,0,67,67,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1029.8518507999834,1030.854156699963,1030.854156699963,1030.854156699963,1030.854156699963,1030.854156699963,None,None,1030.854156699963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,TOJÁS UTCA,stimuli/scenes/014a.jpg,scene,right,0,stimuli/scenes/014a.jpg,stimuli/scenes/092a.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/014b.jpg,stimuli/scenes/014a.jpg,dist1,dist2,lure,target,0,1,1,1,0,68,68,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1033.868123000022,1034.8689709000755,1034.8689709000755,1034.8689709000755,1034.8689709000755,1034.8689709000755,None,None,1034.8689709000755,1037.8680958000477,1037.8680958000477,1037.8680958000477,1037.8680958000477,1037.8680958000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,BÖGRE UTCA,stimuli/objects/043a.jpg,object,left,0,stimuli/objects/043a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/107a.jpg,lure,target,dist2,dist1,0,1,1,1,0,69,69,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1037.8680958000477,1038.872190499911,1038.872190499911,1038.872190499911,1038.872190499911,1038.872190499911,None,None,1038.872190499911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,MOTOR UTCA,stimuli/scenes/107a.jpg,scene,right,0,stimuli/scenes/107a.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/039b.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/039a.jpg,target,dist2,lure,dist1,0,1,1,1,0,70,70,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1041.8848288001027,1042.8882460999303,1042.8882460999303,1042.8882460999303,1042.8882460999303,1042.8882460999303,None,None,1042.8882460999303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,LEMEZ UTCA,stimuli/objects/030a.jpg,object,left,0,stimuli/objects/030a.jpg,stimuli/scenes/014a.jpg,stimuli/objects/030a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/030b.jpg,dist1,target,dist2,lure,0,1,1,1,0,71,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1045.9012074999046,1046.9089150999207,1046.9089150999207,1046.9089150999207,1046.9089150999207,1046.9089150999207,None,None,1046.9089150999207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,CITROM UTCA,stimuli/scenes/119a.jpg,scene,right,1,stimuli/scenes/005a.jpg,stimuli/scenes/005a.jpg,stimuli/scenes/083b.jpg,stimuli/scenes/083a.jpg,stimuli/scenes/005b.jpg,target,dist2,dist1,lure,0,1,1,1,0,72,72,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1049.9179352000356,1050.9190020000096,1050.9190020000096,1050.9190020000096,1050.9190020000096,1050.9190020000096,None,None,1050.9190020000096,1053.9177266999613,1053.9177266999613,1053.9177266999613,1053.9177266999613,1053.9177266999613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,BANÁN UTCA,stimuli/objects/003a.jpg,object,left,2,stimuli/scenes/025a.jpg,stimuli/objects/097a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,stimuli/objects/097b.jpg,dist1,target,lure,dist2,0,1,1,1,0,73,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1053.9177266999613,1054.9193885999266,1054.9193885999266,1054.9193885999266,1054.9193885999266,1054.9193885999266,None,None,1054.9193885999266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,SIVATAG UTCA,stimuli/objects/012a.jpg,object,left,2,stimuli/scenes/111a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/049a.jpg,lure,dist2,target,dist1,0,1,1,1,0,74,74,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1057.934937800048,1058.9394308000337,1058.9394308000337,1058.9394308000337,1058.9394308000337,1058.9394308000337,None,None,1058.9394308000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,TORONY UTCA,stimuli/objects/017a.jpg,object,left,0,stimuli/objects/017a.jpg,stimuli/objects/034b.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/objects/034a.jpg,dist2,target,lure,dist1,0,1,1,1,0,75,75,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1061.9509530998766,1062.957225299906,1062.957225299906,1062.957225299906,1062.957225299906,1062.957225299906,None,None,1062.957225299906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,MAJOM UTCA,stimuli/scenes/056a.jpg,scene,right,1,stimuli/scenes/071a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/105a.jpg,dist2,lure,target,dist1,0,1,1,1,0,76,76,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1065.96769459988,1066.9721274999902,1066.9721274999902,1066.9721274999902,1066.9721274999902,1066.9721274999902,None,None,1066.9721274999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,KESELYŰ UTCA,stimuli/scenes/106a.jpg,scene,right,0,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/106a.jpg,lure,dist2,dist1,target,0,1,1,1,0,77,77,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1069.9844261999242,1070.9847041000612,1070.9847041000612,1070.9847041000612,1070.9847041000612,1070.9847041000612,None,None,1070.9847041000612,1073.9840685999952,1073.9840685999952,1073.9840685999952,1073.9840685999952,1073.9840685999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,MOCSÁR UTCA,stimuli/scenes/067a.jpg,scene,right,1,stimuli/scenes/074a.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/074a.jpg,lure,dist2,dist1,target,0,1,1,1,0,78,78,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1073.9840685999952,1074.9852024998982,1074.9852024998982,1074.9852024998982,1074.9852024998982,1074.9852024998982,None,None,1074.9852024998982,1077.9840444000438,1077.9840444000438,1077.9840444000438,1077.9840444000438,1077.9840444000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,MÁLNA UTCA,stimuli/objects/047a.jpg,object,left,2,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/111a.jpg,lure,target,dist2,dist1,0,1,1,1,0,79,79,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learning,1077.9840444000438,1078.9846669998951,1078.9846669998951,1078.9846669998951,1078.9846669998951,1078.9846669998951,None,None,1078.9846669998951,1081.9840148000512,1081.9840148000512,1081.9840148000512,1081.9840148000512,1081.9840148000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,SALÁTA UTCA,stimuli/objects/035a.jpg,object,left,0,stimuli/objects/035a.jpg,stimuli/objects/035b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/035a.jpg,lure,dist1,dist2,target,0,1,1,1,,,,,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,1084.8171681000385,1084.8171681000385,Test,1087.8179669999518,,,,,,,,1088.8179327000398,,,,,,,,,1081.9840148000512,1081.9840148000512,space,2.8143958000000566,1087.8179669999518,1087.8179669999518,1088.8179327000398,1088.8179327000398,1088.8179327000398,1088.8179327000398,1088.8179327000398,1088.8179327000398,left,1,sütemény,[-214.0],[13.0],[1],[0],[0],[4.889893099898472],2.5219837001059204,1091.3683468999807,1091.3683468999807,1091.3683468999807,1091.3683468999807,1091.3683468999807,0.008151300018653274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,FÜZET UTCA,stimuli/objects/011a.jpg,object,left,2,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/101b.jpg,stimuli/scenes/101a.jpg,lure,target,dist2,dist1,0,1,1,1,,,,,0,1,1,76,,,,,,,,,,,,,,,,,,,,,,,,,Test,1096.26713380008,,,,,,,,1097.2673728999216,,,,,,,,,,,,,,,1097.2673728999216,1097.2673728999216,1097.2673728999216,1097.2673728999216,1097.2673728999216,1097.2673728999216,down,0,,[],[],[],[],[],[],2.672142800176516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,BANÁN UTCA,stimuli/objects/003a.jpg,object,left,2,stimuli/scenes/025a.jpg,stimuli/objects/097a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,stimuli/objects/097b.jpg,dist1,target,lure,dist2,0,1,1,1,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,Test,1099.9670082000084,,,,,,,,1100.9674712999258,,,,,,,,,,,,,,,1100.9674712999258,1100.9674712999258,1100.9674712999258,1100.9674712999258,1100.9674712999258,1100.9674712999258,None,0,,[],[],[],[],[],[],,,,,,,,1104.9669840999413,1104.9669840999413,1104.9669840999413,1104.9669840999413,1104.9669840999413,1104.9669840999413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,CUKOR UTCA,stimuli/scenes/081a.jpg,scene,right,1,stimuli/scenes/097a.jpg,stimuli/objects/009b.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/objects/009a.jpg,dist2,target,lure,dist1,0,1,1,1,,,,,0,3,3,78,,,,,,,,,,,,,,,,,,,,,,,,,Test,1104.9669840999413,,,,,,,,1105.9675441998988,,,,,,,,,,,,,,,1105.9675441998988,1105.9675441998988,1105.9675441998988,1105.9675441998988,1105.9675441998988,1105.9675441998988,down,0,,[],[],[],[],[],[],1.4085536999627948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,MUNKA UTCA,stimuli/objects/106a.jpg,object,left,2,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,lure,target,dist1,dist2,0,1,1,1,,,,,0,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,,Test,1107.4000808000565,,,,,,,,1108.4009132999927,,,,,,,,,,,,,,,1108.4009132999927,1108.4009132999927,1108.4009132999927,1108.4009132999927,1108.4009132999927,1108.4009132999927,right,0,,[],[],[],[],[],[],3.0423084998037666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,SIRÁLY UTCA,stimuli/objects/070a.jpg,object,left,2,stimuli/scenes/103a.jpg,stimuli/objects/010a.jpg,stimuli/objects/010b.jpg,stimuli/scenes/103a.jpg,stimuli/scenes/103b.jpg,dist1,dist2,target,lure,0,1,1,1,,,,,0,5,5,47,,,,,,,,,,,,,,,,,,,,,,,,,Test,1111.4666361999698,,,,,,,,1112.4675525000785,,,,,,,,,,,,,,,1112.4675525000785,1112.4675525000785,1112.4675525000785,1112.4675525000785,1112.4675525000785,1112.4675525000785,right,0,,[],[],[],[],[],[],3.6275866001378745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
Hippopolis,stimuli/subj_files/ST02_121322_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part,./stimuli/videos/hippo-satellite.mp4,HORGONY UTCA,stimuli/objects/061a.jpg,object,left,0,stimuli/objects/061a.jpg,stimuli/objects/061b.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/106a.jpg,stimuli/objects/061a.jpg,lure,dist2,dist1,target,0,1,1,1,,,,,0,6,6,45,,,,,,,,,,,,,,,,,,,,,,,,,Test,1116.1168343999889,,,,,,,,1117.1173211999703,,,,,,,,,,,,,,,1117.1173211999703,1117.1173211999703,1117.1173211999703,1117.1173211999703,1117.1173211999703,1117.1173211999703,left,1,,[],[],[],[],[],[],1.7571201999671757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_121322,2022-12-13_14h58.16.808,MemoryLand,2022.2.4,59.99851205350997,
