CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate_updating.started,city_text_updating.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,clock0.started,short_break_text.started,short_break_key.started,short_break_key.rt,clock0.stopped,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LEMEZ UTCA,stimuli/scenes/041a.jpg,scene,0,stimuli/scenes/041a.jpg,stimuli/objects/030b.jpg,stimuli/objects/030a.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/041b.jpg,dist2,dist1,target,lure,0,0,0,1,0,29,29,51,,,,,,,149.85127736628056,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,150.8989163916558,j,3.808929465711117,target,None,,154.3634196780622,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,AKÁC UTCA,stimuli/scenes/057a.jpg,scene,0,stimuli/scenes/057a.jpg,stimuli/objects/015a.jpg,stimuli/scenes/057b.jpg,stimuli/objects/015b.jpg,stimuli/scenes/057a.jpg,dist1,lure,dist2,target,0,0,0,1,0,30,30,8,,,,,,,154.73321094363928,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,155.80390891619027,None,,invalid,None,,159.23069427907467,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,CSAVAR UTCA,stimuli/scenes/020a.jpg,scene,0,stimuli/scenes/020a.jpg,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,dist1,dist2,lure,target,0,0,0,1,0,31,31,10,,,,,,,160.74337121099234,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,161.80988303758204,k,2.7218909077346325,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MANDARIN UTCA,stimuli/scenes/092a.jpg,scene,0,stimuli/scenes/092a.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/092a.jpg,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,lure,target,dist1,dist2,0,0,0,1,0,32,32,79,,,,,,,164.5484992712736,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,165.63970469497144,f,2.8119555599987507,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TOBOZ UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/scenes/036b.jpg,stimuli/scenes/036a.jpg,dist2,dist1,lure,target,0,0,0,1,0,33,33,11,,,,,,,168.48142545484006,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,169.5430320892483,k,3.6757857631891966,target,None,,172.99221955426037,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOSODA UTCA,stimuli/objects/045a.jpg,object,0,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/scenes/050a.jpg,stimuli/objects/045a.jpg,stimuli/scenes/050b.jpg,lure,dist1,target,dist2,0,0,0,1,0,34,34,1,,,,,,,173.24734462797642,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,174.29974111914635,j,2.439488084986806,target,None,174.29974111914635,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SALÁTA UTCA,stimuli/scenes/049a.jpg,scene,1,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/085a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/085b.jpg,lure,dist1,target,dist2,0,0,0,1,0,35,35,20,,,,,,,176.76789219863713,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,177.8169313762337,k,3.3386750519275665,dist2,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KÖTÉNY UTCA,stimuli/scenes/082a.jpg,scene,1,stimuli/scenes/085a.jpg,stimuli/scenes/085a.jpg,stimuli/objects/012b.jpg,stimuli/objects/012a.jpg,stimuli/scenes/085b.jpg,target,dist2,dist1,lure,0,0,0,1,0,36,36,35,,,,,,,181.18176084384322,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,182.25877660140395,j,4.160168267786503,dist1,None,,185.68308355472982,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,EGÉR UTCA,stimuli/scenes/069a.jpg,scene,1,stimuli/scenes/075a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/075b.jpg,dist1,target,dist2,lure,0,0,0,1,0,37,37,52,,,,,,,186.44906212948263,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,187.5029753986746,f,3.7156673576682806,target,None,,190.94407296553254,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HEGESZTŐ UTCA,stimuli/scenes/056a.jpg,scene,0,stimuli/scenes/056a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/056a.jpg,dist2,lure,dist1,target,0,0,0,1,0,38,38,78,,,,,,,191.246658237651,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,192.28798196837306,k,2.6274671889841557,target,None,192.28798196837306,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PADLÓ UTCA,stimuli/scenes/043a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/scenes/120a.jpg,stimuli/objects/043a.jpg,stimuli/scenes/120b.jpg,stimuli/objects/043b.jpg,dist1,target,dist2,lure,0,0,0,1,0,39,39,29,,,,,,,194.94303638115525,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,196.02335191518068,d,3.307818863540888,dist1,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,RÁDIÓ UTCA,stimuli/scenes/079a.jpg,scene,0,stimuli/scenes/079a.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/076a.jpg,dist2,target,lure,dist1,0,0,0,1,0,40,40,40,,,,,,,199.37318030185997,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,200.42095834761858,f,2.8616640213876963,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TISZTÁS UTCA,stimuli/objects/101a.jpg,object,0,stimuli/objects/101a.jpg,stimuli/objects/101a.jpg,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/101b.jpg,target,dist1,dist2,lure,0,0,0,1,0,41,41,77,,,,,,,203.31376875191927,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,204.382712027058,d,2.660539297387004,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TOLMÁCS UTCA,stimuli/objects/069a.jpg,object,0,stimuli/objects/069a.jpg,stimuli/objects/069b.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,stimuli/objects/069a.jpg,lure,dist2,dist1,target,0,0,0,1,0,42,42,66,,,,,,,207.07050452753901,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,208.12126481346786,k,4.169990783557296,target,None,,211.57344695925713,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KERÉK UTCA,stimuli/objects/060a.jpg,object,0,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/009a.jpg,stimuli/objects/009b.jpg,stimuli/objects/060a.jpg,lure,dist1,dist2,target,0,0,0,1,0,43,43,36,,,,,,,212.31262766942382,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,213.35568432696164,k,4.85528652369976,target,None,,216.81383001990616,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,POLIP UTCA,stimuli/scenes/050a.jpg,scene,0,stimuli/scenes/050a.jpg,stimuli/scenes/050a.jpg,stimuli/objects/004b.jpg,stimuli/scenes/050b.jpg,stimuli/objects/004a.jpg,target,dist2,lure,dist1,0,0,0,1,0,44,44,44,,,,,,,218.2310192808509,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,219.2772220801562,d,3.04533164575696,target,space,,,222.36060320399702,222.36060320399702,2.8417711202055216,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LEGELŐ UTCA,stimuli/objects/083a.jpg,object,1,stimuli/objects/012a.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/072a.jpg,stimuli/objects/012b.jpg,stimuli/objects/012a.jpg,dist2,dist1,lure,target,0,0,0,1,0,45,45,31,,,,,,,225.22557666897774,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,226.31563012488186,f,3.4627852607518435,dist1,None,,229.73260821215808,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PULÓVER UTCA,stimuli/objects/062a.jpg,object,0,stimuli/objects/062a.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,dist1,dist2,target,lure,0,0,0,1,0,46,46,12,,,,,,,229.81667044200003,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,230.85755845159292,j,3.0007899310439825,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TENISZ UTCA,stimuli/objects/065a.jpg,object,0,stimuli/objects/065a.jpg,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,stimuli/objects/069a.jpg,stimuli/objects/069b.jpg,target,lure,dist1,dist2,0,0,0,1,0,47,47,45,,,,,,,233.8778460212052,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,234.93055756017566,d,2.255844408646226,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KÖMÉNYMAG UTCA,stimuli/objects/111a.jpg,object,2,stimuli/scenes/005a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/005a.jpg,lure,dist1,dist2,target,0,0,0,1,0,48,48,5,,,,,,,237.21253772638738,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,238.25561211071908,k,3.8262117821723223,target,None,,241.71899981610477,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ORVOS UTCA,stimuli/scenes/097a.jpg,scene,0,stimuli/scenes/097a.jpg,stimuli/objects/044a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/objects/044b.jpg,dist1,target,lure,dist2,0,0,0,1,0,49,49,57,,,,,,,242.15893670730293,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,243.2489649709314,f,1.2329997438937426,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MUSTÁR UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/030b.jpg,stimuli/objects/030a.jpg,dist1,dist2,lure,target,0,0,0,1,0,50,50,43,,,,,,,244.5119242966175,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,245.550213849172,k,2.531617507338524,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,FÉSŰ UTCA,stimuli/scenes/109a.jpg,scene,0,stimuli/scenes/109a.jpg,stimuli/scenes/109a.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/081b.jpg,target,dist1,lure,dist2,0,0,0,1,0,51,51,71,,,,,,,248.10460171289742,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,249.15422838181257,d,3.263909736648202,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BÖGRE UTCA,stimuli/objects/113a.jpg,object,0,stimuli/objects/113a.jpg,stimuli/objects/113b.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,stimuli/objects/113a.jpg,lure,dist2,dist1,target,0,0,0,1,0,52,52,48,,,,,,,252.44542397744954,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,253.52546613663435,k,2.8290434945374727,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KESELYŰ UTCA,stimuli/scenes/112a.jpg,scene,2,stimuli/objects/084a.jpg,stimuli/scenes/095a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/095b.jpg,stimuli/objects/084a.jpg,dist1,lure,dist2,target,0,0,0,1,0,53,53,26,,,,,,,256.3770716153085,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,257.449669836089,d,2.4402245488017797,dist1,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BOHÓC UTCA,stimuli/objects/044a.jpg,object,0,stimuli/objects/044a.jpg,stimuli/objects/112b.jpg,stimuli/objects/044a.jpg,stimuli/objects/112a.jpg,stimuli/objects/044b.jpg,dist2,target,dist1,lure,0,0,0,1,0,54,54,49,,,,,,,259.9222191683948,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,260.98180115036666,j,2.7644222751259804,dist1,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,CUKOR UTCA,stimuli/scenes/081a.jpg,scene,0,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/007a.jpg,lure,target,dist2,dist1,0,0,0,1,0,55,55,23,,,,,,,263.7784141674638,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,264.84113918058574,f,2.1848217453807592,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ÁLLOMÁS UTCA,stimuli/objects/090a.jpg,object,0,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/scenes/092b.jpg,stimuli/objects/090a.jpg,stimuli/scenes/092a.jpg,lure,dist2,target,dist1,0,0,0,1,0,56,56,22,,,,,,,267.04527662321925,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,268.10019630752504,j,2.89334624260664,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HENTES UTCA,stimuli/objects/001a.jpg,object,0,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,stimuli/scenes/045a.jpg,stimuli/objects/001a.jpg,stimuli/scenes/045b.jpg,lure,dist1,target,dist2,0,0,0,1,0,57,57,9,,,,,,,271.0122430790216,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,272.09920793026686,f,3.135039882734418,dist1,None,272.09920793026686,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,VÁSÁR UTCA,stimuli/scenes/067a.jpg,scene,2,stimuli/objects/080a.jpg,stimuli/objects/080a.jpg,stimuli/scenes/017b.jpg,stimuli/objects/080b.jpg,stimuli/scenes/017a.jpg,target,dist2,lure,dist1,0,0,0,1,0,58,58,19,,,,,,,275.2743754386902,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,276.33091546595097,k,2.9670252110809088,dist1,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LOVAGLÁS UTCA,stimuli/scenes/029a.jpg,scene,0,stimuli/scenes/029a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/083a.jpg,stimuli/scenes/083b.jpg,stimuli/scenes/029a.jpg,lure,dist1,dist2,target,0,0,0,1,0,59,59,42,,,,,,,279.3303077612072,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,280.35580468550324,k,2.222297703847289,target,None,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LÉPCSŐ UTCA,stimuli/objects/018a.jpg,object,0,stimuli/objects/018a.jpg,stimuli/objects/101b.jpg,stimuli/objects/101a.jpg,stimuli/objects/018a.jpg,stimuli/objects/018b.jpg,dist2,dist1,target,lure,0,0,0,1,0,60,60,75,,,,,,,282.5951197501272,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,283.6491975430399,j,3.952773965895176,target,None,,287.09448187611997,,,,,,,,,,,,,,,ST02_112822,2022-11-29_12h09.25.884,Hippopolis_4AFCT,2022.2.2,60.00097052832705,
