CityName,StimuliFile,CityImage,StreetSign,LearningVideoFile,UpdatingVideoFile,Cue,Image,Category,CorrectResponse,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,UpdatingTrials.thisRepN,UpdatingTrials.thisTrialN,UpdatingTrials.thisN,UpdatingTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_update.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,fx_cross_prediction.started,key_resp_update.started,button_image_updating.started,key_resp_update.keys,key_resp_update.corr,plate_updating.started,city_text_updating.started,street_text_updating.started,updating_image.started,short_break_key.keys,key_resp_update.rt,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07004890218377,40.07004890218377,space,22.2259272467345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,HAJÓ UTCA,stimuli/objects/037a.jpg,object,left,2,stimuli/scenes/014a.jpg,stimuli/objects/053a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/053b.jpg,stimuli/scenes/014a.jpg,dist1,lure,dist2,target,0,0,0,0,0,0,0,21,,,,,62.410767290741205,62.410767290741205,0.07968605682253838,65.56305001489818,65.56305001489818,None,72.88779884576797,72.88779884576797,75.373514322564,76.36400778964162,76.36400778964162,76.36400778964162,76.36400778964162,76.36400778964162,76.36400778964162,None,0,80.38006162829697,80.38006162829697,80.38006162829697,80.38006162829697,None,,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,AJÁNDÉK UTCA,stimuli/scenes/070a.jpg,scene,right,2,stimuli/objects/089a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,stimuli/objects/089a.jpg,stimuli/objects/089b.jpg,dist2,dist1,target,lure,0,0,0,0,0,1,1,74,,,,,,,,,,,,,82.33756913617253,83.36393656954169,83.36393656954169,83.36393656954169,83.36393656954169,83.36393656954169,83.36393656954169,right,0,87.39553108625114,87.39553108625114,87.39553108625114,87.39553108625114,None,1.635272927582264,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SZILVA UTCA,stimuli/objects/030a.jpg,object,left,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,target,lure,dist2,dist1,0,0,0,0,0,2,2,64,,,,,,,,,,,,,89.3538524992764,90.38134359754622,90.38134359754622,90.38134359754622,90.38134359754622,90.38134359754622,90.38134359754622,down,0,94.38110878691077,94.38110878691077,94.38110878691077,94.38110878691077,None,1.8659482318907976,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PAPUCS UTCA,stimuli/scenes/059a.jpg,scene,right,0,stimuli/scenes/059a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/059b.jpg,dist2,dist1,target,lure,0,0,0,0,0,3,3,38,,,,,,,,,,,,,96.3701364826411,97.39499553479254,97.39499553479254,97.39499553479254,97.39499553479254,97.39499553479254,97.39499553479254,down,0,101.40367230214179,101.40367230214179,101.40367230214179,101.40367230214179,None,1.203584237024188,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PAPRIKA UTCA,stimuli/scenes/099a.jpg,scene,right,1,stimuli/scenes/076a.jpg,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,dist1,dist2,lure,target,0,0,0,0,0,4,4,41,,,,,,,,,,,,,103.3730465695262,104.39426622353494,104.39426622353494,104.39426622353494,104.39426622353494,104.39426622353494,104.39426622353494,down,0,108.42933654785156,108.42933654785156,108.42933654785156,108.42933654785156,None,1.611927853897214,104.39426622353494,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,BÖGRE UTCA,stimuli/scenes/040a.jpg,scene,right,0,stimuli/scenes/040a.jpg,stimuli/scenes/040a.jpg,stimuli/objects/050b.jpg,stimuli/scenes/040b.jpg,stimuli/objects/050a.jpg,target,dist2,lure,dist1,0,0,0,0,0,5,5,49,,,,,,,,,,,,,110.39676236175,111.41602205485106,111.41602205485106,111.41602205485106,111.41602205485106,111.41602205485106,111.41602205485106,down,0,115.43091335147619,115.43091335147619,115.43091335147619,115.43091335147619,None,3.1827564500272274,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,BETON UTCA,stimuli/scenes/091a.jpg,scene,right,0,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/119b.jpg,lure,dist1,target,dist2,0,0,0,0,0,6,6,16,,,,,,,,,,,,,117.39823466539383,118.42593475989997,118.42593475989997,118.42593475989997,118.42593475989997,118.42593475989997,118.42593475989997,left,0,122.42306914739311,122.42306914739311,122.42306914739311,122.42306914739311,None,1.8691285848617554,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,BOLYGÓ UTCA,stimuli/objects/091a.jpg,object,left,2,stimuli/scenes/021a.jpg,stimuli/objects/089b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/021a.jpg,stimuli/objects/089a.jpg,dist2,lure,target,dist1,0,0,0,0,0,7,7,54,,,,,,,,,,,,,124.41384532116354,125.4456914421171,125.4456914421171,125.4456914421171,125.4456914421171,125.4456914421171,125.4456914421171,down,0,129.4611095841974,129.4611095841974,129.4611095841974,129.4611095841974,None,1.7770290188491344,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PETÁRDA UTCA,stimuli/objects/023a.jpg,object,left,0,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,lure,target,dist2,dist1,0,0,0,0,0,8,8,2,,,,,,,,,,,,,131.4204383455217,132.44161197170615,132.44161197170615,132.44161197170615,132.44161197170615,132.44161197170615,132.44161197170615,down,0,136.44934452325106,136.44934452325106,136.44934452325106,136.44934452325106,None,0.9887117855250835,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LÉTRA UTCA,stimuli/objects/021a.jpg,object,left,0,stimuli/objects/021a.jpg,stimuli/objects/078a.jpg,stimuli/objects/021b.jpg,stimuli/objects/078b.jpg,stimuli/objects/021a.jpg,dist1,lure,dist2,target,0,0,0,0,0,9,9,68,,,,,,,,,,,,,138.43695682659745,139.4582728948444,139.4582728948444,139.4582728948444,139.4582728948444,139.4582728948444,139.4582728948444,down,0,143.4628421999514,143.4628421999514,143.4628421999514,143.4628421999514,None,1.4760189950466156,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FÓKA UTCA,stimuli/objects/083a.jpg,object,left,0,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/091b.jpg,stimuli/objects/083a.jpg,stimuli/scenes/091a.jpg,lure,dist2,target,dist1,0,0,0,0,0,10,10,52,,,,,,,,,,,,,145.43815202452242,146.46058895811439,146.46058895811439,146.46058895811439,146.46058895811439,146.46058895811439,146.46058895811439,left,0,150.4688953179866,150.4688953179866,150.4688953179866,150.4688953179866,None,1.3058708161115646,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,ZSEMLE UTCA,stimuli/objects/018a.jpg,object,left,1,stimuli/objects/116a.jpg,stimuli/objects/069a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/069b.jpg,dist1,target,lure,dist2,0,0,0,0,0,11,11,6,,,,,,,,,,,,,152.45505895465612,153.48238397575915,153.48238397575915,153.48238397575915,153.48238397575915,153.48238397575915,153.48238397575915,left,0,157.50495028868318,157.50495028868318,157.50495028868318,157.50495028868318,None,1.9315852001309395,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KIRAKÓ UTCA,stimuli/objects/010a.jpg,object,left,1,stimuli/objects/092a.jpg,stimuli/objects/045b.jpg,stimuli/objects/092a.jpg,stimuli/objects/045a.jpg,stimuli/objects/092b.jpg,dist2,target,dist1,lure,0,0,0,0,0,12,12,78,,,,,,,,,,,,,159.46645267307758,160.49105390161276,160.49105390161276,160.49105390161276,160.49105390161276,160.49105390161276,160.49105390161276,down,0,164.51912502758205,164.51912502758205,164.51912502758205,164.51912502758205,None,1.1787522416561842,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SÜTŐ UTCA,stimuli/objects/055a.jpg,object,left,0,stimuli/objects/055a.jpg,stimuli/objects/088b.jpg,stimuli/objects/055a.jpg,stimuli/objects/088a.jpg,stimuli/objects/055b.jpg,dist2,target,dist1,lure,0,0,0,0,0,13,13,20,,,,,,,,,,,,,166.48175667598844,167.51192678324878,167.51192678324878,167.51192678324878,167.51192678324878,167.51192678324878,167.51192678324878,left,0,171.51396574266255,171.51396574266255,171.51396574266255,171.51396574266255,None,2.621501874178648,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PALACK UTCA,stimuli/scenes/062a.jpg,scene,right,0,stimuli/scenes/062a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/062b.jpg,dist2,dist1,target,lure,0,0,0,0,0,14,14,63,,,,,,,,,,,,,173.48192213103175,174.50682876817882,174.50682876817882,174.50682876817882,174.50682876817882,174.50682876817882,174.50682876817882,left,0,178.52402897551656,178.52402897551656,178.52402897551656,178.52402897551656,None,1.8507260251790285,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SUGÁR UTCA,stimuli/objects/075a.jpg,object,left,2,stimuli/scenes/103a.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/103a.jpg,dist1,dist2,lure,target,0,0,0,0,0,15,15,51,,,,,,,,,,,,,180.48546760343015,181.51763841696084,181.51763841696084,181.51763841696084,181.51763841696084,181.51763841696084,181.51763841696084,None,0,185.52131606638432,185.52131606638432,185.52131606638432,185.52131606638432,None,,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,NARANCS UTCA,stimuli/scenes/109a.jpg,scene,right,0,stimuli/scenes/109a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/109a.jpg,lure,dist2,dist1,target,0,0,0,0,0,16,16,40,,,,,,,,,,,,,187.48550461418927,188.51097665913403,188.51097665913403,188.51097665913403,188.51097665913403,188.51097665913403,188.51097665913403,left,0,192.51566632464528,192.51566632464528,192.51566632464528,192.51566632464528,None,1.4945524875074625,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SZAXOFON UTCA,stimuli/objects/081a.jpg,object,left,0,stimuli/objects/081a.jpg,stimuli/objects/083b.jpg,stimuli/objects/081b.jpg,stimuli/objects/081a.jpg,stimuli/objects/083a.jpg,dist2,lure,target,dist1,0,0,0,0,0,17,17,76,,,,,,,,,,,,,194.49393661879003,195.53940979763865,195.53940979763865,195.53940979763865,195.53940979763865,195.53940979763865,195.53940979763865,down,0,199.5231587793678,199.5231587793678,199.5231587793678,199.5231587793678,None,1.2342538218945265,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PAPAGÁJ UTCA,stimuli/objects/040a.jpg,object,left,0,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,target,lure,dist2,dist1,0,0,0,0,0,18,18,47,,,,,,,,,,,,,201.49354972690344,202.5222444217652,202.5222444217652,202.5222444217652,202.5222444217652,202.5222444217652,202.5222444217652,left,0,206.5206461586058,206.5206461586058,206.5206461586058,206.5206461586058,None,1.5149044338613749,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,VASALÓ UTCA,stimuli/objects/105a.jpg,object,left,0,stimuli/objects/105a.jpg,stimuli/scenes/038a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/105b.jpg,dist1,target,dist2,lure,0,0,0,0,0,19,19,25,,,,,,,,,,,,,208.5019646268338,209.52488517574966,209.52488517574966,209.52488517574966,209.52488517574966,209.52488517574966,209.52488517574966,right,0,213.54391441307962,213.54391441307962,213.54391441307962,213.54391441307962,None,2.7370052952319384,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SZOMSZÉD UTCA,stimuli/scenes/023a.jpg,scene,right,0,stimuli/scenes/023a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/113a.jpg,dist2,lure,target,dist1,0,0,0,0,0,20,20,33,,,,,,,,,,,,,215.51817210391164,216.54380804859102,216.54380804859102,216.54380804859102,216.54380804859102,216.54380804859102,216.54380804859102,right,0,220.5487154200673,220.5487154200673,220.5487154200673,220.5487154200673,None,2.597638353705406,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LOVAGLÁS UTCA,stimuli/objects/016a.jpg,object,left,2,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,stimuli/objects/065a.jpg,stimuli/scenes/026a.jpg,stimuli/objects/065b.jpg,lure,dist1,target,dist2,0,0,0,0,0,21,21,36,,,,,,,,,,,,,222.53095322288573,223.557506326586,223.557506326586,223.557506326586,223.557506326586,223.557506326586,223.557506326586,down,0,227.57355114631355,227.57355114631355,227.57355114631355,227.57355114631355,None,2.43146981485188,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SZALVÉTA UTCA,stimuli/scenes/086a.jpg,scene,right,0,stimuli/scenes/086a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,dist2,dist1,target,lure,0,0,0,0,0,22,22,65,,,,,,,,,,,,,229.53501900844276,230.55654687061906,230.55654687061906,230.55654687061906,230.55654687061906,230.55654687061906,230.55654687061906,down,0,234.5598158594221,234.5598158594221,234.5598158594221,234.5598158594221,None,1.4329321682453156,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PADLÓ UTCA,stimuli/scenes/078a.jpg,scene,right,1,stimuli/scenes/032a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,dist1,dist2,lure,target,0,0,0,0,0,23,23,57,,,,,,,,,,,,,236.54468944109976,237.574247488752,237.574247488752,237.574247488752,237.574247488752,237.574247488752,237.574247488752,down,0,241.57536524534225,241.57536524534225,241.57536524534225,241.57536524534225,None,1.3426644280552864,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,VIHAR UTCA,stimuli/scenes/120a.jpg,scene,right,0,stimuli/scenes/120a.jpg,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,dist1,dist2,lure,target,0,0,0,0,0,24,24,26,,,,,,,,,,,,,243.54942202568054,244.5587640348822,244.5587640348822,244.5587640348822,244.5587640348822,244.5587640348822,244.5587640348822,down,0,248.57116106152534,248.57116106152534,248.57116106152534,248.57116106152534,None,1.9102283902466297,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,TULIPÁN UTCA,stimuli/scenes/119a.jpg,scene,right,0,stimuli/scenes/119a.jpg,stimuli/scenes/119b.jpg,stimuli/objects/035b.jpg,stimuli/objects/035a.jpg,stimuli/scenes/119a.jpg,lure,dist2,dist1,target,0,0,0,0,0,25,25,18,,,,,,,,,,,,,250.55207926407456,251.57178493961692,251.57178493961692,251.57178493961692,251.57178493961692,251.57178493961692,251.57178493961692,left,0,255.58570496365428,255.58570496365428,255.58570496365428,255.58570496365428,None,2.2407877538353205,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LEGELŐ UTCA,stimuli/scenes/013a.jpg,scene,right,1,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/051a.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,lure,target,dist1,dist2,0,0,0,0,0,26,26,15,,,,,,,,,,,,,257.55417358130217,258.57523057982326,258.57523057982326,258.57523057982326,258.57523057982326,258.57523057982326,258.57523057982326,down,0,262.591186452657,262.591186452657,262.591186452657,262.591186452657,None,1.9735607989132404,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,OROSZLÁN UTCA,stimuli/scenes/113a.jpg,scene,right,0,stimuli/scenes/113a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,dist1,dist2,target,lure,0,0,0,0,0,27,27,10,,,,,,,,,,,,,264.56504729762673,265.58981304802,265.58981304802,265.58981304802,265.58981304802,265.58981304802,265.58981304802,down,0,269.6062889229506,269.6062889229506,269.6062889229506,269.6062889229506,None,1.5033278428018093,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FÉNYKÉP UTCA,stimuli/objects/005a.jpg,object,left,0,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,stimuli/objects/005a.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,lure,target,dist2,dist1,0,0,0,0,0,28,28,71,,,,,,,,,,,,,271.5811791997403,272.6088258009404,272.6088258009404,272.6088258009404,272.6088258009404,272.6088258009404,272.6088258009404,left,0,276.6051994673908,276.6051994673908,276.6051994673908,276.6051994673908,None,2.244284400716424,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,AKÁC UTCA,stimuli/objects/100a.jpg,object,left,1,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/scenes/051b.jpg,stimuli/objects/045a.jpg,stimuli/scenes/051a.jpg,lure,dist2,target,dist1,0,0,0,0,0,29,29,3,,,,,,,,,,,,,278.5884803850204,279.60613621771336,279.60613621771336,279.60613621771336,279.60613621771336,279.60613621771336,279.60613621771336,down,0,283.63231300376356,283.63231300376356,283.63231300376356,283.63231300376356,None,1.21438580006361,279.60613621771336,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KAKAÓ UTCA,stimuli/objects/036a.jpg,object,left,1,stimuli/objects/019a.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,dist1,dist2,target,lure,0,0,0,0,0,30,30,42,,,,,,,,,,,,,285.6093849912286,286.6412992235273,286.6412992235273,286.6412992235273,286.6412992235273,286.6412992235273,286.6412992235273,down,0,290.6445019673556,290.6445019673556,290.6445019673556,290.6445019673556,None,1.3948870673775673,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,HÁRFA UTCA,stimuli/objects/070a.jpg,object,left,0,stimuli/objects/070a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,lure,target,dist2,dist1,0,0,0,0,0,31,31,58,,,,,,,,,,,,,292.6180294137448,293.641414295882,293.641414295882,293.641414295882,293.641414295882,293.641414295882,293.641414295882,down,0,297.67343271523714,297.67343271523714,297.67343271523714,297.67343271523714,None,1.1628420893102884,,,,,,,,,,,ST02_120922,2022-12-09_14h59.08.284,Hippopolis_Updating,2022.2.2,60.00220172735682,
