CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,fx_cross_prediction.started,plate_updating.started,city_text_updating.started,street_text_updating.started,updating_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,68.62573055364192,68.62573055364192,space,25.31874853000045,,,,,,,,,,,,,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÜVEG UTCA,stimuli/scenes/061a.jpg,scene,2,stimuli/objects/085a.jpg,stimuli/objects/085b.jpg,stimuli/scenes/084a.jpg,stimuli/objects/085a.jpg,stimuli/scenes/084b.jpg,lure,dist1,target,dist2,0,0,0,0,0,0,0,19,,,,,94.0178166218102,94.0178166218102,96.98863831348717,98.0127966683358,98.0127966683358,98.0127966683358,98.0127966683358,101.00062356702983,101.00062356702983,101.00062356702983,101.00062356702983,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TOLLTARTÓ UTCA,stimuli/objects/032a.jpg,object,2,stimuli/scenes/119a.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/119b.jpg,target,dist2,dist1,lure,0,0,0,0,0,1,1,67,,,,,,,102.97288552857935,104.00253718905151,104.00253718905151,104.00253718905151,104.00253718905151,107.00774996727705,107.00774996727705,107.00774996727705,107.00774996727705,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,POGÁCSA UTCA,stimuli/scenes/046a.jpg,scene,0,stimuli/scenes/046a.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/042b.jpg,dist1,target,lure,dist2,0,0,0,0,0,2,2,49,,,,,,,108.97777983732522,110.0050529204309,110.0050529204309,110.0050529204309,110.0050529204309,112.99430671706796,112.99430671706796,112.99430671706796,112.99430671706796,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KORONA UTCA,stimuli/scenes/108a.jpg,scene,1,stimuli/scenes/011a.jpg,stimuli/objects/076a.jpg,stimuli/scenes/011b.jpg,stimuli/objects/076b.jpg,stimuli/scenes/011a.jpg,dist1,lure,dist2,target,0,0,0,0,0,3,3,9,,,,,,,114.98034532926977,116.00380578450859,116.00380578450859,116.00380578450859,116.00380578450859,119.02770911343396,119.02770911343396,119.02770911343396,119.02770911343396,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BÖGRE UTCA,stimuli/objects/050a.jpg,object,1,stimuli/objects/076a.jpg,stimuli/scenes/037a.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/scenes/037b.jpg,dist1,target,lure,dist2,0,0,0,0,0,4,4,41,,,,,,,120.99506494961679,122.01919158175588,122.01919158175588,122.01919158175588,122.01919158175588,125.03324658237398,125.03324658237398,125.03324658237398,125.03324658237398,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BONBON UTCA,stimuli/objects/095a.jpg,object,2,stimuli/scenes/007a.jpg,stimuli/objects/028b.jpg,stimuli/objects/028a.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/007b.jpg,dist2,dist1,target,lure,0,0,0,0,0,5,5,72,,,,,,,127.00460786931217,128.03325342573225,128.03325342573225,128.03325342573225,128.03325342573225,131.05024619214237,131.05024619214237,131.05024619214237,131.05024619214237,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSEMLE UTCA,stimuli/objects/115a.jpg,object,1,stimuli/objects/053a.jpg,stimuli/objects/007a.jpg,stimuli/objects/053a.jpg,stimuli/objects/007b.jpg,stimuli/objects/053b.jpg,dist1,target,dist2,lure,0,0,0,0,0,6,6,47,,,,,,,133.0127780083567,134.03437398187816,134.03437398187816,134.03437398187816,134.03437398187816,137.04219423606992,137.04219423606992,137.04219423606992,137.04219423606992,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,CUKOR UTCA,stimuli/objects/111a.jpg,object,0,stimuli/objects/111a.jpg,stimuli/objects/089b.jpg,stimuli/objects/111b.jpg,stimuli/objects/111a.jpg,stimuli/objects/089a.jpg,dist2,lure,target,dist1,0,0,0,0,0,7,7,30,,,,,,,139.0148670375347,140.03767002746463,140.03767002746463,140.03767002746463,140.03767002746463,143.05012769810855,143.05012769810855,143.05012769810855,143.05012769810855,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
Hippopolis,stimuli/subj_files/student1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MUNKA UTCA,stimuli/scenes/039a.jpg,scene,2,stimuli/objects/067a.jpg,stimuli/scenes/097a.jpg,stimuli/objects/067b.jpg,stimuli/objects/067a.jpg,stimuli/scenes/097b.jpg,dist1,lure,target,dist2,0,0,0,0,0,8,8,4,,,,,,,145.02483790367842,146.0545657593757,146.0545657593757,146.0545657593757,146.0545657593757,149.06766472756863,149.06766472756863,149.06766472756863,149.06766472756863,None,,,,,,,,,,,student1,2022-10-21_14h58.47.579,Hippopolis_Updating,2022.2.2,59.942133782036066,
