CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,fx_cross_prediction.started,plate_updating.started,city_text_updating.started,street_text_updating.started,updating_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,181.2006921134889,181.2006921134889,space,8.139774231240153,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,GYŰRŰ UTCA,stimuli/objects/040a.jpg,object,0,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/062b.jpg,stimuli/objects/040b.jpg,stimuli/objects/062a.jpg,target,dist2,lure,dist1,0,0,0,0,0,0,0,49,,,,,189.42544648051262,189.42544648051262,192.37678082101047,193.38563019782305,193.38563019782305,193.38563019782305,193.38563019782305,196.39239178784192,196.39239178784192,196.39239178784192,196.39239178784192,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZÖCSKE UTCA,stimuli/objects/008a.jpg,object,0,stimuli/objects/008a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/objects/008b.jpg,target,dist1,dist2,lure,0,0,0,0,0,1,1,56,,,,,,,198.37282171100378,199.3880939912051,199.3880939912051,199.3880939912051,199.3880939912051,202.39681492000818,202.39681492000818,202.39681492000818,202.39681492000818,None,199.3880939912051,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KORONA UTCA,stimuli/scenes/120a.jpg,scene,0,stimuli/scenes/120a.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,target,lure,dist2,dist1,0,0,0,0,0,2,2,3,,,,,,,204.389662085101,205.40710270032287,205.40710270032287,205.40710270032287,205.40710270032287,208.40771569497883,208.40771569497883,208.40771569497883,208.40771569497883,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,NARANCS UTCA,stimuli/objects/038a.jpg,object,0,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/019b.jpg,stimuli/objects/038a.jpg,stimuli/scenes/019a.jpg,lure,dist2,target,dist1,0,0,0,0,0,3,3,75,,,,,,,210.3971557840705,211.42289187386632,211.42289187386632,211.42289187386632,211.42289187386632,214.41791701503098,214.41791701503098,214.41791701503098,214.41791701503098,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HAJÓ UTCA,stimuli/objects/046a.jpg,object,0,stimuli/objects/046a.jpg,stimuli/scenes/078a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/scenes/078b.jpg,dist1,target,lure,dist2,0,0,0,0,0,4,4,36,,,,,,,216.39791992679238,217.42314689792693,217.42314689792693,217.42314689792693,217.42314689792693,220.43380944244564,220.43380944244564,220.43380944244564,220.43380944244564,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TÉRKÉP UTCA,stimuli/scenes/064a.jpg,scene,0,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/023a.jpg,lure,dist2,target,dist1,0,0,0,0,0,5,5,11,,,,,,,222.40615537576377,223.42132191359997,223.42132191359997,223.42132191359997,223.42132191359997,226.42748232744634,226.42748232744634,226.42748232744634,226.42748232744634,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TISZTÁS UTCA,stimuli/scenes/095a.jpg,scene,0,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,target,lure,dist1,dist2,0,0,0,0,0,6,6,32,,,,,,,228.41804639436305,229.4357199538499,229.4357199538499,229.4357199538499,229.4357199538499,232.4385470021516,232.4385470021516,232.4385470021516,232.4385470021516,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KAKAS UTCA,stimuli/objects/081a.jpg,object,0,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/021a.jpg,stimuli/objects/081a.jpg,lure,dist2,dist1,target,0,0,0,0,0,7,7,57,,,,,,,234.43443580903113,235.45220826938748,235.45220826938748,235.45220826938748,235.45220826938748,238.4630300477147,238.4630300477147,238.4630300477147,238.4630300477147,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SUGÁR UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/objects/097a.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,stimuli/objects/097b.jpg,dist1,target,lure,dist2,0,0,0,0,0,8,8,51,,,,,,,240.44391217269003,241.45260760188103,241.45260760188103,241.45260760188103,241.45260760188103,244.47339184768498,244.47339184768498,244.47339184768498,244.47339184768498,None,,,,,,,,,,ST03_112822,2022-11-29_14h20.36.991,Hippopolis_Updating,2022.2.2,60.01777042595094,
