learning_instructions_text.started,learning_instructions_text.stopped,intro_key.keys,intro_key.rt,intro_key.started,intro_key.stopped,participant,date,expName,psychopyVersion,frameRate,
8.133343799971044,None,space,16.331711400300264,8.133343799971044,None,teszt,2022_Jun_15_1803,Hippopolis_Learning,2021.1.4,59.33394092488269,
