CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate_updating.started,city_text_updating.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,clock0.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,POLIP UTCA,stimuli/objects/025a.jpg,object,0,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/025a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/040a.jpg,lure,target,dist2,dist1,0,1,1,0,0,67,67,25,,,,,,,621.7997398730367,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,622.8735423125327,,f,1.9619296360760927,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOCSÁR UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,dist1,dist2,lure,target,0,1,1,0,0,68,68,21,,,,,,,624.8562687076628,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,625.9137793872505,,k,2.281895190477371,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SÜTŐ UTCA,stimuli/objects/094a.jpg,object,0,stimuli/objects/094a.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,dist1,dist2,lure,target,0,1,1,0,0,69,69,71,,,,,,,628.225957961753,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,629.2670098729432,,k,2.0171245634555817,target,None,629.2670098729432,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ZÁSZLÓ UTCA,stimuli/scenes/079a.jpg,scene,0,stimuli/scenes/079a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/112b.jpg,stimuli/scenes/079a.jpg,dist1,lure,dist2,target,0,1,1,0,0,70,70,63,,,,,,,631.3063661754131,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,632.3433631863445,,k,2.044251473620534,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZILVA UTCA,stimuli/scenes/104a.jpg,scene,0,stimuli/scenes/104a.jpg,stimuli/objects/088b.jpg,stimuli/scenes/104b.jpg,stimuli/objects/088a.jpg,stimuli/scenes/104a.jpg,dist2,lure,dist1,target,0,1,1,0,0,71,71,16,,,,,,,634.4137619696558,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,635.4455480668694,,k,1.4380371943116188,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ASZTAL UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/061b.jpg,stimuli/objects/066b.jpg,stimuli/objects/061a.jpg,stimuli/objects/066a.jpg,dist2,lure,dist1,target,0,1,1,0,0,72,72,70,,,,,,,636.9087118487805,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,637.9696784317493,,k,1.8580199126154184,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KORONG UTCA,stimuli/scenes/011a.jpg,scene,0,stimuli/scenes/011a.jpg,stimuli/objects/060b.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/011a.jpg,stimuli/objects/060a.jpg,dist2,lure,target,dist1,0,1,1,0,0,73,73,53,,,,,,,639.8591333869845,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,640.9059563316405,,j,1.6574077289551497,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,POGÁCSA UTCA,stimuli/scenes/082a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,target,lure,dist1,dist2,0,1,1,0,0,74,74,58,,,,,,,642.590083623305,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,643.6331440135837,,d,3.378607915714383,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LOVAGLÁS UTCA,stimuli/objects/047a.jpg,object,0,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/030b.jpg,stimuli/objects/030a.jpg,stimuli/objects/047b.jpg,target,dist2,dist1,lure,0,1,1,0,0,75,75,14,,,,,,,647.0394362322986,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,648.090999847278,,d,1.5289312992244959,target,None,648.090999847278,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÁRNA UTCA,stimuli/scenes/004a.jpg,scene,0,stimuli/scenes/004a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/scenes/100a.jpg,dist2,lure,target,dist1,0,1,1,0,0,76,76,50,,,,,,,649.6407446991652,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,650.6844401638955,,j,2.199461702257395,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,CSAVAR UTCA,stimuli/objects/049a.jpg,object,1,stimuli/objects/063a.jpg,stimuli/objects/113b.jpg,stimuli/objects/063b.jpg,stimuli/objects/063a.jpg,stimuli/objects/113a.jpg,dist2,lure,target,dist1,0,1,1,0,0,77,77,55,,,,,,,652.9061780795455,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,653.9555186219513,,k,3.056167682632804,dist1,None,653.9555186219513,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TENISZ UTCA,stimuli/scenes/043a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/003a.jpg,stimuli/objects/110b.jpg,stimuli/objects/110a.jpg,lure,target,dist2,dist1,0,1,1,0,0,78,78,78,,,,,,,657.0470851231366,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,658.0928969867527,,f,2.9349445439875126,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KAKAS UTCA,stimuli/scenes/028a.jpg,scene,2,stimuli/objects/037a.jpg,stimuli/objects/037a.jpg,stimuli/objects/037b.jpg,stimuli/objects/046b.jpg,stimuli/objects/046a.jpg,target,lure,dist2,dist1,0,1,1,0,0,79,79,45,,,,,,,661.0561310555786,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,662.114347409457,,d,2.0970951914787292,target,None,,,,,,,,,,,,,,ST01_112822,2022-11-29_10h34.50.560,Hippopolis_4AFCT,2022.2.2,60.060034425918744,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,3,1,,,None,,664.2407404072583,,,,,,
