CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_2.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,text_countdown.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74740402959287,30.74740402959287,space,23.12173137627542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SALÁTA UTCA,stimuli/scenes/044a.jpg,scene,0,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/045b.jpg,stimuli/objects/045a.jpg,stimuli/scenes/044a.jpg,lure,dist2,dist1,target,0,0,0,0,0,0,0,53,,,,,,,,,54.07422665134072,54.07422665134072,0.15790323168039322,57.419059032574296,57.419059032574296,None,85.25840774737298,85.25840774737298,87.721589256078,90.75958957150578,91.73656732402742,91.73656732402742,91.73656732402742,91.73656732402742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ASZTAL UTCA,stimuli/scenes/062a.jpg,scene,2,stimuli/objects/111a.jpg,stimuli/scenes/049a.jpg,stimuli/objects/111a.jpg,stimuli/objects/111b.jpg,stimuli/scenes/049b.jpg,dist1,target,lure,dist2,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,94.71131640300155,95.74295228533447,95.74295228533447,95.74295228533447,95.74295228533447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ÁLLOMÁS UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,target,lure,dist1,dist2,0,0,0,0,0,2,2,47,,,,,,,,,,,,,,,,,,98.72434757091105,99.7390581741929,99.7390581741929,99.7390581741929,99.7390581741929,None,99.7390581741929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ORVOS UTCA,stimuli/scenes/063a.jpg,scene,0,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/objects/120a.jpg,stimuli/scenes/063a.jpg,stimuli/objects/120b.jpg,lure,dist1,target,dist2,0,0,0,0,0,3,3,23,,,,,,,,,,,,,,,,,,102.73081494867802,103.76395827904344,103.76395827904344,103.76395827904344,103.76395827904344,None,103.76395827904344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BETON UTCA,stimuli/objects/097a.jpg,object,0,stimuli/objects/097a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/097b.jpg,stimuli/objects/097a.jpg,dist1,dist2,lure,target,0,0,0,0,0,4,4,21,,,,,,,,,,,,,,,,,,106.74512995220721,107.80768266692758,107.80768266692758,107.80768266692758,107.80768266692758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KOSÁR UTCA,stimuli/objects/078a.jpg,object,0,stimuli/objects/078a.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,target,lure,dist2,dist1,0,0,0,0,0,5,5,79,,,,,,,,,,,,,,,,,,110.74456298723817,111.77096711844206,111.77096711844206,111.77096711844206,111.77096711844206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HERNYÓ UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/061a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/objects/061b.jpg,dist1,lure,target,dist2,0,0,0,0,0,6,6,40,,,,,,,,,,,,,,,,,,114.76103544048965,115.79412994161248,115.79412994161248,115.79412994161248,115.79412994161248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KALAPÁCS UTCA,stimuli/scenes/002a.jpg,scene,0,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/002a.jpg,lure,dist1,dist2,target,0,0,0,0,0,7,7,33,,,,,,,,,,,,,,,,,,118.76455478928983,119.78236519172788,119.78236519172788,119.78236519172788,119.78236519172788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
Camponello,stimuli/subj_files/ST03_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LÉTRA UTCA,stimuli/objects/012a.jpg,object,1,stimuli/objects/049a.jpg,stimuli/objects/049a.jpg,stimuli/objects/049b.jpg,stimuli/objects/109b.jpg,stimuli/objects/109a.jpg,target,lure,dist2,dist1,0,0,0,0,0,8,8,30,,,,,,,,,,,,,,,,,,122.76547909900546,123.8084517866373,123.8084517866373,123.8084517866373,123.8084517866373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST03_112822,2022-11-29_13h26.22.621,Hippopolis_Learning,2022.2.2,52.75531729006574,
