CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,CityName,StimuliFile,CityImage,StreetSign,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,21.093219000002136,21.093219000002136,space,18.81125780000002,,,,,,,,student1,2022-10-20_14h26.51.097,Hippopolis_Learning,2022.2.2,60.03633397943416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.992544800014,39.992544800014,42.94560050001019,43.96416249999311,43.96416249999311,43.96416249999311,43.96416249999311,,,,,,
