CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate_updating.started,city_text_updating.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,clock0.started,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,VÁSÁR UTCA,stimuli/scenes/089a.jpg,scene,0,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,target,lure,dist2,dist1,0,0,0,1,0,58,58,41,,,,,,,250.24057930521667,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,251.26382143609226,d,2.6977417413145304,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,VIHAR UTCA,stimuli/objects/048a.jpg,object,2,stimuli/scenes/054a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/054a.jpg,stimuli/scenes/100a.jpg,lure,dist2,target,dist1,0,0,0,1,0,59,59,65,,,,,,,253.99027545191348,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,255.03900269046426,j,2.9548199363052845,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,ECSET UTCA,stimuli/scenes/003a.jpg,scene,2,stimuli/objects/005a.jpg,stimuli/objects/035b.jpg,stimuli/objects/005b.jpg,stimuli/objects/035a.jpg,stimuli/objects/005a.jpg,dist2,lure,dist1,target,0,0,0,1,0,60,60,11,,,,,,,258.02653973177075,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,259.0626702774316,k,2.562151663005352,target,None,259.0626702774316,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SAJTÓ UTCA,stimuli/scenes/112a.jpg,scene,0,stimuli/scenes/112a.jpg,stimuli/objects/018a.jpg,stimuli/scenes/112b.jpg,stimuli/scenes/112a.jpg,stimuli/objects/018b.jpg,dist1,lure,target,dist2,0,0,0,1,0,61,61,15,,,,,,,261.65685763023794,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,262.69627613388,j,1.7445360738784075,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SZÖCSKE UTCA,stimuli/scenes/026a.jpg,scene,2,stimuli/objects/061a.jpg,stimuli/scenes/063a.jpg,stimuli/objects/061a.jpg,stimuli/scenes/063b.jpg,stimuli/objects/061b.jpg,dist1,target,dist2,lure,0,0,0,1,0,62,62,71,,,,,,,264.4736932143569,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,265.5249753687531,k,2.580207137390971,lure,None,265.5249753687531,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,MANDARIN UTCA,stimuli/scenes/075a.jpg,scene,0,stimuli/scenes/075a.jpg,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,dist1,dist2,lure,target,0,0,0,1,0,63,63,37,,,,,,,268.1259367521852,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,269.1676228046417,k,2.1694345604628325,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,LOVAGLÁS UTCA,stimuli/objects/019a.jpg,object,0,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/objects/019a.jpg,stimuli/scenes/017b.jpg,stimuli/scenes/017a.jpg,lure,target,dist2,dist1,0,0,0,1,0,64,64,53,,,,,,,271.3584401551634,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,272.3995483573526,f,2.5700869914144278,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,PÁRNA UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,stimuli/objects/112a.jpg,lure,dist2,dist1,target,0,0,0,1,0,65,65,77,,,,,,,274.9902602136135,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,276.0432320665568,k,1.325850559398532,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,POLIP UTCA,stimuli/scenes/077a.jpg,scene,0,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,lure,target,dist2,dist1,0,0,0,1,0,66,66,49,,,,,,,277.394617350772,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,278.45125752314925,f,3.0615822095423937,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KOCSI UTCA,stimuli/scenes/114a.jpg,scene,0,stimuli/scenes/114a.jpg,stimuli/objects/082b.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,stimuli/objects/082a.jpg,dist2,lure,target,dist1,0,0,0,1,0,67,67,69,,,,,,,281.54026755318046,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,282.59019807353616,j,2.0756384544074535,target,None,,,,,,,,,,,,,,,,student1,2022-10-25_10h56.17.082,Hippopolis_4AFCT,2022.2.2,59.88776297983654,
