CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,short_break_text.started,short_break_key.started,short_break_key.rt,fx_cross.stopped,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,HARMONIKA UTCA,stimuli/scenes/028a.jpg,scene,2,stimuli/objects/099a.jpg,stimuli/objects/099a.jpg,stimuli/objects/015b.jpg,stimuli/objects/015a.jpg,stimuli/objects/099b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,23,23,63,,,,,,,659.4597856309265,,,,,,,,,,,,,,658.0806794129312,658.0806794129312,658.0806794129312,658.0806794129312,658.0806794129312,658.0806794129312,left,None,1.3407101966440678,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KOCKA UTCA,stimuli/scenes/002a.jpg,scene,0,stimuli/scenes/002a.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/002b.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/002a.jpg,dist1,lure,dist2,target,0,0,0,0,,,,,0,24,24,73,,,,,,,661.7702483832836,,,,,,,,,,,,,,660.4820620846003,660.4820620846003,660.4820620846003,660.4820620846003,660.4820620846003,660.4820620846003,left,None,1.2585345339030027,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,RIBIZLI UTCA,stimuli/scenes/017a.jpg,scene,0,stimuli/scenes/017a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/017b.jpg,dist2,target,dist1,lure,0,0,0,0,,,,,0,25,25,37,,,,,,,663.941041585058,,,,,,,,,,,,,,662.7917606942356,662.7917606942356,662.7917606942356,662.7917606942356,662.7917606942356,662.7917606942356,left,None,1.109152875840664,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KERET UTCA,stimuli/objects/046a.jpg,object,0,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/objects/046a.jpg,lure,dist2,dist1,target,0,0,0,0,,,,,0,26,26,29,,,,,,,666.4253143034875,,,,,,,,,,,,,,664.9522008057684,664.9522008057684,664.9522008057684,664.9522008057684,664.9522008057684,664.9522008057684,left,None,1.4286565855145454,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TISZTÁS UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/029a.jpg,stimuli/objects/018b.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/029a.jpg,stimuli/objects/018a.jpg,dist2,lure,target,dist1,0,0,0,0,,,,,0,27,27,67,,,,,,,668.8404618073255,,,,,,,,,,,,,,667.4450756497681,667.4450756497681,667.4450756497681,667.4450756497681,667.4450756497681,667.4450756497681,left,None,1.3520995620638132,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BICIKLI UTCA,stimuli/objects/027a.jpg,object,2,stimuli/scenes/026a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/026a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,28,28,47,,,,,,,671.3543889857829,,,,,,,,,,,,,,669.8618861045688,669.8618861045688,669.8618861045688,669.8618861045688,669.8618861045688,669.8618861045688,left,None,1.4627351090312004,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TÖLCSÉR UTCA,stimuli/scenes/068a.jpg,scene,0,stimuli/scenes/068a.jpg,stimuli/objects/039a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/039b.jpg,dist1,target,lure,dist2,0,0,0,0,,,,,0,29,29,46,,,,,,,673.4753356389701,,,,,,,,,,,,,,672.3759967759252,672.3759967759252,672.3759967759252,672.3759967759252,672.3759967759252,672.3759967759252,left,None,1.0610635112971067,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PAPRIKA UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/scenes/118a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/118b.jpg,stimuli/objects/068a.jpg,target,dist2,lure,dist1,0,0,0,0,,,,,0,30,30,20,,,,,,,676.0857761856169,,,,,,,,,,,,,,674.4943909998983,674.4943909998983,674.4943909998983,674.4943909998983,674.4943909998983,674.4943909998983,left,None,1.5670656245201826,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,DARU UTCA,stimuli/scenes/035a.jpg,scene,1,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/010b.jpg,stimuli/objects/010a.jpg,stimuli/scenes/080a.jpg,lure,dist2,dist1,target,0,0,0,0,,,,,0,31,31,41,,,,,,,678.6742945145816,,,,,,,,,,,,,,677.1163708176464,677.1163708176464,677.1163708176464,677.1163708176464,677.1163708176464,677.1163708176464,left,None,1.5208307933062315,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KABÁT UTCA,stimuli/scenes/032a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/105b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,32,32,50,,,,,,,681.1595217101276,,,,,,,,,,,,,,679.6951191909611,679.6951191909611,679.6951191909611,679.6951191909611,679.6951191909611,679.6951191909611,left,None,1.421988608315587,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MAJORÁNNA UTCA,stimuli/objects/068a.jpg,object,0,stimuli/objects/068a.jpg,stimuli/objects/068a.jpg,stimuli/scenes/118a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/118b.jpg,target,dist1,lure,dist2,0,0,0,0,,,,,0,33,33,57,,,,,,,683.5204835031182,,,,,,,,,,,,,,682.1881498489529,682.1881498489529,682.1881498489529,682.1881498489529,682.1881498489529,682.1881498489529,left,None,1.2971039898693562,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PADLÓ UTCA,stimuli/objects/053a.jpg,object,0,stimuli/objects/053a.jpg,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/objects/064b.jpg,stimuli/objects/064a.jpg,target,lure,dist2,dist1,0,0,0,0,,,,,0,34,34,74,,,,,,,686.2022197768092,,,,,,,,,687.2184798140079,,,,,684.5526359658688,684.5526359658688,684.5526359658688,684.5526359658688,684.5526359658688,684.5526359658688,left,None,1.6201939135789871,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FECSKE UTCA,stimuli/objects/106a.jpg,object,2,stimuli/scenes/051a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/051a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,35,35,49,,,,,,,688.9500856511295,,,,,,,,,,,,,,687.2184798140079,687.2184798140079,687.2184798140079,687.2184798140079,687.2184798140079,687.2184798140079,left,None,1.6743964198976755,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FOGÓ UTCA,stimuli/scenes/072a.jpg,scene,0,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/072a.jpg,stimuli/objects/104b.jpg,stimuli/objects/104a.jpg,lure,target,dist2,dist1,0,0,0,0,,,,,0,36,36,70,,,,,,,691.6291317213327,,,,,,,,,,,,,,689.9740306567401,689.9740306567401,689.9740306567401,689.9740306567401,689.9740306567401,689.9740306567401,left,None,1.606667933985591,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KOKTÉL UTCA,stimuli/scenes/106a.jpg,scene,1,stimuli/scenes/096a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,target,lure,dist1,dist2,0,0,0,0,,,,,0,37,37,44,,,,,,,694.0710789561272,,,,,,,,,,,,,,692.6462597753853,692.6462597753853,692.6462597753853,692.6462597753853,692.6462597753853,692.6462597753853,right,None,1.398279657587409,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSÁLYA UTCA,stimuli/objects/034a.jpg,object,2,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/scenes/001b.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/001a.jpg,lure,dist2,target,dist1,0,0,0,0,,,,,0,38,38,33,,,,,,,696.1397519670427,,,,,,,,,,,,,,695.0940744578838,695.0940744578838,695.0940744578838,695.0940744578838,695.0940744578838,695.0940744578838,left,None,1.01456805691123,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZITAKÖTŐ UTCA,stimuli/objects/064a.jpg,object,0,stimuli/objects/064a.jpg,stimuli/objects/037b.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,stimuli/objects/037a.jpg,dist2,target,lure,dist1,0,0,0,0,,,,,0,39,39,3,,,,,,,698.3853826373816,,,,,,,,,699.4053573347628,,,,,697.1502272840589,697.1502272840589,697.1502272840589,697.1502272840589,697.1502272840589,697.1502272840589,right,None,1.1981019470840693,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TETŐ UTCA,stimuli/scenes/067a.jpg,scene,2,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/097b.jpg,stimuli/objects/097a.jpg,target,lure,dist2,dist1,0,0,0,0,,,,,0,40,40,8,,,,,,,700.8535082153976,,,,,,,,,,,,,,699.4053573347628,699.4053573347628,699.4053573347628,699.4053573347628,699.4053573347628,699.4053573347628,left,None,1.422948993742466,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÁLLOMÁS UTCA,stimuli/objects/041a.jpg,object,1,stimuli/objects/022a.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,stimuli/objects/062b.jpg,stimuli/objects/062a.jpg,lure,target,dist2,dist1,0,0,0,0,,,,,0,41,41,24,,,,,,,703.1065772268921,,,,,,,,,,,,,,701.8839196637273,701.8839196637273,701.8839196637273,701.8839196637273,701.8839196637273,701.8839196637273,left,None,1.1844282411038876,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PÉKSÉG UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/073a.jpg,stimuli/objects/030b.jpg,stimuli/objects/073b.jpg,target,dist1,lure,dist2,0,0,0,0,,,,,0,42,42,48,,,,,,,705.0344567093998,,,,,,,,,,,,,,704.1387694980949,704.1387694980949,704.1387694980949,704.1387694980949,704.1387694980949,704.1387694980949,left,None,0.866332458332181,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KECSKE UTCA,stimuli/objects/011a.jpg,object,1,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/066a.jpg,stimuli/objects/086a.jpg,stimuli/objects/066b.jpg,lure,dist1,target,dist2,0,0,0,0,,,,,0,43,43,64,,,,,,,707.4538615811616,,,,,,,,,,,,,,706.0461782291532,706.0461782291532,706.0461782291532,706.0461782291532,706.0461782291532,706.0461782291532,right,None,1.3742348197847605,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PETREZSELYEM UTCA,stimuli/objects/090a.jpg,object,1,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/objects/040b.jpg,target,dist1,dist2,lure,0,0,0,0,,,,,0,44,44,16,,,,,,,709.8431059848517,,,,,,,,,,,,,,708.4852082263678,708.4852082263678,708.4852082263678,708.4852082263678,708.4852082263678,708.4852082263678,left,None,1.3197586294263601,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PAPAGÁJ UTCA,stimuli/scenes/023a.jpg,scene,1,stimuli/scenes/113a.jpg,stimuli/objects/070b.jpg,stimuli/scenes/113b.jpg,stimuli/objects/070a.jpg,stimuli/scenes/113a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,45,45,53,,,,,,,712.0681035574526,,,,,,,,,,,,,,710.8693409282714,710.8693409282714,710.8693409282714,710.8693409282714,710.8693409282714,710.8693409282714,left,None,1.1589925847947598,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FÜGE UTCA,stimuli/objects/109a.jpg,object,2,stimuli/scenes/104a.jpg,stimuli/scenes/104b.jpg,stimuli/objects/030b.jpg,stimuli/scenes/104a.jpg,stimuli/objects/030a.jpg,lure,dist2,target,dist1,0,0,0,0,,,,,0,46,46,9,,,,,,,714.2537718862295,,,,,,,,,,,,,,713.0915490854532,713.0915490854532,713.0915490854532,713.0915490854532,713.0915490854532,713.0915490854532,left,None,1.1291698701679707,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LEPKE UTCA,stimuli/scenes/046a.jpg,scene,0,stimuli/scenes/046a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/094b.jpg,dist1,target,lure,dist2,0,0,0,0,,,,,0,47,47,61,,,,,,,716.5546901635826,,,,,,,,,,,,,,715.2654834538698,715.2654834538698,715.2654834538698,715.2654834538698,715.2654834538698,715.2654834538698,right,None,1.258724868297577,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,VÁSÁR UTCA,stimuli/objects/060a.jpg,object,1,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/076a.jpg,stimuli/objects/080b.jpg,stimuli/objects/080a.jpg,lure,target,dist2,dist1,0,0,0,0,,,,,0,48,48,40,,,,,,,718.8525829706341,,,,,,,,,719.8625441938639,,,,,717.5655315350741,717.5655315350741,717.5655315350741,717.5655315350741,717.5655315350741,717.5655315350741,left,None,1.2470251191407442,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TRIATLON UTCA,stimuli/objects/119a.jpg,object,2,stimuli/scenes/018a.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,dist1,dist2,lure,target,0,0,0,0,,,,,0,49,49,75,,,,,,,720.8064240235835,,,,,,,,,,,,,,719.8625441938639,719.8625441938639,719.8625441938639,719.8625441938639,719.8625441938639,719.8625441938639,left,None,0.9178295191377401,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TÉRKÉP UTCA,stimuli/scenes/061a.jpg,scene,2,stimuli/objects/065a.jpg,stimuli/objects/065a.jpg,stimuli/scenes/060b.jpg,stimuli/scenes/060a.jpg,stimuli/objects/065b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,50,50,72,,,,,,,723.2227975148708,,,,,,,,,,,,,,721.8277733698487,721.8277733698487,721.8277733698487,721.8277733698487,721.8277733698487,721.8277733698487,left,None,1.3528717905282974,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KULACS UTCA,stimuli/objects/045a.jpg,object,1,stimuli/objects/073a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,target,lure,dist1,dist2,0,0,0,0,,,,,0,51,51,51,,,,,,,725.1201940197498,,,,,,,,,726.1311613488942,,,,,724.2435746081173,724.2435746081173,724.2435746081173,724.2435746081173,724.2435746081173,724.2435746081173,left,None,0.8411421850323677,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LÁNDZSA UTCA,stimuli/scenes/041a.jpg,scene,1,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,lure,target,dist1,dist2,0,0,0,0,,,,,0,52,52,32,,,,,,,727.3896188568324,,,,,,,,,,,,,,726.1311613488942,726.1311613488942,726.1311613488942,726.1311613488942,726.1311613488942,726.1311613488942,right,None,1.2250263951718807,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MANDARIN UTCA,stimuli/scenes/047a.jpg,scene,1,stimuli/scenes/024a.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/069b.jpg,target,lure,dist1,dist2,0,0,0,0,,,,,0,53,53,60,,,,,,,729.5510719157755,,,,,,,,,,,,,,728.4157900437713,728.4157900437713,728.4157900437713,728.4157900437713,728.4157900437713,728.4157900437713,left,None,1.1007597465068102,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KESELYŰ UTCA,stimuli/scenes/027a.jpg,scene,2,stimuli/objects/101a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/101a.jpg,stimuli/objects/101b.jpg,stimuli/scenes/044b.jpg,dist1,target,lure,dist2,0,0,0,0,,,,,0,54,54,4,,,,,,,731.7585131786764,,,,,,,,,,,,,,730.5703950542957,730.5703950542957,730.5703950542957,730.5703950542957,730.5703950542957,730.5703950542957,left,None,1.153763011097908,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ASZTAL UTCA,stimuli/objects/016a.jpg,object,0,stimuli/objects/016a.jpg,stimuli/objects/016a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,stimuli/objects/016b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,55,55,56,,,,,,,734.4596030693501,,,,,,,,,,,,,,732.7803181484342,732.7803181484342,732.7803181484342,732.7803181484342,732.7803181484342,732.7803181484342,left,None,1.6318302173167467,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MOTOR UTCA,stimuli/objects/111a.jpg,object,1,stimuli/objects/100a.jpg,stimuli/objects/055a.jpg,stimuli/objects/100b.jpg,stimuli/objects/100a.jpg,stimuli/objects/055b.jpg,dist1,lure,target,dist2,0,0,0,0,,,,,0,56,56,55,,,,,,,736.2894001565874,,,,,,,,,,,,,,735.4797575268894,735.4797575268894,735.4797575268894,735.4797575268894,735.4797575268894,735.4797575268894,left,None,0.7723354417830706,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖTÉNY UTCA,stimuli/scenes/108a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,dist2,dist1,lure,target,0,0,0,0,,,,,0,57,57,36,,,,,,,738.6016250718385,,,,,,,,,739.6125662755221,,,,,737.2999463826418,737.2999463826418,737.2999463826418,737.2999463826418,737.2999463826418,737.2999463826418,left,None,1.2725770939141512,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,EGÉR UTCA,stimuli/objects/013a.jpg,object,1,stimuli/objects/080a.jpg,stimuli/scenes/070a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,stimuli/scenes/070b.jpg,dist1,target,lure,dist2,0,0,0,0,,,,,0,58,58,34,,,,,,,741.3244138788432,,,,,,,,,,,,,,739.6125662755221,739.6125662755221,739.6125662755221,739.6125662755221,739.6125662755221,739.6125662755221,left,None,1.6797998454421759,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZERSZÁM UTCA,stimuli/objects/037a.jpg,object,0,stimuli/objects/037a.jpg,stimuli/objects/037a.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/097a.jpg,stimuli/objects/037b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,59,59,19,,,,,,,743.9260946195573,,,,,,,,,,,,,,742.344713576138,742.344713576138,742.344713576138,742.344713576138,742.344713576138,742.344713576138,left,None,1.5392100270837545,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KAKAS UTCA,stimuli/scenes/057a.jpg,scene,1,stimuli/scenes/076a.jpg,stimuli/scenes/076b.jpg,stimuli/objects/014b.jpg,stimuli/objects/014a.jpg,stimuli/scenes/076a.jpg,lure,dist2,dist1,target,0,0,0,0,,,,,0,60,60,18,,,,,,,746.0674417372793,,,,,,,,,,,,,,744.9441140182316,744.9441140182316,744.9441140182316,744.9441140182316,744.9441140182316,744.9441140182316,right,None,1.0837190840393305,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
