CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_2.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,text_countdown.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_vid_key.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HORGONY UTCA,stimuli/scenes/054a.jpg,scene,0,stimuli/scenes/054a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/054a.jpg,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,lure,target,dist1,dist2,1,1,3,1,0,1,1,54,,,,,,,,,,,,,,,,,,1839.0685775317252,1840.0978631358594,1840.0978631358594,1840.0978631358594,1840.0978631358594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PULÓVER UTCA,stimuli/objects/062a.jpg,object,0,stimuli/objects/062a.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,dist1,dist2,target,lure,1,1,3,1,0,2,2,12,,,,,,,,,,,,,,,,,,1843.0822795387357,1844.1282484605908,1844.1282484605908,1844.1282484605908,1844.1282484605908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KAKAS UTCA,stimuli/objects/100a.jpg,object,0,stimuli/objects/100a.jpg,stimuli/objects/049a.jpg,stimuli/objects/100b.jpg,stimuli/objects/049b.jpg,stimuli/objects/100a.jpg,dist1,lure,dist2,target,1,1,3,1,0,3,3,65,,,,,,,,,,,,,,,,,,1847.093335505575,1848.1309308912605,1848.1309308912605,1848.1309308912605,1848.1309308912605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KECSKE UTCA,stimuli/objects/016a.jpg,object,0,stimuli/objects/016a.jpg,stimuli/objects/016a.jpg,stimuli/objects/114b.jpg,stimuli/objects/114a.jpg,stimuli/objects/016b.jpg,target,dist2,dist1,lure,1,1,3,1,0,4,4,33,,,,,,,,,,,,,,,,,,1851.10033968091,1852.1471931040287,1852.1471931040287,1852.1471931040287,1852.1471931040287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÁRNA UTCA,stimuli/objects/032a.jpg,object,2,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/101b.jpg,stimuli/scenes/101a.jpg,lure,target,dist2,dist1,1,1,3,1,0,5,5,47,,,,,,,,,,,,,,,,,,1855.1175271384418,1856.156863225624,1856.156863225624,1856.156863225624,1856.156863225624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SÜTEMÉNY UTCA,stimuli/scenes/102a.jpg,scene,0,stimuli/scenes/102a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,target,lure,dist2,dist1,1,1,3,1,0,6,6,62,,,,,,,,,,,,,,,,,,1859.1231896318495,1860.1551912557334,1860.1551912557334,1860.1551912557334,1860.1551912557334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ORVOS UTCA,stimuli/scenes/097a.jpg,scene,0,stimuli/scenes/097a.jpg,stimuli/objects/044a.jpg,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/objects/044b.jpg,dist1,target,lure,dist2,1,1,3,1,0,7,7,57,,,,,,,,,,,,,,,,,,1863.1238331031054,1864.15226624161,1864.15226624161,1864.15226624161,1864.15226624161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MUSTÁR UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/030b.jpg,stimuli/objects/030a.jpg,dist1,dist2,lure,target,1,1,3,1,0,8,8,43,,,,,,,,,,,,,,,,,,1867.1260263212025,1868.1650473587215,1868.1650473587215,1868.1650473587215,1868.1650473587215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MAJOM UTCA,stimuli/objects/010a.jpg,object,1,stimuli/objects/102a.jpg,stimuli/scenes/086b.jpg,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/scenes/086a.jpg,dist2,target,lure,dist1,1,1,3,1,0,9,9,55,,,,,,,,,,,,,,,,,,1871.1402349583805,1872.180657081306,1872.180657081306,1872.180657081306,1872.180657081306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,RÓZSA UTCA,stimuli/scenes/083a.jpg,scene,0,stimuli/scenes/083a.jpg,stimuli/objects/033b.jpg,stimuli/objects/033a.jpg,stimuli/scenes/083b.jpg,stimuli/scenes/083a.jpg,dist2,dist1,lure,target,1,1,3,1,0,10,10,24,,,,,,,,,,,,,,,,,,1875.1480489950627,1876.1735987905413,1876.1735987905413,1876.1735987905413,1876.1735987905413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ASZTAL UTCA,stimuli/objects/049a.jpg,object,0,stimuli/objects/049a.jpg,stimuli/objects/090b.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,stimuli/objects/090a.jpg,dist2,lure,target,dist1,1,1,3,1,0,11,11,15,,,,,,,,,,,,,,,,,,1879.1619229894131,1880.1979048736393,1880.1979048736393,1880.1979048736393,1880.1979048736393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZOMSZÉD UTCA,stimuli/objects/034a.jpg,object,2,stimuli/scenes/017a.jpg,stimuli/objects/036a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/017b.jpg,stimuli/objects/036b.jpg,dist1,target,lure,dist2,1,1,3,1,0,12,12,7,,,,,,,,,,,,,,,,,,1883.1688624750823,1884.2031490635127,1884.2031490635127,1884.2031490635127,1884.2031490635127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,VÖDÖR UTCA,stimuli/objects/027a.jpg,object,0,stimuli/objects/027a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/objects/027a.jpg,stimuli/objects/027b.jpg,dist1,dist2,target,lure,1,1,3,1,0,13,13,60,,,,,,,,,,,,,,,,,,1887.1733070667833,1888.214155267924,1888.214155267924,1888.214155267924,1888.214155267924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZAPPAN UTCA,stimuli/scenes/108a.jpg,scene,1,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/040b.jpg,lure,dist1,target,dist2,1,1,3,1,0,14,14,2,,,,,,,,,,,,,,,,,,1891.1853890437633,1892.2296965699643,1892.2296965699643,1892.2296965699643,1892.2296965699643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,DOMINÓ UTCA,stimuli/scenes/034a.jpg,scene,2,stimuli/objects/036a.jpg,stimuli/objects/036b.jpg,stimuli/objects/036a.jpg,stimuli/objects/080b.jpg,stimuli/objects/080a.jpg,lure,target,dist2,dist1,1,1,3,1,0,15,15,38,,,,,,,,,,,,,,,,,,1895.1913871131837,1896.2147502247244,1896.2147502247244,1896.2147502247244,1896.2147502247244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SZIKLA UTCA,stimuli/scenes/012a.jpg,scene,1,stimuli/scenes/116a.jpg,stimuli/objects/056a.jpg,stimuli/scenes/116b.jpg,stimuli/objects/056b.jpg,stimuli/scenes/116a.jpg,dist1,lure,dist2,target,1,1,3,1,0,16,16,34,,,,,,,,,,,,,,,,,,1899.193690115586,1900.2242785263807,1900.2242785263807,1900.2242785263807,1900.2242785263807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,VASALÓ UTCA,stimuli/objects/096a.jpg,object,1,stimuli/objects/089a.jpg,stimuli/objects/095a.jpg,stimuli/objects/089a.jpg,stimuli/objects/095b.jpg,stimuli/objects/089b.jpg,dist1,target,dist2,lure,1,1,3,1,0,17,17,16,,,,,,,,,,,,,,,,,,1903.2102882154286,1904.2428132630885,1904.2428132630885,1904.2428132630885,1904.2428132630885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,POGÁCSA UTCA,stimuli/scenes/019a.jpg,scene,1,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,lure,target,dist2,dist1,1,1,3,1,0,18,18,3,,,,,,,,,,,,,,,,,,1907.2062140312046,1908.2370885685086,1908.2370885685086,1908.2370885685086,1908.2370885685086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MARTINI UTCA,stimuli/objects/097a.jpg,object,1,stimuli/objects/052a.jpg,stimuli/objects/052b.jpg,stimuli/objects/052a.jpg,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,lure,target,dist1,dist2,1,1,3,1,0,19,19,56,,,,,,,,,,,,,,,,,,1911.2230705786496,1912.266246041283,1912.266246041283,1912.266246041283,1912.266246041283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KERÉK UTCA,stimuli/objects/060a.jpg,object,0,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/009a.jpg,stimuli/objects/009b.jpg,stimuli/objects/060a.jpg,lure,dist1,dist2,target,1,1,3,1,0,20,20,36,,,,,,,,,,,,,,,,,,1915.2258099224418,1916.2585921734571,1916.2585921734571,1916.2585921734571,1916.2585921734571,None,1916.2585921734571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HENTES UTCA,stimuli/objects/001a.jpg,object,0,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,stimuli/scenes/045a.jpg,stimuli/objects/001a.jpg,stimuli/scenes/045b.jpg,lure,dist1,target,dist2,1,1,3,1,0,21,21,9,,,,,,,,,,,,,,,,,,1919.239064393565,1920.2741490229964,1920.2741490229964,1920.2741490229964,1920.2741490229964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,CSILLAG UTCA,stimuli/scenes/114a.jpg,scene,2,stimuli/objects/107a.jpg,stimuli/objects/110a.jpg,stimuli/objects/110b.jpg,stimuli/objects/107b.jpg,stimuli/objects/107a.jpg,dist1,dist2,lure,target,1,1,3,1,0,22,22,39,,,,,,,,,,,,,,,,,,1923.2475856561214,1924.2929397188127,1924.2929397188127,1924.2929397188127,1924.2929397188127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KULLANCS UTCA,stimuli/objects/074a.jpg,object,0,stimuli/objects/074a.jpg,stimuli/objects/031a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/objects/031b.jpg,dist1,lure,target,dist2,1,1,3,1,0,23,23,68,,,,,,,,,,,,,,,,,,1927.2601024191827,1928.3054698556662,1928.3054698556662,1928.3054698556662,1928.3054698556662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÉKSÉG UTCA,stimuli/scenes/104a.jpg,scene,0,stimuli/scenes/104a.jpg,stimuli/scenes/104a.jpg,stimuli/objects/037b.jpg,stimuli/scenes/104b.jpg,stimuli/objects/037a.jpg,target,dist2,lure,dist1,1,1,3,1,0,24,24,50,,,,,,,,,,,,,,,,,,1931.2718426007777,1932.314375212416,1932.314375212416,1932.314375212416,1932.314375212416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÁFRÁNY UTCA,stimuli/scenes/013a.jpg,scene,0,stimuli/scenes/013a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/013a.jpg,dist2,dist1,lure,target,1,1,3,1,0,25,25,28,,,,,,,,,,,,,,,,,,1935.2863746844232,1936.3136909976602,1936.3136909976602,1936.3136909976602,1936.3136909976602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KÖMÉNYMAG UTCA,stimuli/objects/111a.jpg,object,2,stimuli/scenes/005a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/005a.jpg,lure,dist1,dist2,target,1,1,3,1,0,26,26,5,,,,,,,,,,,,,,,,,,1939.2969361506402,1940.3421468399465,1940.3421468399465,1940.3421468399465,1940.3421468399465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOCSÁR UTCA,stimuli/objects/037a.jpg,object,0,stimuli/objects/037a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/109a.jpg,stimuli/objects/037b.jpg,stimuli/objects/037a.jpg,dist2,dist1,lure,target,1,1,3,1,0,27,27,14,,,,,,,,,,,,,,,,,,1943.308129582554,1944.3383733984083,1944.3383733984083,1944.3383733984083,1944.3383733984083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOGYORÓ UTCA,stimuli/objects/088a.jpg,object,1,stimuli/objects/056a.jpg,stimuli/objects/056a.jpg,stimuli/objects/052b.jpg,stimuli/objects/052a.jpg,stimuli/objects/056b.jpg,target,dist2,dist1,lure,1,1,3,1,0,28,28,53,,,,,,,,,,,,,,,,,,1947.308771809563,1948.3492007758468,1948.3492007758468,1948.3492007758468,1948.3492007758468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,FÉSŰ UTCA,stimuli/scenes/109a.jpg,scene,0,stimuli/scenes/109a.jpg,stimuli/scenes/109a.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/081b.jpg,target,dist1,lure,dist2,1,1,3,1,0,29,29,71,,,,,,,,,,,,,,,,,,1951.3135448247194,1952.3440281171352,1952.3440281171352,1952.3440281171352,1952.3440281171352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KAKAÓ UTCA,stimuli/objects/017a.jpg,object,1,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,stimuli/objects/089b.jpg,stimuli/objects/089a.jpg,stimuli/objects/095a.jpg,lure,dist2,dist1,target,1,1,3,1,0,30,30,73,,,,,,,,,,,,,,,,,,1955.321114409715,1956.3523637093604,1956.3523637093604,1956.3523637093604,1956.3523637093604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,NARANCS UTCA,stimuli/objects/093a.jpg,object,2,stimuli/scenes/064a.jpg,stimuli/scenes/064a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/scenes/064b.jpg,target,dist2,dist1,lure,1,1,3,1,0,31,31,27,,,,,,,,,,,,,,,,,,1959.3346749115735,1960.3793929647654,1960.3793929647654,1960.3793929647654,1960.3793929647654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KERET UTCA,stimuli/objects/009a.jpg,object,0,stimuli/objects/009a.jpg,stimuli/objects/066a.jpg,stimuli/objects/009b.jpg,stimuli/objects/066b.jpg,stimuli/objects/009a.jpg,dist1,lure,dist2,target,1,1,3,1,0,32,32,41,,,,,,,,,,,,,,,,,,1963.3430779930204,1964.3729703724384,1964.3729703724384,1964.3729703724384,1964.3729703724384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TISZTÁS UTCA,stimuli/objects/101a.jpg,object,0,stimuli/objects/101a.jpg,stimuli/objects/101a.jpg,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/101b.jpg,target,dist1,dist2,lure,1,1,3,1,0,33,33,77,,,,,,,,,,,,,,,,,,1967.3462701626122,1968.3831831999123,1968.3831831999123,1968.3831831999123,1968.3831831999123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOSODA UTCA,stimuli/objects/045a.jpg,object,0,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/scenes/050a.jpg,stimuli/objects/045a.jpg,stimuli/scenes/050b.jpg,lure,dist1,target,dist2,1,1,3,1,0,34,34,1,,,,,,,,,,,,,,,,,,1971.35456097126,1972.3857328295708,1972.3857328295708,1972.3857328295708,1972.3857328295708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KESELYŰ UTCA,stimuli/scenes/112a.jpg,scene,2,stimuli/objects/084a.jpg,stimuli/scenes/095a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/095b.jpg,stimuli/objects/084a.jpg,dist1,lure,dist2,target,1,1,3,1,0,35,35,26,,,,,,,,,,,,,,,,,,1975.363254532218,1976.4011789616197,1976.4011789616197,1976.4011789616197,1976.4011789616197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,EGÉR UTCA,stimuli/scenes/069a.jpg,scene,1,stimuli/scenes/075a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/075b.jpg,dist1,target,dist2,lure,1,1,3,1,0,36,36,52,,,,,,,,,,,,,,,,,,1979.3710530176759,1980.4182507246733,1980.4182507246733,1980.4182507246733,1980.4182507246733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Camponello,stimuli/subj_files/ST02_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PADLÓ UTCA,stimuli/scenes/043a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/scenes/120a.jpg,stimuli/objects/043a.jpg,stimuli/scenes/120b.jpg,stimuli/objects/043b.jpg,dist1,target,dist2,lure,1,1,3,1,0,37,37,29,,,,,,,,,,,,,,,,,,1983.3753719627857,1984.4030465558171,1984.4030465558171,1984.4030465558171,1984.4030465558171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
