CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_2.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,text_countdown.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_vid_key.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.834311343729496,29.834311343729496,space,11.58858997002244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SÜTŐ UTCA,stimuli/objects/051a.jpg,object,2,stimuli/scenes/117a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,target,lure,dist2,dist1,0,0,0,0,0,0,0,67,,,,,,,,,41.497932428494096,41.497932428494096,0.04472271911799908,44.62302262149751,44.62302262149751,None,72.71871120110154,72.71871120110154,75.2611327841878,78.26610142178833,79.36237780563533,79.36237780563533,79.36237780563533,79.36237780563533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÁSKA UTCA,stimuli/scenes/093a.jpg,scene,1,stimuli/scenes/071a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/107b.jpg,target,lure,dist1,dist2,0,0,0,0,0,1,1,41,,,,,,,,,,,,,,,,,,82.26137941144407,83.33820949867368,83.33820949867368,83.33820949867368,83.33820949867368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LABDA UTCA,stimuli/scenes/058a.jpg,scene,1,stimuli/scenes/055a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,dist2,dist1,lure,target,0,0,0,0,0,2,2,75,,,,,,,,,,,,,,,,,,86.27769480831921,87.33332078903913,87.33332078903913,87.33332078903913,87.33332078903913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOCSI UTCA,stimuli/objects/029a.jpg,object,2,stimuli/scenes/119a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/119b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/119a.jpg,dist2,lure,dist1,target,0,0,0,0,0,3,3,76,,,,,,,,,,,,,,,,,,90.2803591992706,91.3356213029474,91.3356213029474,91.3356213029474,91.3356213029474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MÁLNA UTCA,stimuli/objects/109a.jpg,object,1,stimuli/objects/028a.jpg,stimuli/objects/115a.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,stimuli/objects/115b.jpg,dist1,target,lure,dist2,0,0,0,0,0,4,4,14,,,,,,,,,,,,,,,,,,94.28763021714985,95.32524084299803,95.32524084299803,95.32524084299803,95.32524084299803,None,95.32524084299803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FÉNYKÉP UTCA,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/061a.jpg,stimuli/objects/072a.jpg,lure,dist2,dist1,target,0,0,0,0,0,5,5,22,,,,,,,,,,,,,,,,,,98.29445276595652,99.35765983723104,99.35765983723104,99.35765983723104,99.35765983723104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÖNYVTÁR UTCA,stimuli/scenes/065a.jpg,scene,0,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/118a.jpg,lure,dist2,target,dist1,0,0,0,0,0,6,6,34,,,,,,,,,,,,,,,,,,102.29697564803064,103.35202906653285,103.35202906653285,103.35202906653285,103.35202906653285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SIRÁLY UTCA,stimuli/objects/055a.jpg,object,0,stimuli/objects/055a.jpg,stimuli/objects/055b.jpg,stimuli/objects/085b.jpg,stimuli/objects/085a.jpg,stimuli/objects/055a.jpg,lure,dist2,dist1,target,0,0,0,0,0,7,7,19,,,,,,,,,,,,,,,,,,106.30929989926517,107.35682385228574,107.35682385228574,107.35682385228574,107.35682385228574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÁRNYÉK UTCA,stimuli/objects/035a.jpg,object,1,stimuli/objects/059a.jpg,stimuli/objects/059a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/059b.jpg,stimuli/scenes/078a.jpg,target,dist2,lure,dist1,0,0,0,0,0,8,8,29,,,,,,,,,,,,,,,,,,110.31165981478989,111.35984528064728,111.35984528064728,111.35984528064728,111.35984528064728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HEGEDŰ UTCA,stimuli/objects/085a.jpg,object,0,stimuli/objects/085a.jpg,stimuli/scenes/021a.jpg,stimuli/objects/085a.jpg,stimuli/scenes/021b.jpg,stimuli/objects/085b.jpg,dist1,target,dist2,lure,0,0,0,0,0,9,9,46,,,,,,,,,,,,,,,,,,114.32379559613764,115.38553285226226,115.38553285226226,115.38553285226226,115.38553285226226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÁRTYA UTCA,stimuli/objects/023a.jpg,object,0,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/100a.jpg,lure,target,dist2,dist1,0,0,0,0,0,10,10,37,,,,,,,,,,,,,,,,,,118.33807203359902,119.40200872719288,119.40200872719288,119.40200872719288,119.40200872719288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZILVA UTCA,stimuli/scenes/016a.jpg,scene,1,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/070a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,lure,target,dist1,dist2,0,0,0,0,0,11,11,20,,,,,,,,,,,,,,,,,,122.35818294994533,123.39598173461854,123.39598173461854,123.39598173461854,123.39598173461854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HÁRFA UTCA,stimuli/scenes/037a.jpg,scene,0,stimuli/scenes/037a.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,target,lure,dist1,dist2,0,0,0,0,0,12,12,16,,,,,,,,,,,,,,,,,,126.37463954277337,127.43185134604573,127.43185134604573,127.43185134604573,127.43185134604573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BETON UTCA,stimuli/scenes/022a.jpg,scene,1,stimuli/scenes/077a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/077a.jpg,dist2,lure,dist1,target,0,0,0,0,0,13,13,0,,,,,,,,,,,,,,,,,,130.38274001516402,131.43802637793124,131.43802637793124,131.43802637793124,131.43802637793124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZÖCSKE UTCA,stimuli/objects/081a.jpg,object,1,stimuli/objects/038a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,stimuli/scenes/099b.jpg,dist1,lure,target,dist2,0,0,0,0,0,14,14,66,,,,,,,,,,,,,,,,,,134.38850638456643,135.44945492967963,135.44945492967963,135.44945492967963,135.44945492967963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SIVATAG UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/scenes/061a.jpg,lure,dist2,dist1,target,0,0,0,0,0,15,15,18,,,,,,,,,,,,,,,,,,138.39467923901975,139.44279130734503,139.44279130734503,139.44279130734503,139.44279130734503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZALVÉTA UTCA,stimuli/scenes/035a.jpg,scene,1,stimuli/scenes/099a.jpg,stimuli/objects/059b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/objects/059a.jpg,dist2,target,lure,dist1,0,0,0,0,0,16,16,56,,,,,,,,,,,,,,,,,,142.3965844642371,143.44778295978904,143.44778295978904,143.44778295978904,143.44778295978904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TULIPÁN UTCA,stimuli/scenes/094a.jpg,scene,0,stimuli/scenes/094a.jpg,stimuli/scenes/014a.jpg,stimuli/scenes/094b.jpg,stimuli/scenes/014b.jpg,stimuli/scenes/094a.jpg,dist1,lure,dist2,target,0,0,0,0,0,17,17,62,,,,,,,,,,,,,,,,,,146.40389155969024,147.4402444753796,147.4402444753796,147.4402444753796,147.4402444753796,None,147.4402444753796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TRIATLON UTCA,stimuli/objects/026a.jpg,object,1,stimuli/objects/068a.jpg,stimuli/scenes/111b.jpg,stimuli/objects/068a.jpg,stimuli/scenes/111a.jpg,stimuli/objects/068b.jpg,dist2,target,dist1,lure,0,0,0,0,0,18,18,35,,,,,,,,,,,,,,,,,,150.41161509230733,151.47696251235902,151.47696251235902,151.47696251235902,151.47696251235902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ECSET UTCA,stimuli/objects/025a.jpg,object,0,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/scenes/052b.jpg,stimuli/objects/025a.jpg,stimuli/scenes/052a.jpg,lure,dist2,target,dist1,0,0,0,0,0,19,19,8,,,,,,,,,,,,,,,,,,154.4284103717655,155.46270411275327,155.46270411275327,155.46270411275327,155.46270411275327,None,155.46270411275327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÁNYÉR UTCA,stimuli/objects/105a.jpg,object,0,stimuli/objects/105a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/105b.jpg,stimuli/scenes/048a.jpg,stimuli/objects/105a.jpg,dist2,lure,dist1,target,0,0,0,0,0,20,20,36,,,,,,,,,,,,,,,,,,158.43091863766313,159.50226599164307,159.50226599164307,159.50226599164307,159.50226599164307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HERNYÓ UTCA,stimuli/objects/006a.jpg,object,2,stimuli/scenes/046a.jpg,stimuli/objects/098a.jpg,stimuli/scenes/046b.jpg,stimuli/objects/098b.jpg,stimuli/scenes/046a.jpg,dist1,lure,dist2,target,0,0,0,0,0,21,21,13,,,,,,,,,,,,,,,,,,162.43535172194242,163.49983205646276,163.49983205646276,163.49983205646276,163.49983205646276,None,163.49983205646276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FÓKA UTCA,stimuli/objects/041a.jpg,object,0,stimuli/objects/041a.jpg,stimuli/objects/061a.jpg,stimuli/objects/041b.jpg,stimuli/objects/061b.jpg,stimuli/objects/041a.jpg,dist1,lure,dist2,target,0,0,0,0,0,22,22,39,,,,,,,,,,,,,,,,,,166.4436643011868,167.50389317795634,167.50389317795634,167.50389317795634,167.50389317795634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZŐNYEG UTCA,stimuli/scenes/062a.jpg,scene,1,stimuli/scenes/111a.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/044b.jpg,target,dist1,lure,dist2,0,0,0,0,0,23,23,53,,,,,,,,,,,,,,,,,,170.46071678213775,171.53890938684344,171.53890938684344,171.53890938684344,171.53890938684344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MÁRVÁNY UTCA,stimuli/scenes/100a.jpg,scene,0,stimuli/scenes/100a.jpg,stimuli/objects/025a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/025b.jpg,dist1,target,lure,dist2,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,174.46099140122533,175.5122580062598,175.5122580062598,175.5122580062598,175.5122580062598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TELEFON UTCA,stimuli/objects/050a.jpg,object,1,stimuli/objects/067a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,stimuli/objects/067b.jpg,stimuli/objects/067a.jpg,dist2,dist1,lure,target,0,0,0,0,0,25,25,50,,,,,,,,,,,,,,,,,,178.46761614829302,179.53120886906981,179.53120886906981,179.53120886906981,179.53120886906981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TOLLTARTÓ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/052a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/052b.jpg,stimuli/objects/079a.jpg,target,dist2,lure,dist1,0,0,0,0,0,26,26,43,,,,,,,,,,,,,,,,,,182.47702813521028,183.54993425309658,183.54993425309658,183.54993425309658,183.54993425309658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LEVÉL UTCA,stimuli/scenes/032a.jpg,scene,2,stimuli/objects/098a.jpg,stimuli/objects/098a.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,stimuli/objects/098b.jpg,target,dist2,dist1,lure,0,0,0,0,0,27,27,72,,,,,,,,,,,,,,,,,,186.4799388423562,187.52286674454808,187.52286674454808,187.52286674454808,187.52286674454808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LIGET UTCA,stimuli/scenes/063a.jpg,scene,2,stimuli/objects/108a.jpg,stimuli/scenes/008a.jpg,stimuli/objects/108b.jpg,stimuli/objects/108a.jpg,stimuli/scenes/008b.jpg,dist1,lure,target,dist2,0,0,0,0,0,28,28,21,,,,,,,,,,,,,,,,,,190.49816661700606,191.52515917271376,191.52515917271376,191.52515917271376,191.52515917271376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,GYŰRŰ UTCA,stimuli/objects/019a.jpg,object,2,stimuli/scenes/074a.jpg,stimuli/scenes/074a.jpg,stimuli/objects/086b.jpg,stimuli/scenes/074b.jpg,stimuli/objects/086a.jpg,target,dist2,lure,dist1,0,0,0,0,0,29,29,78,,,,,,,,,,,,,,,,,,194.50118369050324,195.54858728311956,195.54858728311956,195.54858728311956,195.54858728311956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,RIBIZLI UTCA,stimuli/objects/118a.jpg,object,2,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/023b.jpg,stimuli/objects/008a.jpg,target,dist2,lure,dist1,0,0,0,0,0,30,30,79,,,,,,,,,,,,,,,,,,198.51047469489276,199.5739772245288,199.5739772245288,199.5739772245288,199.5739772245288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HARCSA UTCA,stimuli/objects/047a.jpg,object,2,stimuli/scenes/073a.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/073a.jpg,dist2,dist1,lure,target,0,0,0,0,0,31,31,69,,,,,,,,,,,,,,,,,,202.52697202935815,203.5783941373229,203.5783941373229,203.5783941373229,203.5783941373229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÉRKÉP UTCA,stimuli/scenes/051a.jpg,scene,2,stimuli/objects/106a.jpg,stimuli/objects/106a.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,stimuli/objects/106b.jpg,target,dist1,dist2,lure,0,0,0,0,0,32,32,77,,,,,,,,,,,,,,,,,,206.54332443326712,207.60109946876764,207.60109946876764,207.60109946876764,207.60109946876764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÜKÖR UTCA,stimuli/scenes/080a.jpg,scene,0,stimuli/scenes/080a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,dist1,dist2,lure,target,0,0,0,0,0,33,33,5,,,,,,,,,,,,,,,,,,210.5553510505706,211.60707296989858,211.60707296989858,211.60707296989858,211.60707296989858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ZÁSZLÓ UTCA,stimuli/scenes/010a.jpg,scene,1,stimuli/scenes/084a.jpg,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,dist1,dist2,lure,target,0,0,0,0,0,34,34,3,,,,,,,,,,,,,,,,,,214.55840451270342,215.615398298949,215.615398298949,215.615398298949,215.615398298949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KRÉTA UTCA,stimuli/objects/079a.jpg,object,0,stimuli/objects/079a.jpg,stimuli/objects/105a.jpg,stimuli/objects/079b.jpg,stimuli/objects/079a.jpg,stimuli/objects/105b.jpg,dist1,lure,target,dist2,0,0,0,0,0,35,35,65,,,,,,,,,,,,,,,,,,218.56758355535567,219.62419573776424,219.62419573776424,219.62419573776424,219.62419573776424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
