CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,learning_instructions_text.stopped,intro_key.keys,intro_key.rt,intro_key.started,intro_key.stopped,cityname_text.started,cityname_text.stopped,city_image.started,city_image.stopped,fx_cross.started,fx_cross.stopped,plate_updating.started,plate_updating.stopped,city_text_updating.started,city_text_updating.stopped,street_text_updating.started,street_text_updating.stopped,test_image1.started,test_image1.stopped,test_image2.started,test_image2.stopped,test_image3.started,test_image3.stopped,test_image4.started,test_image4.stopped,button_d.started,button_d.stopped,button_f.started,button_f.stopped,button_j.started,button_j.stopped,button_k.started,button_k.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_resp,short_break_text.started,short_break_text.stopped,short_break_key.keys,short_break_key.started,short_break_key.stopped,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_text.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.started,break_key_resp.stopped,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,11.305886699992698,None,space,28.257139600027585,11.305886699992698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,MANDARIN UTCA,stimuli/scenes/075a.jpg,scene,0,stimuli/scenes/075a.jpg,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,dist1,dist2,lure,target,0,0,0,1,0,0,0,37,,,,,,,39.66872539999895,None,39.66872539999895,None,42.5982732999837,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,43.645629300008295,None,k,3.341362899984233,43.645629300008295,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KÁRTYA UTCA,stimuli/scenes/076a.jpg,scene,0,stimuli/scenes/076a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,stimuli/objects/008b.jpg,dist1,lure,target,dist2,0,0,0,1,0,1,1,64,,,,,,,,,,,47.004034199984744,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,48.02509189999546,None,j,3.5170637000119314,48.02509189999546,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,REPÜLŐ UTCA,stimuli/scenes/098a.jpg,scene,0,stimuli/scenes/098a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,dist1,dist2,target,lure,0,0,0,1,0,2,2,66,,,,,,,,,,,51.570857099985005,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,52.59727070000372,None,j,2.9062716999906115,52.59727070000372,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SÜTEMÉNY UTCA,stimuli/objects/074a.jpg,object,2,stimuli/scenes/102a.jpg,stimuli/objects/061b.jpg,stimuli/objects/061a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,dist2,dist1,target,lure,0,0,0,1,0,3,3,32,,,,,,,,,,,55.5206460999907,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,56.54362969999784,None,f,3.249380299996119,56.54362969999784,None,dist1,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,HENTES UTCA,stimuli/scenes/092a.jpg,scene,0,stimuli/scenes/092a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/092a.jpg,stimuli/scenes/092b.jpg,dist2,dist1,target,lure,0,0,0,1,0,4,4,46,,,,,,,,,,,59.82083879999118,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,60.85671849999926,None,j,3.794064099987736,60.85671849999926,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KESELYŰ UTCA,stimuli/objects/003a.jpg,object,2,stimuli/scenes/100a.jpg,stimuli/objects/029a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/029b.jpg,stimuli/scenes/100a.jpg,dist1,lure,dist2,target,0,0,0,1,0,5,5,6,,,,,,,,,,,64.66984359998605,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,65.69959489998291,None,None,,65.69959489998291,None,invalid,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,ZÁSZLÓ UTCA,stimuli/scenes/103a.jpg,scene,2,stimuli/objects/037a.jpg,stimuli/scenes/102b.jpg,stimuli/objects/037b.jpg,stimuli/scenes/102a.jpg,stimuli/objects/037a.jpg,dist2,lure,dist1,target,0,0,0,1,0,6,6,60,,,,,,,,,,,70.68687199999113,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,71.701997199998,None,k,3.4975710999860894,71.701997199998,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,ZEBRA UTCA,stimuli/scenes/106a.jpg,scene,0,stimuli/scenes/106a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/030b.jpg,dist1,target,lure,dist2,0,0,0,1,0,7,7,12,,,,,,,,,,,75.22020700000576,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,76.24278999998933,None,f,3.249705599999288,76.24278999998933,None,target,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,VÁSÁR UTCA,stimuli/scenes/089a.jpg,scene,0,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,target,lure,dist2,dist1,0,0,0,1,0,8,8,41,,,,,,,,,,,79.52003459999105,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,80.53485170000931,None,None,,80.53485170000931,None,invalid,None,None,None,None,None,,,,,,,,,,,,,,student1,2022-10-21_13h18.17.988,Hippopolis_4AFCT,2021.1.4,59.71539641903648,
