CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.33955366909504,105.33955366909504,space,25.866460835561156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TÁSKA UTCA,stimuli/scenes/100a.jpg,scene,0,stimuli/scenes/100a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/100a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/100b.jpg,dist2,target,dist1,lure,0,0,0,0,0,0,0,56,,,,,,,,,131.29697751626372,131.29697751626372,134.2633210271597,135.283039143309,135.283039143309,135.283039143309,135.283039143309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LOVAGLÁS UTCA,stimuli/objects/047a.jpg,object,0,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/030b.jpg,stimuli/objects/030a.jpg,stimuli/objects/047b.jpg,target,dist2,dist1,lure,0,0,0,0,0,1,1,14,,,,,,,,,,,138.22329605929554,139.27233492583036,139.27233492583036,139.27233492583036,139.27233492583036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HORDÓ UTCA,stimuli/objects/065a.jpg,object,2,stimuli/scenes/016a.jpg,stimuli/scenes/016a.jpg,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/scenes/016b.jpg,target,dist1,dist2,lure,0,0,0,0,0,2,2,44,,,,,,,,,,,142.23155110143125,143.2671261895448,143.2671261895448,143.2671261895448,143.2671261895448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MUNKA UTCA,stimuli/objects/059a.jpg,object,0,stimuli/objects/059a.jpg,stimuli/scenes/115b.jpg,stimuli/scenes/115a.jpg,stimuli/objects/059a.jpg,stimuli/objects/059b.jpg,dist2,dist1,target,lure,0,0,0,0,0,3,3,1,,,,,,,,,,,146.23971470817924,147.26884512230754,147.26884512230754,147.26884512230754,147.26884512230754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BOHÓC UTCA,stimuli/objects/052a.jpg,object,2,stimuli/scenes/063a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,dist1,dist2,lure,target,0,0,0,0,0,4,4,76,,,,,,,,,,,150.25721690431237,151.28349663317204,151.28349663317204,151.28349663317204,151.28349663317204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TULIPÁN UTCA,stimuli/scenes/101a.jpg,scene,0,stimuli/scenes/101a.jpg,stimuli/objects/057b.jpg,stimuli/scenes/101b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/101a.jpg,dist2,lure,dist1,target,0,0,0,0,0,5,5,79,,,,,,,,,,,154.27360849641263,155.30584928393364,155.30584928393364,155.30584928393364,155.30584928393364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ÁLOM UTCA,stimuli/scenes/017a.jpg,scene,0,stimuli/scenes/017a.jpg,stimuli/scenes/017a.jpg,stimuli/objects/078b.jpg,stimuli/objects/078a.jpg,stimuli/scenes/017b.jpg,target,dist2,dist1,lure,0,0,0,0,0,6,6,3,,,,,,,,,,,158.28552346117795,159.31204981915653,159.31204981915653,159.31204981915653,159.31204981915653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BAGOLY UTCA,stimuli/objects/019a.jpg,object,0,stimuli/objects/019a.jpg,stimuli/objects/019a.jpg,stimuli/scenes/002a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/002b.jpg,target,dist1,lure,dist2,0,0,0,0,0,7,7,41,,,,,,,,,,,162.29635208286345,163.33178846165538,163.33178846165538,163.33178846165538,163.33178846165538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KORONA UTCA,stimuli/scenes/080a.jpg,scene,0,stimuli/scenes/080a.jpg,stimuli/scenes/012a.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,dist1,dist2,target,lure,0,0,0,0,0,8,8,36,,,,,,,,,,,166.29759237542748,167.3226259034127,167.3226259034127,167.3226259034127,167.3226259034127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PETÁRDA UTCA,stimuli/scenes/065a.jpg,scene,0,stimuli/scenes/065a.jpg,stimuli/scenes/065a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/065b.jpg,stimuli/objects/105b.jpg,target,dist1,lure,dist2,0,0,0,0,0,9,9,49,,,,,,,,,,,170.3135466929525,171.35887898504734,171.35887898504734,171.35887898504734,171.35887898504734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÁRNA UTCA,stimuli/scenes/004a.jpg,scene,0,stimuli/scenes/004a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/scenes/100a.jpg,dist2,lure,target,dist1,0,0,0,0,0,10,10,50,,,,,,,,,,,174.3279795665294,175.36501949466765,175.36501949466765,175.36501949466765,175.36501949466765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KORONG UTCA,stimuli/scenes/011a.jpg,scene,0,stimuli/scenes/011a.jpg,stimuli/objects/060b.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/011a.jpg,stimuli/objects/060a.jpg,dist2,lure,target,dist1,0,0,0,0,0,11,11,53,,,,,,,,,,,178.32903232239187,179.34837380982935,179.34837380982935,179.34837380982935,179.34837380982935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TÜKÖR UTCA,stimuli/scenes/039a.jpg,scene,0,stimuli/scenes/039a.jpg,stimuli/scenes/039a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/039b.jpg,target,dist2,dist1,lure,0,0,0,0,0,12,12,68,,,,,,,,,,,182.33712564222515,183.38959864154458,183.38959864154458,183.38959864154458,183.38959864154458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KAKAÓ UTCA,stimuli/scenes/029a.jpg,scene,2,stimuli/objects/061a.jpg,stimuli/objects/037b.jpg,stimuli/objects/061a.jpg,stimuli/objects/037a.jpg,stimuli/objects/061b.jpg,dist2,target,dist1,lure,0,0,0,0,0,13,13,8,,,,,,,,,,,186.33800983428955,187.36287448368967,187.36287448368967,187.36287448368967,187.36287448368967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,SIRÁLY UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/078b.jpg,lure,dist1,target,dist2,0,0,0,0,0,14,14,34,,,,,,,,,,,190.34701595641673,191.38337198272347,191.38337198272347,191.38337198272347,191.38337198272347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,RÁDIÓ UTCA,stimuli/scenes/115a.jpg,scene,0,stimuli/scenes/115a.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/115a.jpg,stimuli/scenes/115b.jpg,dist1,dist2,target,lure,0,0,0,0,0,15,15,6,,,,,,,,,,,194.3527611773461,195.38044572249055,195.38044572249055,195.38044572249055,195.38044572249055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KALAPÁCS UTCA,stimuli/objects/095a.jpg,object,2,stimuli/scenes/087a.jpg,stimuli/objects/066b.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/066a.jpg,dist2,target,lure,dist1,0,0,0,0,0,16,16,30,,,,,,,,,,,198.36023030802608,199.40351026691496,199.40351026691496,199.40351026691496,199.40351026691496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,POLIP UTCA,stimuli/objects/025a.jpg,object,0,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/025a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/040a.jpg,lure,target,dist2,dist1,0,0,0,0,0,17,17,25,,,,,,,,,,,202.37089689448476,203.41847869381309,203.41847869381309,203.41847869381309,203.41847869381309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MARTINI UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/036b.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/036a.jpg,dist1,lure,dist2,target,0,0,0,0,0,18,18,66,,,,,,,,,,,206.38839349150658,207.41400549001992,207.41400549001992,207.41400549001992,207.41400549001992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,GYŰRŰ UTCA,stimuli/scenes/022a.jpg,scene,1,stimuli/scenes/058a.jpg,stimuli/scenes/099b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,dist2,dist1,target,lure,0,0,0,0,0,19,19,72,,,,,,,,,,,210.40149650163949,211.43015853874385,211.43015853874385,211.43015853874385,211.43015853874385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ZÁSZLÓ UTCA,stimuli/scenes/079a.jpg,scene,0,stimuli/scenes/079a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/112b.jpg,stimuli/scenes/079a.jpg,dist1,lure,dist2,target,0,0,0,0,0,20,20,63,,,,,,,,,,,214.41334460116923,215.4477649219334,215.4477649219334,215.4477649219334,215.4477649219334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,ECSET UTCA,stimuli/objects/100a.jpg,object,2,stimuli/scenes/019a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,dist2,dist1,target,lure,0,0,0,0,0,21,21,60,,,,,,,,,,,218.41439984552562,219.442297430709,219.442297430709,219.442297430709,219.442297430709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,CITROM UTCA,stimuli/objects/038a.jpg,object,0,stimuli/objects/038a.jpg,stimuli/objects/059b.jpg,stimuli/objects/059a.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,dist2,dist1,lure,target,0,0,0,0,0,22,22,23,,,,,,,,,,,222.42687058076262,223.45411909371614,223.45411909371614,223.45411909371614,223.45411909371614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HAJÓ UTCA,stimuli/scenes/037a.jpg,scene,0,stimuli/scenes/037a.jpg,stimuli/objects/028a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/037a.jpg,stimuli/objects/028b.jpg,dist1,lure,target,dist2,0,0,0,0,0,23,23,17,,,,,,,,,,,226.43133632093668,227.4614974092692,227.4614974092692,227.4614974092692,227.4614974092692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TORONY UTCA,stimuli/scenes/120a.jpg,scene,0,stimuli/scenes/120a.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/scenes/120b.jpg,target,dist1,dist2,lure,0,0,0,0,0,24,24,59,,,,,,,,,,,230.4458323288709,231.4815772268921,231.4815772268921,231.4815772268921,231.4815772268921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,KRÉTA UTCA,stimuli/scenes/066a.jpg,scene,0,stimuli/scenes/066a.jpg,stimuli/objects/094a.jpg,stimuli/scenes/066b.jpg,stimuli/objects/094b.jpg,stimuli/scenes/066a.jpg,dist1,lure,dist2,target,0,0,0,0,0,25,25,22,,,,,,,,,,,234.45248102396727,235.48119935393333,235.48119935393333,235.48119935393333,235.48119935393333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TOJÁS UTCA,stimuli/objects/012a.jpg,object,0,stimuli/objects/012a.jpg,stimuli/objects/011a.jpg,stimuli/objects/012a.jpg,stimuli/objects/012b.jpg,stimuli/objects/011b.jpg,dist1,target,lure,dist2,0,0,0,0,0,26,26,27,,,,,,,,,,,238.46364179812372,239.50075543485582,239.50075543485582,239.50075543485582,239.50075543485582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,NARANCS UTCA,stimuli/objects/042a.jpg,object,0,stimuli/objects/042a.jpg,stimuli/scenes/085b.jpg,stimuli/scenes/085a.jpg,stimuli/objects/042b.jpg,stimuli/objects/042a.jpg,dist2,dist1,lure,target,0,0,0,0,0,27,27,26,,,,,,,,,,,242.47196121886373,243.5008714403957,243.5008714403957,243.5008714403957,243.5008714403957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TALICSKA UTCA,stimuli/scenes/050a.jpg,scene,1,stimuli/scenes/099a.jpg,stimuli/objects/001b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/objects/001a.jpg,dist2,target,lure,dist1,0,0,0,0,0,28,28,24,,,,,,,,,,,246.48327967524529,247.50119426473975,247.50119426473975,247.50119426473975,247.50119426473975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PÁFRÁNY UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,target,lure,dist1,dist2,0,0,0,0,0,29,29,67,,,,,,,,,,,250.48599258437753,251.5167850162834,251.5167850162834,251.5167850162834,251.5167850162834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,PIZSAMA UTCA,stimuli/objects/088a.jpg,object,0,stimuli/objects/088a.jpg,stimuli/objects/088a.jpg,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/088b.jpg,target,dist1,dist2,lure,0,0,0,0,0,30,30,33,,,,,,,,,,,254.49126040935516,255.5301103964448,255.5301103964448,255.5301103964448,255.5301103964448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,TIGRIS UTCA,stimuli/objects/016a.jpg,object,1,stimuli/objects/113a.jpg,stimuli/objects/113a.jpg,stimuli/objects/113b.jpg,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,target,lure,dist1,dist2,0,0,0,0,0,31,31,18,,,,,,,,,,,258.5055660828948,259.5305856131017,259.5305856131017,259.5305856131017,259.5305856131017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MÁLNA UTCA,stimuli/objects/067a.jpg,object,0,stimuli/objects/067a.jpg,stimuli/objects/008b.jpg,stimuli/objects/008a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,dist2,dist1,target,lure,0,0,0,0,0,32,32,39,,,,,,,,,,,262.51285949349403,263.53014398366213,263.53014398366213,263.53014398366213,263.53014398366213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,HEGEDŰ UTCA,stimuli/objects/054a.jpg,object,0,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,stimuli/objects/012a.jpg,stimuli/objects/012b.jpg,stimuli/objects/054a.jpg,lure,dist1,dist2,target,0,0,0,0,0,33,33,62,,,,,,,,,,,266.5225834194571,267.5562389753759,267.5562389753759,267.5562389753759,267.5562389753759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,MOCSÁR UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,dist1,dist2,lure,target,0,0,0,0,0,34,34,21,,,,,,,,,,,270.53700354136527,271.565681129694,271.565681129694,271.565681129694,271.565681129694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,BÖGRE UTCA,stimuli/objects/074a.jpg,object,0,stimuli/objects/074a.jpg,stimuli/objects/074a.jpg,stimuli/objects/042b.jpg,stimuli/objects/074b.jpg,stimuli/objects/042a.jpg,target,dist2,lure,dist1,0,0,0,0,0,35,35,64,,,,,,,,,,,274.554480234161,275.5992710646242,275.5992710646242,275.5992710646242,275.5992710646242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,LIGET UTCA,stimuli/scenes/085a.jpg,scene,0,stimuli/scenes/085a.jpg,stimuli/scenes/085b.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/scenes/085a.jpg,lure,dist1,dist2,target,0,0,0,0,0,36,36,38,,,,,,,,,,,278.56733412854373,279.5853507295251,279.5853507295251,279.5853507295251,279.5853507295251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
Camponello,stimuli/subj_files/ST01_112822_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part1.mp4,FÉSŰ UTCA,stimuli/scenes/001a.jpg,scene,2,stimuli/objects/015a.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/041b.jpg,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,dist1,dist2,target,lure,0,0,0,0,0,37,37,57,,,,,,,,,,,282.5774564538151,283.61327910237014,283.61327910237014,283.61327910237014,283.61327910237014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST01_112822,2022-11-29_09h29.58.226,Hippopolis_Learning,2022.2.2,59.995596359539505,
