Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,trials_4afct.thisRepN,trials_4afct.thisTrialN,trials_4afct.thisN,trials_4afct.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,fx_cross.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,clock0.started,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
FÓKA UTCA,stimuli/objects/083a.jpg,object,left,Camponello,0,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/091b.jpg,stimuli/objects/083a.jpg,stimuli/scenes/091a.jpg,lure,dist2,target,dist1,0,119,119,132,,,,,449.34166602417827,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,450.3965558540076,j,2.0012750327587128,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HAJÓ UTCA,stimuli/objects/037a.jpg,object,left,Camponello,2,stimuli/scenes/014a.jpg,stimuli/objects/053a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/053b.jpg,stimuli/scenes/014a.jpg,dist1,lure,dist2,target,0,120,120,101,,,,,452.4171332810074,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,453.45762258023024,d,2.524017686024308,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
VÖDÖR UTCA,stimuli/objects/099a.jpg,object,left,Hippopolis,1,stimuli/objects/014a.jpg,stimuli/objects/056a.jpg,stimuli/objects/014a.jpg,stimuli/objects/056b.jpg,stimuli/objects/014b.jpg,dist1,target,dist2,lure,0,121,121,75,,,,,456.0194189287722,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,457.0765784829855,j,3.561516350135207,dist2,None,460.51384320668876,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
CSILLAG UTCA,stimuli/scenes/106a.jpg,scene,right,Camponello,0,stimuli/scenes/106a.jpg,stimuli/objects/062b.jpg,stimuli/objects/062a.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,dist2,dist1,target,lure,0,122,122,117,,,,,460.6716565564275,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,461.72478857822716,k,2.5295144133269787,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
GYŰRŰ UTCA,stimuli/scenes/110a.jpg,scene,right,Hippopolis,2,stimuli/objects/006a.jpg,stimuli/objects/006b.jpg,stimuli/objects/093a.jpg,stimuli/objects/093b.jpg,stimuli/objects/006a.jpg,lure,dist1,dist2,target,0,123,123,45,,,,,464.29033255390823,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,465.34010166302323,j,2.962229423224926,dist2,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZALVÉTA UTCA,stimuli/scenes/086a.jpg,scene,right,Camponello,0,stimuli/scenes/086a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,dist2,dist1,target,lure,0,124,124,145,,,,,468.33199030533433,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,469.3853773511946,j,3.172217519953847,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HEGESZTŐ UTCA,stimuli/objects/043a.jpg,object,left,Hippopolis,0,stimuli/objects/043a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/scenes/068a.jpg,dist2,lure,target,dist1,0,125,125,38,,,,,472.57769717276096,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,473.6277505401522,j,2.1937889214605093,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MOCSÁR UTCA,stimuli/objects/022a.jpg,object,left,Camponello,0,stimuli/objects/022a.jpg,stimuli/scenes/062b.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,stimuli/scenes/062a.jpg,dist2,lure,target,dist1,0,126,126,146,,,,,475.8386312238872,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,476.8653189931065,j,1.3242047894746065,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MAJOM UTCA,stimuli/objects/073a.jpg,object,left,Camponello,2,stimuli/scenes/020a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/020a.jpg,dist1,lure,dist2,target,0,127,127,153,,,,,478.2101491969079,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,479.23180830292404,f,3.2462460603564978,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HÁRFA UTCA,stimuli/objects/070a.jpg,object,left,Camponello,0,stimuli/objects/070a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,lure,target,dist2,dist1,0,128,128,138,,,,,482.5101095736027,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,483.54881649650633,f,2.000924216583371,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
CSAVAR UTCA,stimuli/scenes/025a.jpg,scene,right,Hippopolis,1,stimuli/scenes/066a.jpg,stimuli/scenes/066a.jpg,stimuli/objects/014a.jpg,stimuli/objects/014b.jpg,stimuli/scenes/066b.jpg,target,dist1,dist2,lure,0,129,129,63,,,,,485.57273941859603,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,486.61482915841043,d,2.6150477025657892,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÁRTYA UTCA,stimuli/objects/088a.jpg,object,left,Camponello,0,stimuli/objects/088a.jpg,stimuli/objects/088a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,stimuli/objects/088b.jpg,target,dist2,dist1,lure,0,130,130,157,,,,,489.25064129568636,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,490.29833381436765,d,1.955372978001833,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HARCSA UTCA,stimuli/objects/028a.jpg,object,left,Hippopolis,0,stimuli/objects/028a.jpg,stimuli/scenes/008a.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,stimuli/scenes/008b.jpg,dist1,target,lure,dist2,0,131,131,36,,,,,492.2891087438911,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,493.32459830492735,d,1.5690706949681044,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KATONA UTCA,stimuli/scenes/017a.jpg,scene,right,Camponello,1,stimuli/scenes/100a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/076b.jpg,dist1,target,lure,dist2,0,132,132,128,,,,,494.9223917759955,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,495.9526396356523,j,3.1167174968868494,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZAPPAN UTCA,stimuli/objects/118a.jpg,object,left,Hippopolis,1,stimuli/objects/029a.jpg,stimuli/objects/101a.jpg,stimuli/objects/101b.jpg,stimuli/objects/029a.jpg,stimuli/objects/029b.jpg,dist1,dist2,target,lure,0,133,133,6,,,,,499.08883524499834,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,500.1389719620347,j,2.498782007023692,target,None,,500.1389719620347,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TÉRKÉP UTCA,stimuli/scenes/009a.jpg,scene,right,Hippopolis,1,stimuli/scenes/064a.jpg,stimuli/objects/027b.jpg,stimuli/objects/027a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,dist2,dist1,target,lure,0,134,134,76,,,,,502.67239675298333,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,503.71213839389384,f,1.8369846623390913,dist1,space,,,505.57217587530613,505.57217587530613,5.19305588118732,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
RÓZSA UTCA,stimuli/scenes/104a.jpg,scene,right,Hippopolis,1,stimuli/scenes/007a.jpg,stimuli/scenes/007b.jpg,stimuli/objects/117b.jpg,stimuli/scenes/007a.jpg,stimuli/objects/117a.jpg,lure,dist2,target,dist1,0,135,135,68,,,,,510.7979624737054,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,511.86073818057775,d,2.216689256951213,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TÁSKA UTCA,stimuli/objects/008a.jpg,object,left,Hippopolis,0,stimuli/objects/008a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/090b.jpg,stimuli/objects/008b.jpg,stimuli/scenes/090a.jpg,target,dist2,lure,dist1,0,136,136,0,,,,,514.1020853612572,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,515.1383437290788,j,1.9946916494518518,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KIRAKÓ UTCA,stimuli/objects/010a.jpg,object,left,Camponello,1,stimuli/objects/092a.jpg,stimuli/objects/045b.jpg,stimuli/objects/092a.jpg,stimuli/objects/045a.jpg,stimuli/objects/092b.jpg,dist2,target,dist1,lure,0,137,137,158,,,,,517.1555007081479,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,518.2038712222129,f,2.721042724326253,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MOGYORÓ UTCA,stimuli/objects/052a.jpg,object,left,Hippopolis,1,stimuli/objects/090a.jpg,stimuli/scenes/007b.jpg,stimuli/objects/090b.jpg,stimuli/scenes/007a.jpg,stimuli/objects/090a.jpg,dist2,lure,dist1,target,0,138,138,31,,,,,520.963203901425,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,521.9832208938897,k,1.934268705546856,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MOSODA UTCA,stimuli/scenes/096a.jpg,scene,right,Camponello,0,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/106b.jpg,lure,dist1,target,dist2,0,139,139,94,,,,,523.9467793423682,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,524.9772103857249,j,1.356017630547285,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SÜTŐ UTCA,stimuli/objects/055a.jpg,object,left,Camponello,0,stimuli/objects/055a.jpg,stimuli/objects/088b.jpg,stimuli/objects/055a.jpg,stimuli/objects/088a.jpg,stimuli/objects/055b.jpg,dist2,target,dist1,lure,0,140,140,100,,,,,526.3553276024759,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,527.4235238395631,f,1.7740805093199015,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PÁLMAFA UTCA,stimuli/objects/080a.jpg,object,left,Hippopolis,1,stimuli/objects/058a.jpg,stimuli/objects/058b.jpg,stimuli/objects/058a.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/067b.jpg,lure,target,dist1,dist2,0,141,141,61,,,,,529.221882224083,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,530.26300659962,f,2.72642033547163,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BONBON UTCA,stimuli/objects/003a.jpg,object,left,Camponello,0,stimuli/objects/003a.jpg,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,target,lure,dist1,dist2,0,142,142,85,,,,,533.0187017470598,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,534.0664931666106,d,3.034340299665928,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KORONG UTCA,stimuli/scenes/057a.jpg,scene,right,Hippopolis,0,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,stimuli/scenes/057a.jpg,stimuli/objects/063b.jpg,stimuli/objects/063a.jpg,lure,target,dist2,dist1,0,143,143,59,,,,,537.1229635309428,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,538.1447905804962,f,2.81199281103909,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LIGET UTCA,stimuli/scenes/093a.jpg,scene,right,Camponello,0,stimuli/scenes/093a.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,target,lure,dist2,dist1,0,144,144,103,,,,,540.9886535536498,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,542.0449006147683,d,2.3837873935699463,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BAGOLY UTCA,stimuli/objects/042a.jpg,object,left,Hippopolis,1,stimuli/objects/027a.jpg,stimuli/objects/027a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/027b.jpg,stimuli/scenes/064a.jpg,target,dist2,lure,dist1,0,145,145,5,,,,,544.4551535006613,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,545.498019201681,k,1.57131989300251,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KARTON UTCA,stimuli/objects/104a.jpg,object,left,Hippopolis,1,stimuli/objects/117a.jpg,stimuli/objects/029b.jpg,stimuli/objects/029a.jpg,stimuli/objects/117b.jpg,stimuli/objects/117a.jpg,dist2,dist1,lure,target,0,146,146,79,,,,,547.0930070839822,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,548.1354694087058,j,2.7892389614135027,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HARMONIKA UTCA,stimuli/scenes/033a.jpg,scene,right,Camponello,0,stimuli/scenes/033a.jpg,stimuli/scenes/033b.jpg,stimuli/objects/055b.jpg,stimuli/objects/055a.jpg,stimuli/scenes/033a.jpg,lure,dist2,dist1,target,0,147,147,135,,,,,550.9550011083484,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,551.9994656909257,k,2.6214127596467733,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MUNKA UTCA,stimuli/scenes/118a.jpg,scene,right,Camponello,1,stimuli/scenes/117a.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/032a.jpg,stimuli/scenes/117b.jpg,dist2,target,dist1,lure,0,148,148,133,,,,,554.6383415535092,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,555.674523415044,f,3.1381430365145206,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MÁRVÁNY UTCA,stimuli/objects/024a.jpg,object,left,Hippopolis,0,stimuli/objects/024a.jpg,stimuli/scenes/060b.jpg,stimuli/objects/024b.jpg,stimuli/objects/024a.jpg,stimuli/scenes/060a.jpg,dist2,lure,target,dist1,0,149,149,30,,,,,558.8402409926057,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,559.8597015962005,j,1.3532291483134031,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ÁLLOMÁS UTCA,stimuli/scenes/006a.jpg,scene,right,Hippopolis,2,stimuli/objects/094a.jpg,stimuli/objects/094b.jpg,stimuli/objects/079a.jpg,stimuli/objects/079b.jpg,stimuli/objects/094a.jpg,lure,dist1,dist2,target,0,150,150,3,,,,,561.2392273619771,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,562.2764436304569,f,2.0078814309090376,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TELEP UTCA,stimuli/scenes/043a.jpg,scene,right,Hippopolis,1,stimuli/scenes/088a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/088a.jpg,dist1,dist2,lure,target,0,151,151,29,,,,,564.3064986653626,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,565.353120079264,k,2.723384601995349,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FEJSZE UTCA,stimuli/objects/031a.jpg,object,left,Camponello,0,stimuli/objects/031a.jpg,stimuli/objects/082a.jpg,stimuli/objects/031a.jpg,stimuli/objects/031b.jpg,stimuli/objects/082b.jpg,dist1,target,lure,dist2,0,152,152,140,,,,,568.1050464529544,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,569.1591320186853,f,2.8531834296882153,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ZSEMLE UTCA,stimuli/objects/018a.jpg,object,left,Camponello,1,stimuli/objects/116a.jpg,stimuli/objects/069a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/069b.jpg,dist1,target,lure,dist2,0,153,153,86,,,,,572.0524549596012,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,573.0799951981753,d,1.8762588612735271,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FÉSŰ UTCA,stimuli/scenes/039a.jpg,scene,right,Camponello,2,stimuli/objects/065a.jpg,stimuli/objects/077b.jpg,stimuli/objects/065a.jpg,stimuli/objects/077a.jpg,stimuli/objects/065b.jpg,dist2,target,dist1,lure,0,154,154,125,,,,,574.981416746974,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,576.0034406650811,f,2.409186350181699,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ÁRNYÉK UTCA,stimuli/scenes/046a.jpg,scene,right,Camponello,0,stimuli/scenes/046a.jpg,stimuli/objects/098b.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,stimuli/objects/098a.jpg,dist2,lure,target,dist1,0,155,155,152,,,,,578.4383199680597,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,579.4908561017364,k,2.7141725923866034,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
OROSZLÁN UTCA,stimuli/scenes/113a.jpg,scene,right,Camponello,0,stimuli/scenes/113a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,dist1,dist2,target,lure,0,156,156,90,,,,,582.2215251885355,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,583.2614154908806,j,2.0627270955592394,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LÉTRA UTCA,stimuli/objects/021a.jpg,object,left,Camponello,0,stimuli/objects/021a.jpg,stimuli/objects/078a.jpg,stimuli/objects/021b.jpg,stimuli/objects/078b.jpg,stimuli/objects/021a.jpg,dist1,lure,dist2,target,0,157,157,148,,,,,585.3572919182479,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,586.3815572597086,f,4.143209021538496,lure,None,589.8554719090462,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MOTOR UTCA,stimuli/scenes/028a.jpg,scene,right,Hippopolis,0,stimuli/scenes/028a.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,target,lure,dist1,dist2,0,158,158,1,,,,,590.5657915361226,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,591.5976600497961,d,2.335315803065896,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SIRÁLY UTCA,stimuli/objects/066a.jpg,object,left,Hippopolis,1,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/scenes/098b.jpg,stimuli/objects/102a.jpg,stimuli/scenes/098a.jpg,lure,dist2,target,dist1,0,159,159,37,,,,,593.9561204202473,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,594.9991814307868,j,3.3331185430288315,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,26,30,11,598.3547055888921,598.3547055888921,space,1.8499691803008318,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.232167204842,,,,,,
