CityName,StimuliFile,CityImage,StreetSign,LearningVideoFile,UpdatingVideoFile,Cue,Image,Category,CorrectResponse,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,text_countdown.started,cityname_text_start.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,key_resp_2.started,key_resp_2.keys,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,test_key_resp.corr,text_response_test.text,written_text_mouse.x,written_text_mouse.y,written_text_mouse.leftButton,written_text_mouse.midButton,written_text_mouse.rightButton,written_text_mouse.time,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,text_response_test.started,written_text_mouse.started,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72190772742033,16.72190772742033,space,1.755187515169382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,LEMEZ UTCA,stimuli/scenes/041a.jpg,scene,right,0,stimuli/scenes/041a.jpg,stimuli/objects/057a.jpg,stimuli/scenes/041b.jpg,stimuli/objects/057b.jpg,stimuli/scenes/041a.jpg,dist1,lure,dist2,target,0,0,0,0,0,0,0,1,,,,,,,,,18.599763698875904,18.599763698875904,0.07629484310746193,21.72772603482008,21.72772603482008,None,37.10976566374302,37.10976566374302,39.537459475919604,40.56873645633459,40.56873645633459,40.56873645633459,40.56873645633459,40.56873645633459,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,PAPRIKA UTCA,stimuli/scenes/099a.jpg,scene,right,1,stimuli/scenes/076a.jpg,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,dist1,dist2,lure,target,0,0,0,0,0,1,1,41,,,,,,,,,,,,,,,,,43.50436684116721,44.563826287165284,44.563826287165284,44.563826287165284,44.563826287165284,44.563826287165284,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KÍGYÓ UTCA,stimuli/objects/057a.jpg,object,left,0,stimuli/objects/057a.jpg,stimuli/scenes/071b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/071a.jpg,stimuli/objects/057b.jpg,dist2,target,dist1,lure,0,0,0,0,0,2,2,12,,,,,,,,,,,,,,,,,47.520903361961246,48.56171082146466,48.56171082146466,48.56171082146466,48.56171082146466,48.56171082146466,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,KATONA UTCA,stimuli/scenes/017a.jpg,scene,right,1,stimuli/scenes/100a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/076b.jpg,dist1,target,lure,dist2,0,0,0,0,0,3,3,48,,,,,,,,,,,,,,,,,51.52546831406653,52.56548021920025,52.56548021920025,52.56548021920025,52.56548021920025,52.56548021920025,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SUGÁR UTCA,stimuli/objects/075a.jpg,object,left,2,stimuli/scenes/103a.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/103a.jpg,dist1,dist2,lure,target,0,0,0,0,0,4,4,51,,,,,,,,,,,,,,,,,55.53332153707743,56.59529329277575,56.59529329277575,56.59529329277575,56.59529329277575,56.59529329277575,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,MOSODA UTCA,stimuli/scenes/096a.jpg,scene,right,0,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/106b.jpg,lure,dist1,target,dist2,0,0,0,0,0,5,5,14,,,,,,,,,,,,,,,,,59.536482606083155,60.58839361555874,60.58839361555874,60.58839361555874,60.58839361555874,60.58839361555874,None,None,60.58839361555874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,FÉSŰ UTCA,stimuli/scenes/039a.jpg,scene,right,2,stimuli/objects/065a.jpg,stimuli/objects/077b.jpg,stimuli/objects/065a.jpg,stimuli/objects/077a.jpg,stimuli/objects/065b.jpg,dist2,target,dist1,lure,0,0,0,0,0,6,6,45,,,,,,,,,,,,,,,,,63.53761404752731,64.60292383469641,64.60292383469641,64.60292383469641,64.60292383469641,64.60292383469641,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,SZALVÉTA UTCA,stimuli/scenes/086a.jpg,scene,right,0,stimuli/scenes/086a.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,dist2,dist1,target,lure,0,0,0,0,0,7,7,65,,,,,,,,,,,,,,,,,67.5403397064656,68.58780052699149,68.58780052699149,68.58780052699149,68.58780052699149,68.58780052699149,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
Camponello,stimuli/subj_files/ST02_120922_cityB.csv,./stimuli/arnedillo.png,./stimuli/street_plate2.png,./stimuli/videos/camponello_part,./stimuli/videos/campo-satellite.mp4,MAJOM UTCA,stimuli/objects/073a.jpg,object,left,2,stimuli/scenes/020a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/020a.jpg,dist1,lure,dist2,target,0,0,0,0,0,8,8,73,,,,,,,,,,,,,,,,,71.55431571230292,72.60906932130456,72.60906932130456,72.60906932130456,72.60906932130456,72.60906932130456,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_120922,2022-12-09_14h14.06.800,Hippopolis_Learning,2022.2.2,59.990447716017336,
