CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,learning_instructions_text.started,learning_instructions_text.stopped,intro_key.keys,intro_key.rt,intro_key.started,intro_key.stopped,cityname_text.started,cityname_text.stopped,city_image.started,city_image.stopped,fx_cross.started,fx_cross.stopped,plate_updating.started,plate_updating.stopped,city_text_updating.started,city_text_updating.stopped,street_text_updating.started,street_text_updating.stopped,test_image1.started,test_image1.stopped,test_image2.started,test_image2.stopped,test_image3.started,test_image3.stopped,test_image4.started,test_image4.stopped,button_d.started,button_d.stopped,button_f.started,button_f.stopped,button_j.started,button_j.stopped,button_k.started,button_k.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_resp,clock0.started,clock0.stopped,short_break_text.started,short_break_text.stopped,short_break_key.keys,short_break_key.started,short_break_key.stopped,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_text.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.started,break_key_resp.stopped,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,13.410314400010975,None,space,15.05787310001324,13.410314400010975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,LÁNDZSA UTCA,stimuli/objects/065a.jpg,object,1,stimuli/objects/038a.jpg,stimuli/objects/003a.jpg,stimuli/objects/038a.jpg,stimuli/objects/003b.jpg,stimuli/objects/038b.jpg,dist1,target,dist2,lure,0,0,0,0,0,0,0,18,,,,,,,28.55401439999696,None,28.55401439999696,None,31.49985849999939,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,32.542116600001464,None,j,3.340066199976718,32.542116600001464,None,dist2,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,KÖNYVTÁR UTCA,stimuli/objects/094a.jpg,object,1,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,stimuli/objects/062a.jpg,stimuli/objects/099a.jpg,stimuli/objects/099b.jpg,lure,target,dist1,dist2,0,0,0,0,0,1,1,33,,,,,,,,,,,35.913149700005306,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,36.9262660999957,None,f,2.7446182999992743,36.9262660999957,None,target,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,KÖMÉNYMAG UTCA,stimuli/objects/026a.jpg,object,2,stimuli/scenes/108a.jpg,stimuli/scenes/108b.jpg,stimuli/objects/006b.jpg,stimuli/scenes/108a.jpg,stimuli/objects/006a.jpg,lure,dist2,target,dist1,0,0,0,0,0,2,2,14,,,,,,,,,,,39.69652510000742,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,40.71126229999936,None,j,2.5259670999948867,40.71126229999936,None,target,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,FÉSŰ UTCA,stimuli/scenes/092a.jpg,scene,1,stimuli/scenes/091a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/020a.jpg,dist2,lure,target,dist1,0,0,0,0,0,3,3,54,,,,,,,,,,,43.26267219998408,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,44.27529940000386,None,j,2.3042937999998685,44.27529940000386,None,target,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,FOLYÓ UTCA,stimuli/objects/104a.jpg,object,2,stimuli/scenes/033a.jpg,stimuli/scenes/033b.jpg,stimuli/objects/111a.jpg,stimuli/scenes/033a.jpg,stimuli/objects/111b.jpg,lure,dist1,target,dist2,0,0,0,0,0,4,4,27,,,,,,,,,,,46.612482500000624,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,47.63097860000562,None,k,3.163728200015612,47.63097860000562,None,dist2,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,VÖDÖR UTCA,stimuli/scenes/016a.jpg,scene,0,stimuli/scenes/016a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,stimuli/scenes/016b.jpg,stimuli/scenes/016a.jpg,dist2,dist1,lure,target,0,0,0,0,0,5,5,8,,,,,,,,,,,50.81293210000149,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,51.82659459998831,None,k,3.72334039999987,51.82659459998831,None,target,55.313463900005445,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,MUNKA UTCA,stimuli/scenes/004a.jpg,scene,2,stimuli/objects/022a.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,lure,target,dist1,dist2,0,0,0,0,0,6,6,58,,,,,,,,,,,55.57951429998502,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,56.58613979999791,None,f,2.5170074999914505,56.58613979999791,None,target,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,ORVOS UTCA,stimuli/scenes/060a.jpg,scene,0,stimuli/scenes/060a.jpg,stimuli/scenes/060b.jpg,stimuli/scenes/060a.jpg,stimuli/scenes/060a.jpg,stimuli/scenes/060b.jpg,lure,dist1,target,dist2,0,0,0,0,0,7,7,20,,,,,,,,,,,59.129246800002875,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,60.138206000003265,None,f,3.2439340999990236,60.138206000003265,None,dist1,None,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
Hippopolis,stimuli/subj_files/ST02_112522_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,KESELYŰ UTCA,stimuli/objects/119a.jpg,object,2,stimuli/scenes/065a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/033b.jpg,stimuli/scenes/033a.jpg,target,lure,dist2,dist1,0,0,0,0,0,8,8,6,,,,,,,,,,,63.412163000000874,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,64.4195686999883,None,f,4.0859093999897595,64.4195686999883,None,lure,67.9134919999924,None,None,None,None,None,None,,,,,,,,,,,,,,ST02_112522,2022-11-25_15h25.34.830,Hippopolis_4AFCT,2021.1.4,59.78168923173896,
