Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
MARTINI UTCA,stimuli/objects/026a.jpg,object,2,stimuli/scenes/058a.jpg,stimuli/objects/088a.jpg,stimuli/objects/088b.jpg,stimuli/scenes/058b.jpg,stimuli/scenes/058a.jpg,dist1,dist2,lure,target
LÉPCSŐ UTCA,stimuli/objects/018a.jpg,object,1,stimuli/objects/075a.jpg,stimuli/scenes/045a.jpg,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,stimuli/scenes/045b.jpg,dist1,target,lure,dist2
TALICSKA UTCA,stimuli/objects/015a.jpg,object,2,stimuli/scenes/074a.jpg,stimuli/scenes/074a.jpg,stimuli/scenes/074b.jpg,stimuli/objects/104b.jpg,stimuli/objects/104a.jpg,target,lure,dist2,dist1
MUNKA UTCA,stimuli/objects/025a.jpg,object,2,stimuli/scenes/023a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/023b.jpg,dist2,dist1,target,lure
KORONA UTCA,stimuli/scenes/025a.jpg,scene,2,stimuli/objects/104a.jpg,stimuli/scenes/074a.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,stimuli/scenes/074b.jpg,dist1,target,lure,dist2
LÉTRA UTCA,stimuli/scenes/034a.jpg,scene,1,stimuli/scenes/040a.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/080b.jpg,target,dist1,lure,dist2
SZIKLA UTCA,stimuli/objects/102a.jpg,object,1,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/079a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/079b.jpg,lure,dist1,target,dist2
PIZSAMA UTCA,stimuli/scenes/012a.jpg,scene,0,stimuli/scenes/012a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/012a.jpg,dist2,lure,dist1,target
LAKAT UTCA,stimuli/objects/014a.jpg,object,0,stimuli/objects/014a.jpg,stimuli/scenes/087a.jpg,stimuli/objects/014b.jpg,stimuli/objects/014a.jpg,stimuli/scenes/087b.jpg,dist1,lure,target,dist2
ÁLLOMÁS UTCA,stimuli/objects/017a.jpg,object,2,stimuli/scenes/109a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/059b.jpg,stimuli/scenes/109a.jpg,stimuli/objects/059a.jpg,lure,dist2,target,dist1
BOHÓC UTCA,stimuli/scenes/113a.jpg,scene,2,stimuli/objects/013a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,stimuli/scenes/100a.jpg,dist2,lure,target,dist1
ZSEMLE UTCA,stimuli/objects/057a.jpg,object,2,stimuli/scenes/031a.jpg,stimuli/objects/056a.jpg,stimuli/scenes/031b.jpg,stimuli/scenes/031a.jpg,stimuli/objects/056b.jpg,dist1,lure,target,dist2
KOSÁR UTCA,stimuli/objects/111a.jpg,object,1,stimuli/objects/024a.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/111b.jpg,target,lure,dist1,dist2
CSAVAR UTCA,stimuli/scenes/106a.jpg,scene,2,stimuli/objects/056a.jpg,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,stimuli/objects/107b.jpg,stimuli/objects/107a.jpg,target,lure,dist2,dist1
ZÁSZLÓ UTCA,stimuli/scenes/048a.jpg,scene,2,stimuli/objects/059a.jpg,stimuli/objects/059b.jpg,stimuli/objects/091a.jpg,stimuli/objects/059a.jpg,stimuli/objects/091b.jpg,lure,dist1,target,dist2
PÁRNA UTCA,stimuli/objects/058a.jpg,object,2,stimuli/scenes/081a.jpg,stimuli/objects/120a.jpg,stimuli/objects/120b.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,dist1,dist2,target,lure
SZAXOFON UTCA,stimuli/scenes/011a.jpg,scene,2,stimuli/objects/039a.jpg,stimuli/objects/039a.jpg,stimuli/objects/039b.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/023a.jpg,target,lure,dist2,dist1
OROSZLÁN UTCA,stimuli/objects/084a.jpg,object,0,stimuli/objects/084a.jpg,stimuli/objects/055b.jpg,stimuli/objects/084a.jpg,stimuli/objects/084b.jpg,stimuli/objects/055a.jpg,dist2,target,lure,dist1
MOCSÁR UTCA,stimuli/objects/031a.jpg,object,1,stimuli/objects/092a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/070a.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,dist2,dist1,target,lure
KÓKUSZ UTCA,stimuli/objects/085a.jpg,object,2,stimuli/scenes/089a.jpg,stimuli/objects/043a.jpg,stimuli/objects/043b.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/089b.jpg,dist1,dist2,target,lure
FOLYÓ UTCA,stimuli/objects/044a.jpg,object,0,stimuli/objects/044a.jpg,stimuli/objects/044a.jpg,stimuli/objects/044b.jpg,stimuli/objects/014b.jpg,stimuli/objects/014a.jpg,target,lure,dist2,dist1
TOLMÁCS UTCA,stimuli/objects/022a.jpg,object,2,stimuli/scenes/114a.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,dist2,dist1,lure,target
RIBIZLI UTCA,stimuli/objects/086a.jpg,object,1,stimuli/objects/076a.jpg,stimuli/objects/036a.jpg,stimuli/objects/076a.jpg,stimuli/objects/036b.jpg,stimuli/objects/076b.jpg,dist1,target,dist2,lure
ASZTAL UTCA,stimuli/objects/103a.jpg,object,2,stimuli/scenes/067a.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/021a.jpg,lure,dist2,target,dist1
KÖTÉL UTCA,stimuli/objects/078a.jpg,object,2,stimuli/scenes/018a.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,lure,target,dist2,dist1
LIGET UTCA,stimuli/objects/029a.jpg,object,2,stimuli/scenes/021a.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/086a.jpg,lure,target,dist2,dist1
KÖNYVTÁR UTCA,stimuli/objects/082a.jpg,object,0,stimuli/objects/082a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,dist2,dist1,target,lure
KERET UTCA,stimuli/scenes/093a.jpg,scene,0,stimuli/scenes/093a.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/098b.jpg,stimuli/scenes/093a.jpg,dist1,lure,dist2,target
SZOBOR UTCA,stimuli/scenes/003a.jpg,scene,1,stimuli/scenes/010a.jpg,stimuli/scenes/010b.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/010a.jpg,lure,dist1,dist2,target
PULÓVER UTCA,stimuli/objects/093a.jpg,object,1,stimuli/objects/106a.jpg,stimuli/objects/106b.jpg,stimuli/objects/106a.jpg,stimuli/objects/076b.jpg,stimuli/objects/076a.jpg,lure,target,dist2,dist1
FEJSZE UTCA,stimuli/scenes/036a.jpg,scene,1,stimuli/scenes/044a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/044a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/044b.jpg,dist2,target,dist1,lure
KÍGYÓ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,dist2,dist1,lure,target
SALÁTA UTCA,stimuli/objects/034a.jpg,object,1,stimuli/objects/109a.jpg,stimuli/objects/109a.jpg,stimuli/objects/109b.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/112b.jpg,target,lure,dist1,dist2
SIVATAG UTCA,stimuli/scenes/051a.jpg,scene,1,stimuli/scenes/079a.jpg,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,dist1,dist2,target,lure
BETON UTCA,stimuli/scenes/041a.jpg,scene,2,stimuli/objects/079a.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,stimuli/objects/079b.jpg,stimuli/objects/079a.jpg,dist2,dist1,lure,target
FOGAS UTCA,stimuli/objects/081a.jpg,object,1,stimuli/objects/119a.jpg,stimuli/scenes/040b.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/040a.jpg,dist2,target,lure,dist1
SZALVÉTA UTCA,stimuli/objects/055a.jpg,object,0,stimuli/objects/055a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/088a.jpg,stimuli/objects/055a.jpg,stimuli/objects/055b.jpg,dist2,dist1,target,lure
LÁNDZSA UTCA,stimuli/scenes/087a.jpg,scene,0,stimuli/scenes/087a.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/087a.jpg,dist2,dist1,lure,target
KRÉTA UTCA,stimuli/scenes/071a.jpg,scene,0,stimuli/scenes/071a.jpg,stimuli/scenes/118a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/118b.jpg,dist1,target,lure,dist2
TRIATLON UTCA,stimuli/scenes/039a.jpg,scene,2,stimuli/objects/107a.jpg,stimuli/objects/107b.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,stimuli/objects/107a.jpg,lure,dist1,dist2,target
KATONA UTCA,stimuli/scenes/101a.jpg,scene,2,stimuli/objects/120a.jpg,stimuli/objects/120b.jpg,stimuli/objects/120a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,lure,target,dist2,dist1
PETÁRDA UTCA,stimuli/scenes/015a.jpg,scene,1,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/097a.jpg,lure,dist2,target,dist1
BOLYGÓ UTCA,stimuli/scenes/062a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/objects/043a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/089a.jpg,stimuli/objects/043b.jpg,target,dist2,dist1,lure
ÁRNYÉK UTCA,stimuli/scenes/029a.jpg,scene,1,stimuli/scenes/069a.jpg,stimuli/objects/052a.jpg,stimuli/scenes/069b.jpg,stimuli/objects/052b.jpg,stimuli/scenes/069a.jpg,dist1,lure,dist2,target
TIGRIS UTCA,stimuli/objects/041a.jpg,object,2,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/086a.jpg,lure,dist1,dist2,target
SZÖCSKE UTCA,stimuli/objects/116a.jpg,object,0,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,lure,target,dist1,dist2
HÁRFA UTCA,stimuli/objects/007a.jpg,object,1,stimuli/objects/094a.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/069a.jpg,lure,target,dist2,dist1
SUGÁR UTCA,stimuli/objects/042a.jpg,object,1,stimuli/objects/080a.jpg,stimuli/objects/094b.jpg,stimuli/objects/094a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,dist2,dist1,target,lure
VIHAR UTCA,stimuli/scenes/098a.jpg,scene,0,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/021a.jpg,stimuli/objects/021b.jpg,stimuli/scenes/098a.jpg,lure,dist1,dist2,target
HARMONIKA UTCA,stimuli/scenes/016a.jpg,scene,1,stimuli/scenes/097a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/097a.jpg,dist1,dist2,lure,target
FIÓK UTCA,stimuli/scenes/104a.jpg,scene,1,stimuli/scenes/045a.jpg,stimuli/scenes/045a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/026b.jpg,target,dist1,lure,dist2
VÁSÁR UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/objects/033a.jpg,stimuli/scenes/118b.jpg,stimuli/objects/033b.jpg,stimuli/scenes/118a.jpg,dist1,lure,dist2,target
LABDA UTCA,stimuli/scenes/063a.jpg,scene,2,stimuli/objects/088a.jpg,stimuli/objects/039a.jpg,stimuli/objects/088b.jpg,stimuli/objects/039b.jpg,stimuli/objects/088a.jpg,dist1,lure,dist2,target
CUKOR UTCA,stimuli/scenes/073a.jpg,scene,2,stimuli/objects/091a.jpg,stimuli/objects/079a.jpg,stimuli/objects/091a.jpg,stimuli/objects/091b.jpg,stimuli/objects/079b.jpg,dist1,target,lure,dist2
HORGONY UTCA,stimuli/objects/050a.jpg,object,0,stimuli/objects/050a.jpg,stimuli/objects/050a.jpg,stimuli/scenes/012a.jpg,stimuli/objects/050b.jpg,stimuli/scenes/012b.jpg,target,dist1,lure,dist2
DOMINÓ UTCA,stimuli/objects/062a.jpg,object,1,stimuli/objects/045a.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,dist2,dist1,target,lure
MÁRVÁNY UTCA,stimuli/scenes/117a.jpg,scene,1,stimuli/scenes/026a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/028b.jpg,target,dist1,lure,dist2
ZEBRA UTCA,stimuli/objects/033a.jpg,object,0,stimuli/objects/033a.jpg,stimuli/objects/033b.jpg,stimuli/objects/033a.jpg,stimuli/objects/095b.jpg,stimuli/objects/095a.jpg,lure,target,dist2,dist1
CITROM UTCA,stimuli/objects/095a.jpg,object,0,stimuli/objects/095a.jpg,stimuli/objects/044b.jpg,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,stimuli/objects/044a.jpg,dist2,target,lure,dist1
TENISZ UTCA,stimuli/scenes/090a.jpg,scene,1,stimuli/scenes/112a.jpg,stimuli/objects/047b.jpg,stimuli/scenes/112a.jpg,stimuli/objects/047a.jpg,stimuli/scenes/112b.jpg,dist2,target,dist1,lure
REPÜLŐ UTCA,stimuli/scenes/075a.jpg,scene,2,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/031a.jpg,stimuli/objects/019a.jpg,stimuli/scenes/031b.jpg,lure,dist1,target,dist2
ORVOS UTCA,stimuli/scenes/037a.jpg,scene,0,stimuli/scenes/037a.jpg,stimuli/objects/097a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/037a.jpg,stimuli/objects/097b.jpg,dist1,lure,target,dist2
KESELYŰ UTCA,stimuli/scenes/046a.jpg,scene,2,stimuli/objects/061a.jpg,stimuli/scenes/081b.jpg,stimuli/objects/061b.jpg,stimuli/scenes/081a.jpg,stimuli/objects/061a.jpg,dist2,lure,dist1,target
KULLANCS UTCA,stimuli/objects/097a.jpg,object,0,stimuli/objects/097a.jpg,stimuli/objects/097a.jpg,stimuli/objects/050a.jpg,stimuli/objects/097b.jpg,stimuli/objects/050b.jpg,target,dist1,lure,dist2
SÜTEMÉNY UTCA,stimuli/objects/101a.jpg,object,1,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/047a.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,lure,target,dist1,dist2
BAGOLY UTCA,stimuli/scenes/108a.jpg,scene,0,stimuli/scenes/108a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/108a.jpg,stimuli/scenes/006a.jpg,dist2,lure,target,dist1
BÚJÓCSKA UTCA,stimuli/scenes/088a.jpg,scene,0,stimuli/scenes/088a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/088a.jpg,lure,dist2,dist1,target
