Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
KÓKUSZ UTCA,stimuli/objects/076a.jpg,object,0,stimuli/objects/076a.jpg,stimuli/objects/090a.jpg,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/090b.jpg,dist1,target,lure,dist2
TOLMÁCS UTCA,stimuli/objects/090a.jpg,object,0,stimuli/objects/090a.jpg,stimuli/objects/090a.jpg,stimuli/objects/109a.jpg,stimuli/objects/090b.jpg,stimuli/objects/109b.jpg,target,dist1,lure,dist2
PÁFRÁNY UTCA,stimuli/scenes/035a.jpg,scene,0,stimuli/scenes/035a.jpg,stimuli/objects/075a.jpg,stimuli/scenes/035a.jpg,stimuli/objects/075b.jpg,stimuli/scenes/035b.jpg,dist1,target,dist2,lure
TULIPÁN UTCA,stimuli/scenes/013a.jpg,scene,0,stimuli/scenes/013a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/026b.jpg,dist1,target,lure,dist2
BETON UTCA,stimuli/scenes/095a.jpg,scene,1,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,stimuli/objects/091a.jpg,stimuli/objects/091b.jpg,lure,target,dist1,dist2
TALICSKA UTCA,stimuli/objects/097a.jpg,object,0,stimuli/objects/097a.jpg,stimuli/objects/097a.jpg,stimuli/objects/097b.jpg,stimuli/scenes/083b.jpg,stimuli/scenes/083a.jpg,target,lure,dist2,dist1
SZILVA UTCA,stimuli/scenes/090a.jpg,scene,0,stimuli/scenes/090a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,dist1,dist2,target,lure
KERÉK UTCA,stimuli/scenes/021a.jpg,scene,2,stimuli/objects/053a.jpg,stimuli/objects/105b.jpg,stimuli/objects/105a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,dist2,dist1,lure,target
CSAVAR UTCA,stimuli/scenes/051a.jpg,scene,0,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/051a.jpg,stimuli/scenes/008b.jpg,stimuli/scenes/008a.jpg,lure,target,dist2,dist1
LÁNDZSA UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/036a.jpg,lure,dist2,dist1,target
VIHAR UTCA,stimuli/scenes/110a.jpg,scene,0,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/049b.jpg,lure,dist1,target,dist2
LEGELŐ UTCA,stimuli/objects/034a.jpg,object,1,stimuli/objects/065a.jpg,stimuli/objects/067b.jpg,stimuli/objects/065a.jpg,stimuli/objects/067a.jpg,stimuli/objects/065b.jpg,dist2,target,dist1,lure
TOBOZ UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/057a.jpg,stimuli/objects/057b.jpg,stimuli/objects/110b.jpg,stimuli/objects/110a.jpg,target,lure,dist2,dist1
FOGAS UTCA,stimuli/scenes/019a.jpg,scene,0,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,stimuli/objects/098a.jpg,stimuli/objects/098b.jpg,stimuli/scenes/019a.jpg,lure,dist1,dist2,target
KAKAS UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/025a.jpg,stimuli/objects/103b.jpg,stimuli/scenes/025b.jpg,stimuli/objects/103a.jpg,target,dist2,lure,dist1
LIGET UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/scenes/061a.jpg,lure,dist1,dist2,target
PALACK UTCA,stimuli/scenes/026a.jpg,scene,0,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,stimuli/objects/011a.jpg,stimuli/scenes/026a.jpg,stimuli/objects/011b.jpg,lure,dist1,target,dist2
TÜKÖR UTCA,stimuli/scenes/093a.jpg,scene,0,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,lure,target,dist2,dist1
LÉTRA UTCA,stimuli/scenes/053a.jpg,scene,0,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/objects/068a.jpg,stimuli/scenes/053a.jpg,stimuli/objects/068b.jpg,lure,dist1,target,dist2
LEMEZ UTCA,stimuli/objects/120a.jpg,object,1,stimuli/objects/007a.jpg,stimuli/scenes/120a.jpg,stimuli/objects/007b.jpg,stimuli/scenes/120b.jpg,stimuli/objects/007a.jpg,dist1,lure,dist2,target
PAPRIKA UTCA,stimuli/scenes/038a.jpg,scene,0,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,stimuli/scenes/043b.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/038a.jpg,lure,dist2,dist1,target
HERNYÓ UTCA,stimuli/objects/109a.jpg,object,0,stimuli/objects/109a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/109b.jpg,stimuli/scenes/061a.jpg,stimuli/objects/109a.jpg,dist2,lure,dist1,target
MOGYORÓ UTCA,stimuli/scenes/092a.jpg,scene,2,stimuli/objects/014a.jpg,stimuli/scenes/041b.jpg,stimuli/objects/014a.jpg,stimuli/scenes/041a.jpg,stimuli/objects/014b.jpg,dist2,target,dist1,lure
MARTINI UTCA,stimuli/scenes/043a.jpg,scene,0,stimuli/scenes/043a.jpg,stimuli/scenes/043b.jpg,stimuli/objects/044a.jpg,stimuli/scenes/043a.jpg,stimuli/objects/044b.jpg,lure,dist1,target,dist2
GYŰRŰ UTCA,stimuli/objects/025a.jpg,object,0,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/objects/062a.jpg,stimuli/objects/025a.jpg,stimuli/objects/062b.jpg,lure,dist1,target,dist2
KOKTÉL UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,target,lure,dist1,dist2
KESZTYŰ UTCA,stimuli/objects/118a.jpg,object,2,stimuli/scenes/017a.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/017b.jpg,stimuli/objects/058b.jpg,stimuli/objects/058a.jpg,target,lure,dist2,dist1
VITORLA UTCA,stimuli/objects/099a.jpg,object,0,stimuli/objects/099a.jpg,stimuli/objects/099a.jpg,stimuli/objects/115b.jpg,stimuli/objects/115a.jpg,stimuli/objects/099b.jpg,target,dist2,dist1,lure
HARMONIKA UTCA,stimuli/objects/068a.jpg,object,0,stimuli/objects/068a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/012b.jpg,stimuli/objects/068a.jpg,stimuli/scenes/012a.jpg,lure,dist2,target,dist1
LOVAGLÁS UTCA,stimuli/objects/087a.jpg,object,0,stimuli/objects/087a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,dist1,dist2,lure,target
OLDAL UTCA,stimuli/objects/107a.jpg,object,2,stimuli/scenes/079a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/078b.jpg,stimuli/objects/078a.jpg,target,lure,dist2,dist1
AKÁC UTCA,stimuli/objects/062a.jpg,object,0,stimuli/objects/062a.jpg,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/objects/062a.jpg,stimuli/objects/062b.jpg,dist1,dist2,target,lure
SIRÁLY UTCA,stimuli/objects/004a.jpg,object,2,stimuli/scenes/030a.jpg,stimuli/scenes/030b.jpg,stimuli/objects/014a.jpg,stimuli/scenes/030a.jpg,stimuli/objects/014b.jpg,lure,dist1,target,dist2
FÜGE UTCA,stimuli/objects/110a.jpg,object,0,stimuli/objects/110a.jpg,stimuli/objects/110b.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,stimuli/objects/110a.jpg,lure,dist1,dist2,target
EGÉR UTCA,stimuli/objects/115a.jpg,object,0,stimuli/objects/115a.jpg,stimuli/scenes/010a.jpg,stimuli/objects/115a.jpg,stimuli/scenes/010b.jpg,stimuli/objects/115b.jpg,dist1,target,dist2,lure
HÁRFA UTCA,stimuli/objects/051a.jpg,object,0,stimuli/objects/051a.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,stimuli/objects/093a.jpg,stimuli/objects/093b.jpg,lure,target,dist1,dist2
SZALVÉTA UTCA,stimuli/objects/011a.jpg,object,0,stimuli/objects/011a.jpg,stimuli/objects/013b.jpg,stimuli/objects/011a.jpg,stimuli/objects/011b.jpg,stimuli/objects/013a.jpg,dist2,target,lure,dist1
TOJÁS UTCA,stimuli/objects/003a.jpg,object,0,stimuli/objects/003a.jpg,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,dist1,dist2,target,lure
MÁRVÁNY UTCA,stimuli/scenes/081a.jpg,scene,0,stimuli/scenes/081a.jpg,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/081b.jpg,stimuli/scenes/081a.jpg,dist1,dist2,lure,target
PÁRNA UTCA,stimuli/scenes/037a.jpg,scene,1,stimuli/scenes/074a.jpg,stimuli/scenes/074b.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,stimuli/scenes/074a.jpg,lure,dist1,dist2,target
FÓKA UTCA,stimuli/objects/106a.jpg,object,0,stimuli/objects/106a.jpg,stimuli/objects/106a.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,stimuli/objects/106b.jpg,target,dist2,dist1,lure
KÖNYVTÁR UTCA,stimuli/scenes/008a.jpg,scene,0,stimuli/scenes/008a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/008a.jpg,stimuli/scenes/008b.jpg,dist2,dist1,target,lure
FÉNYKÉP UTCA,stimuli/scenes/075a.jpg,scene,0,stimuli/scenes/075a.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/047b.jpg,target,dist1,lure,dist2
KRÉTA UTCA,stimuli/objects/093a.jpg,object,0,stimuli/objects/093a.jpg,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/objects/093b.jpg,stimuli/objects/093a.jpg,dist1,dist2,lure,target
BONBON UTCA,stimuli/scenes/102a.jpg,scene,2,stimuli/objects/058a.jpg,stimuli/scenes/097a.jpg,stimuli/objects/058b.jpg,stimuli/objects/058a.jpg,stimuli/scenes/097b.jpg,dist1,lure,target,dist2
CITROM UTCA,stimuli/scenes/052a.jpg,scene,1,stimuli/scenes/082a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,stimuli/scenes/045a.jpg,dist2,lure,target,dist1
POGÁCSA UTCA,stimuli/objects/018a.jpg,object,2,stimuli/scenes/041a.jpg,stimuli/scenes/079b.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/041a.jpg,dist2,lure,dist1,target
SZŐLŐ UTCA,stimuli/objects/098a.jpg,object,0,stimuli/objects/098a.jpg,stimuli/scenes/038b.jpg,stimuli/scenes/038a.jpg,stimuli/objects/098b.jpg,stimuli/objects/098a.jpg,dist2,dist1,lure,target
MOTOR UTCA,stimuli/scenes/083a.jpg,scene,0,stimuli/scenes/083a.jpg,stimuli/objects/084b.jpg,stimuli/objects/084a.jpg,stimuli/scenes/083a.jpg,stimuli/scenes/083b.jpg,dist2,dist1,target,lure
ASZTAL UTCA,stimuli/scenes/066a.jpg,scene,2,stimuli/objects/078a.jpg,stimuli/objects/078a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/078b.jpg,stimuli/scenes/109a.jpg,target,dist2,lure,dist1
AJÁNDÉK UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/scenes/118a.jpg,stimuli/scenes/118b.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,target,lure,dist1,dist2
TÁSKA UTCA,stimuli/scenes/012a.jpg,scene,0,stimuli/scenes/012a.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/012a.jpg,stimuli/objects/033b.jpg,stimuli/objects/033a.jpg,lure,target,dist2,dist1
SIVATAG UTCA,stimuli/objects/013a.jpg,object,0,stimuli/objects/013a.jpg,stimuli/objects/097b.jpg,stimuli/objects/097a.jpg,stimuli/objects/013a.jpg,stimuli/objects/013b.jpg,dist2,dist1,target,lure
HAJÓ UTCA,stimuli/scenes/049a.jpg,scene,0,stimuli/scenes/049a.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/099b.jpg,dist1,target,lure,dist2
TERÍTŐ UTCA,stimuli/objects/070a.jpg,object,0,stimuli/objects/070a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,lure,target,dist1,dist2
TERASZ UTCA,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/objects/072a.jpg,stimuli/scenes/118a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/118b.jpg,target,dist1,lure,dist2
KÖMÉNYMAG UTCA,stimuli/scenes/028a.jpg,scene,1,stimuli/scenes/045a.jpg,stimuli/scenes/045b.jpg,stimuli/objects/092b.jpg,stimuli/scenes/045a.jpg,stimuli/objects/092a.jpg,lure,dist2,target,dist1
KULLANCS UTCA,stimuli/objects/040a.jpg,object,2,stimuli/scenes/109a.jpg,stimuli/objects/016a.jpg,stimuli/objects/016b.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/109a.jpg,dist1,dist2,lure,target
MÁLNA UTCA,stimuli/objects/044a.jpg,object,0,stimuli/objects/044a.jpg,stimuli/objects/099b.jpg,stimuli/objects/044a.jpg,stimuli/objects/099a.jpg,stimuli/objects/044b.jpg,dist2,target,dist1,lure
KÁRTYA UTCA,stimuli/objects/038a.jpg,object,0,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/035b.jpg,stimuli/scenes/035a.jpg,stimuli/objects/038a.jpg,lure,dist2,dist1,target
MENTA UTCA,stimuli/objects/104a.jpg,object,1,stimuli/objects/092a.jpg,stimuli/objects/092a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/092b.jpg,stimuli/scenes/080a.jpg,target,dist2,lure,dist1
ZÁSZLÓ UTCA,stimuli/objects/050a.jpg,object,1,stimuli/objects/067a.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,dist2,dist1,target,lure
FÉSZEK UTCA,stimuli/objects/075a.jpg,object,0,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,stimuli/objects/075a.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/019a.jpg,lure,target,dist2,dist1
HENTES UTCA,stimuli/objects/103a.jpg,object,0,stimuli/objects/103a.jpg,stimuli/objects/106a.jpg,stimuli/objects/106b.jpg,stimuli/objects/103b.jpg,stimuli/objects/103a.jpg,dist1,dist2,lure,target
KOCKA UTCA,stimuli/scenes/010a.jpg,scene,0,stimuli/scenes/010a.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,dist2,dist1,lure,target
HORDÓ UTCA,stimuli/objects/084a.jpg,object,0,stimuli/objects/084a.jpg,stimuli/objects/084a.jpg,stimuli/scenes/039a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/039b.jpg,target,dist1,lure,dist2
HEGEDŰ UTCA,stimuli/objects/041a.jpg,object,2,stimuli/scenes/097a.jpg,stimuli/scenes/097b.jpg,stimuli/objects/053b.jpg,stimuli/scenes/097a.jpg,stimuli/objects/053a.jpg,lure,dist2,target,dist1
PÉKSÉG UTCA,stimuli/scenes/105a.jpg,scene,1,stimuli/scenes/089a.jpg,stimuli/scenes/089b.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/074a.jpg,stimuli/scenes/089a.jpg,lure,dist2,dist1,target
RÁDIÓ UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/105a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/030b.jpg,stimuli/objects/105b.jpg,stimuli/objects/105a.jpg,dist1,dist2,lure,target
BOLYGÓ UTCA,stimuli/scenes/039a.jpg,scene,0,stimuli/scenes/039a.jpg,stimuli/scenes/025b.jpg,stimuli/scenes/039b.jpg,stimuli/scenes/039a.jpg,stimuli/scenes/025a.jpg,dist2,lure,target,dist1
