Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
KESELYŰ UTCA,stimuli/objects/085a.jpg,object,0,stimuli/objects/085a.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/085a.jpg,stimuli/objects/085b.jpg,dist2,dist1,target,lure
HARCSA UTCA,stimuli/scenes/042a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/scenes/009a.jpg,stimuli/objects/046a.jpg,stimuli/scenes/009b.jpg,lure,dist1,target,dist2
ÁLLOMÁS UTCA,stimuli/objects/002a.jpg,object,1,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/objects/102a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,lure,target,dist1,dist2
SZOMSZÉD UTCA,stimuli/objects/113a.jpg,object,0,stimuli/objects/113a.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,stimuli/objects/113b.jpg,stimuli/objects/113a.jpg,dist2,dist1,lure,target
MANDARIN UTCA,stimuli/scenes/116a.jpg,scene,1,stimuli/scenes/056a.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,target,lure,dist1,dist2
VÁSÁR UTCA,stimuli/scenes/060a.jpg,scene,2,stimuli/objects/024a.jpg,stimuli/scenes/059b.jpg,stimuli/objects/024b.jpg,stimuli/scenes/059a.jpg,stimuli/objects/024a.jpg,dist2,lure,dist1,target
PIZSAMA UTCA,stimuli/objects/052a.jpg,object,2,stimuli/scenes/009a.jpg,stimuli/scenes/009a.jpg,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,stimuli/scenes/009b.jpg,target,dist1,dist2,lure
SÜTEMÉNY UTCA,stimuli/objects/119a.jpg,object,1,stimuli/objects/019a.jpg,stimuli/scenes/103b.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/103a.jpg,dist2,target,lure,dist1
TRIATLON UTCA,stimuli/objects/066a.jpg,object,1,stimuli/objects/036a.jpg,stimuli/scenes/032b.jpg,stimuli/objects/036a.jpg,stimuli/scenes/032a.jpg,stimuli/objects/036b.jpg,dist2,target,dist1,lure
SZŐNYEG UTCA,stimuli/scenes/016a.jpg,scene,2,stimuli/objects/060a.jpg,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,target,lure,dist1,dist2
FÜZET UTCA,stimuli/objects/043a.jpg,object,0,stimuli/objects/043a.jpg,stimuli/scenes/115a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/scenes/115b.jpg,dist1,lure,target,dist2
KARTON UTCA,stimuli/objects/074a.jpg,object,1,stimuli/objects/108a.jpg,stimuli/scenes/086b.jpg,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,stimuli/scenes/086a.jpg,dist2,target,lure,dist1
KALAPÁCS UTCA,stimuli/objects/021a.jpg,object,1,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,stimuli/objects/047b.jpg,target,dist1,dist2,lure
FEJSZE UTCA,stimuli/scenes/003a.jpg,scene,2,stimuli/objects/001a.jpg,stimuli/scenes/107b.jpg,stimuli/objects/001a.jpg,stimuli/scenes/107a.jpg,stimuli/objects/001b.jpg,dist2,target,dist1,lure
OROSZLÁN UTCA,stimuli/scenes/072a.jpg,scene,0,stimuli/scenes/072a.jpg,stimuli/scenes/072a.jpg,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/scenes/072b.jpg,target,dist1,dist2,lure
SALÁTA UTCA,stimuli/objects/027a.jpg,object,1,stimuli/objects/059a.jpg,stimuli/objects/059a.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,stimuli/objects/059b.jpg,target,dist1,dist2,lure
RÓZSA UTCA,stimuli/scenes/084a.jpg,scene,2,stimuli/objects/081a.jpg,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,dist1,dist2,target,lure
SZÖCSKE UTCA,stimuli/scenes/085a.jpg,scene,1,stimuli/scenes/001a.jpg,stimuli/scenes/001b.jpg,stimuli/scenes/001a.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/018b.jpg,lure,target,dist1,dist2
KATONA UTCA,stimuli/scenes/027a.jpg,scene,1,stimuli/scenes/050a.jpg,stimuli/objects/071a.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/050b.jpg,stimuli/objects/071b.jpg,dist1,target,lure,dist2
PÁLMAFA UTCA,stimuli/scenes/087a.jpg,scene,1,stimuli/scenes/018a.jpg,stimuli/objects/036b.jpg,stimuli/scenes/018b.jpg,stimuli/objects/036a.jpg,stimuli/scenes/018a.jpg,dist2,lure,dist1,target
TISZTÁS UTCA,stimuli/objects/042a.jpg,object,0,stimuli/objects/042a.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,dist1,dist2,target,lure
KORONG UTCA,stimuli/objects/083a.jpg,object,1,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,stimuli/objects/005b.jpg,stimuli/objects/008a.jpg,stimuli/objects/005a.jpg,lure,dist2,target,dist1
PULÓVER UTCA,stimuli/scenes/064a.jpg,scene,1,stimuli/scenes/111a.jpg,stimuli/objects/049a.jpg,stimuli/objects/049b.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/111a.jpg,dist1,dist2,lure,target
SUGÁR UTCA,stimuli/objects/096a.jpg,object,0,stimuli/objects/096a.jpg,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,dist1,dist2,lure,target
SZAPPAN UTCA,stimuli/scenes/112a.jpg,scene,0,stimuli/scenes/112a.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,stimuli/scenes/112b.jpg,target,dist1,dist2,lure
KUTYA UTCA,stimuli/scenes/006a.jpg,scene,1,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/001a.jpg,stimuli/scenes/001b.jpg,stimuli/scenes/113a.jpg,lure,dist1,dist2,target
KAKAÓ UTCA,stimuli/scenes/096a.jpg,scene,1,stimuli/scenes/071a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/050b.jpg,stimuli/scenes/050a.jpg,target,lure,dist2,dist1
SZIKLA UTCA,stimuli/objects/010a.jpg,object,2,stimuli/scenes/107a.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/107b.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,target,lure,dist1,dist2
SÜTŐ UTCA,stimuli/objects/111a.jpg,object,1,stimuli/objects/054a.jpg,stimuli/objects/054a.jpg,stimuli/objects/054b.jpg,stimuli/scenes/056b.jpg,stimuli/scenes/056a.jpg,target,lure,dist2,dist1
TELEP UTCA,stimuli/scenes/057a.jpg,scene,0,stimuli/scenes/057a.jpg,stimuli/objects/042b.jpg,stimuli/scenes/057a.jpg,stimuli/objects/042a.jpg,stimuli/scenes/057b.jpg,dist2,target,dist1,lure
ORVOS UTCA,stimuli/objects/056a.jpg,object,2,stimuli/scenes/069a.jpg,stimuli/objects/060a.jpg,stimuli/scenes/069a.jpg,stimuli/objects/060b.jpg,stimuli/scenes/069b.jpg,dist1,target,dist2,lure
PAPAGÁJ UTCA,stimuli/scenes/100a.jpg,scene,2,stimuli/objects/079a.jpg,stimuli/objects/117a.jpg,stimuli/objects/079a.jpg,stimuli/objects/079b.jpg,stimuli/objects/117b.jpg,dist1,target,lure,dist2
TENISZ UTCA,stimuli/scenes/014a.jpg,scene,0,stimuli/scenes/014a.jpg,stimuli/objects/037a.jpg,stimuli/scenes/014a.jpg,stimuli/objects/037b.jpg,stimuli/scenes/014b.jpg,dist1,target,dist2,lure
