Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
FÉSZEK UTCA,stimuli/scenes/014a.jpg,scene,0,stimuli/scenes/014a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/014a.jpg,lure,dist2,dist1,target
SIVATAG UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/scenes/061a.jpg,lure,dist2,dist1,target
SIRÁLY UTCA,stimuli/objects/055a.jpg,object,0,stimuli/objects/055a.jpg,stimuli/objects/055b.jpg,stimuli/objects/085b.jpg,stimuli/objects/085a.jpg,stimuli/objects/055a.jpg,lure,dist2,dist1,target
SZILVA UTCA,stimuli/scenes/016a.jpg,scene,1,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/070a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,lure,target,dist1,dist2
LIGET UTCA,stimuli/scenes/063a.jpg,scene,2,stimuli/objects/108a.jpg,stimuli/scenes/008a.jpg,stimuli/objects/108b.jpg,stimuli/objects/108a.jpg,stimuli/scenes/008b.jpg,dist1,lure,target,dist2
FÉNYKÉP UTCA,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/061a.jpg,stimuli/objects/072a.jpg,lure,dist2,dist1,target
KOKTÉL UTCA,stimuli/scenes/001a.jpg,scene,2,stimuli/objects/077a.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/objects/077a.jpg,stimuli/objects/077b.jpg,dist1,dist2,target,lure
MÁRVÁNY UTCA,stimuli/scenes/100a.jpg,scene,0,stimuli/scenes/100a.jpg,stimuli/objects/025a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/025b.jpg,dist1,target,lure,dist2
BANÁN UTCA,stimuli/scenes/048a.jpg,scene,0,stimuli/scenes/048a.jpg,stimuli/objects/041a.jpg,stimuli/scenes/048b.jpg,stimuli/scenes/048a.jpg,stimuli/objects/041b.jpg,dist1,lure,target,dist2
BAGOLY UTCA,stimuli/objects/013a.jpg,object,1,stimuli/objects/120a.jpg,stimuli/objects/068b.jpg,stimuli/objects/120a.jpg,stimuli/objects/068a.jpg,stimuli/objects/120b.jpg,dist2,target,dist1,lure
FEJSZE UTCA,stimuli/scenes/106a.jpg,scene,2,stimuli/objects/008a.jpg,stimuli/scenes/009b.jpg,stimuli/objects/008b.jpg,stimuli/scenes/009a.jpg,stimuli/objects/008a.jpg,dist2,lure,dist1,target
KUTYA UTCA,stimuli/objects/007a.jpg,object,2,stimuli/scenes/096a.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/119b.jpg,stimuli/scenes/096b.jpg,dist1,target,dist2,lure
ÁRNYÉK UTCA,stimuli/objects/035a.jpg,object,1,stimuli/objects/059a.jpg,stimuli/objects/059a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/059b.jpg,stimuli/scenes/078a.jpg,target,dist2,lure,dist1
PAPUCS UTCA,stimuli/objects/099a.jpg,object,1,stimuli/objects/115a.jpg,stimuli/objects/115b.jpg,stimuli/objects/103b.jpg,stimuli/objects/103a.jpg,stimuli/objects/115a.jpg,lure,dist2,dist1,target
KÓKUSZ UTCA,stimuli/scenes/113a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/022a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/022b.jpg,dist1,target,lure,dist2
KÖTÉL UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/118a.jpg,lure,dist1,dist2,target
BÚJÓCSKA UTCA,stimuli/scenes/027a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/003a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/038b.jpg,target,dist1,lure,dist2
KÖNYVTÁR UTCA,stimuli/scenes/065a.jpg,scene,0,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/118a.jpg,lure,dist2,target,dist1
TRIATLON UTCA,stimuli/objects/026a.jpg,object,1,stimuli/objects/068a.jpg,stimuli/scenes/111b.jpg,stimuli/objects/068a.jpg,stimuli/scenes/111a.jpg,stimuli/objects/068b.jpg,dist2,target,dist1,lure
TÁNYÉR UTCA,stimuli/objects/105a.jpg,object,0,stimuli/objects/105a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/105b.jpg,stimuli/scenes/048a.jpg,stimuli/objects/105a.jpg,dist2,lure,dist1,target
KÁRTYA UTCA,stimuli/objects/023a.jpg,object,0,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/100a.jpg,lure,target,dist2,dist1
OROSZLÁN UTCA,stimuli/objects/002a.jpg,object,1,stimuli/objects/103a.jpg,stimuli/objects/103a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/071a.jpg,stimuli/objects/103b.jpg,target,dist2,dist1,lure
FÓKA UTCA,stimuli/objects/041a.jpg,object,0,stimuli/objects/041a.jpg,stimuli/objects/061a.jpg,stimuli/objects/041b.jpg,stimuli/objects/061b.jpg,stimuli/objects/041a.jpg,dist1,lure,dist2,target
CITROM UTCA,stimuli/scenes/103a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/objects/120a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/objects/120b.jpg,dist1,target,lure,dist2
TÁSKA UTCA,stimuli/scenes/093a.jpg,scene,1,stimuli/scenes/071a.jpg,stimuli/scenes/071a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/107b.jpg,target,lure,dist1,dist2
ZSEMLE UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/116a.jpg,stimuli/scenes/117a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/scenes/117b.jpg,dist1,lure,target,dist2
TOLLTARTÓ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/052a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/052b.jpg,stimuli/objects/079a.jpg,target,dist2,lure,dist1
SAJTÓ UTCA,stimuli/objects/094a.jpg,object,1,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,stimuli/objects/082a.jpg,stimuli/objects/063a.jpg,stimuli/objects/082b.jpg,lure,dist1,target,dist2
AJÁNDÉK UTCA,stimuli/scenes/042a.jpg,scene,2,stimuli/objects/022a.jpg,stimuli/objects/022b.jpg,stimuli/objects/011b.jpg,stimuli/objects/022a.jpg,stimuli/objects/011a.jpg,lure,dist2,target,dist1
HEGEDŰ UTCA,stimuli/objects/085a.jpg,object,0,stimuli/objects/085a.jpg,stimuli/scenes/021a.jpg,stimuli/objects/085a.jpg,stimuli/scenes/021b.jpg,stimuli/objects/085b.jpg,dist1,target,dist2,lure
FIÓK UTCA,stimuli/scenes/110a.jpg,scene,1,stimuli/scenes/078a.jpg,stimuli/objects/070b.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/070a.jpg,dist2,lure,target,dist1
MOTOR UTCA,stimuli/objects/024a.jpg,object,2,stimuli/scenes/004a.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/objects/077b.jpg,stimuli/objects/077a.jpg,lure,target,dist2,dist1
LAKAT UTCA,stimuli/objects/087a.jpg,object,0,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/objects/117a.jpg,stimuli/objects/117b.jpg,lure,target,dist1,dist2
TELEFON UTCA,stimuli/objects/050a.jpg,object,1,stimuli/objects/067a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,stimuli/objects/067b.jpg,stimuli/objects/067a.jpg,dist2,dist1,lure,target
MENTA UTCA,stimuli/objects/058a.jpg,object,2,stimuli/scenes/090a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,target,lure,dist1,dist2
ÜVEG UTCA,stimuli/scenes/006a.jpg,scene,2,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/042a.jpg,lure,dist1,dist2,target
SZŐNYEG UTCA,stimuli/scenes/062a.jpg,scene,1,stimuli/scenes/111a.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/044b.jpg,target,dist1,lure,dist2
ÁLOM UTCA,stimuli/scenes/018a.jpg,scene,2,stimuli/objects/011a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,dist1,dist2,lure,target
KOCKA UTCA,stimuli/scenes/053a.jpg,scene,1,stimuli/scenes/107a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/105a.jpg,dist2,lure,target,dist1
SZALVÉTA UTCA,stimuli/scenes/035a.jpg,scene,1,stimuli/scenes/099a.jpg,stimuli/objects/059b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/objects/059a.jpg,dist2,target,lure,dist1
HAJÓ UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/scenes/090b.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/090a.jpg,lure,dist2,target,dist1
HARMONIKA UTCA,stimuli/objects/092a.jpg,object,1,stimuli/objects/057a.jpg,stimuli/objects/063a.jpg,stimuli/objects/057a.jpg,stimuli/objects/063b.jpg,stimuli/objects/057b.jpg,dist1,target,dist2,lure
BONBON UTCA,stimuli/objects/020a.jpg,object,0,stimuli/objects/020a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/094b.jpg,stimuli/objects/020b.jpg,stimuli/objects/020a.jpg,dist1,dist2,lure,target
TERASZ UTCA,stimuli/scenes/021a.jpg,scene,0,stimuli/scenes/021a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/025b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/025a.jpg,target,dist2,lure,dist1
OLDAL UTCA,stimuli/scenes/087a.jpg,scene,2,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/086a.jpg,lure,dist1,dist2,target
TULIPÁN UTCA,stimuli/scenes/094a.jpg,scene,0,stimuli/scenes/094a.jpg,stimuli/scenes/014a.jpg,stimuli/scenes/094b.jpg,stimuli/scenes/014b.jpg,stimuli/scenes/094a.jpg,dist1,lure,dist2,target
KALAPÁCS UTCA,stimuli/objects/091a.jpg,object,1,stimuli/objects/070a.jpg,stimuli/scenes/077a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/scenes/077b.jpg,dist1,lure,target,dist2
FÜZET UTCA,stimuli/objects/071a.jpg,object,2,stimuli/scenes/009a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/074a.jpg,lure,dist2,target,dist1
KRÉTA UTCA,stimuli/objects/079a.jpg,object,0,stimuli/objects/079a.jpg,stimuli/objects/105a.jpg,stimuli/objects/079b.jpg,stimuli/objects/079a.jpg,stimuli/objects/105b.jpg,dist1,lure,target,dist2
SZÖCSKE UTCA,stimuli/objects/081a.jpg,object,1,stimuli/objects/038a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,stimuli/scenes/099b.jpg,dist1,lure,target,dist2
SÜTŐ UTCA,stimuli/objects/051a.jpg,object,2,stimuli/scenes/117a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,target,lure,dist2,dist1
KOSÁR UTCA,stimuli/scenes/088a.jpg,scene,2,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/096a.jpg,stimuli/objects/003a.jpg,lure,dist2,dist1,target
HARCSA UTCA,stimuli/objects/047a.jpg,object,2,stimuli/scenes/073a.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/073a.jpg,dist2,dist1,lure,target
MUNKA UTCA,stimuli/objects/053a.jpg,object,2,stimuli/scenes/068a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/073a.jpg,dist2,target,lure,dist1
PAPRIKA UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,dist2,dist1,target,lure
LEVÉL UTCA,stimuli/scenes/032a.jpg,scene,2,stimuli/objects/098a.jpg,stimuli/objects/098a.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,stimuli/objects/098b.jpg,target,dist2,dist1,lure
KATONA UTCA,stimuli/scenes/028a.jpg,scene,1,stimuli/scenes/091a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/003a.jpg,dist2,target,lure,dist1
PETÁRDA UTCA,stimuli/objects/117a.jpg,object,0,stimuli/objects/117a.jpg,stimuli/objects/117a.jpg,stimuli/objects/055b.jpg,stimuli/objects/055a.jpg,stimuli/objects/117b.jpg,target,dist2,dist1,lure
LABDA UTCA,stimuli/scenes/058a.jpg,scene,1,stimuli/scenes/055a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,dist2,dist1,lure,target
KOCSI UTCA,stimuli/objects/029a.jpg,object,2,stimuli/scenes/119a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/119b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/119a.jpg,dist2,lure,dist1,target
TÉRKÉP UTCA,stimuli/scenes/051a.jpg,scene,2,stimuli/objects/106a.jpg,stimuli/objects/106a.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,stimuli/objects/106b.jpg,target,dist1,dist2,lure
GYŰRŰ UTCA,stimuli/objects/019a.jpg,object,2,stimuli/scenes/074a.jpg,stimuli/scenes/074a.jpg,stimuli/objects/086b.jpg,stimuli/scenes/074b.jpg,stimuli/objects/086a.jpg,target,dist2,lure,dist1
RIBIZLI UTCA,stimuli/objects/118a.jpg,object,2,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/023b.jpg,stimuli/objects/008a.jpg,target,dist2,lure,dist1
