Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
ÁRNYÉK UTCA,stimuli/objects/097a.jpg,object,2,stimuli/scenes/072a.jpg,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/072a.jpg,dist1,dist2,lure,target
BOLYGÓ UTCA,stimuli/objects/070a.jpg,object,1,stimuli/objects/071a.jpg,stimuli/objects/084a.jpg,stimuli/objects/071b.jpg,stimuli/objects/084b.jpg,stimuli/objects/071a.jpg,dist1,lure,dist2,target
KOSÁR UTCA,stimuli/scenes/018a.jpg,scene,2,stimuli/objects/002a.jpg,stimuli/objects/106b.jpg,stimuli/objects/002a.jpg,stimuli/objects/002b.jpg,stimuli/objects/106a.jpg,dist2,target,lure,dist1
TÉRKÉP UTCA,stimuli/objects/062a.jpg,object,2,stimuli/scenes/067a.jpg,stimuli/objects/091a.jpg,stimuli/objects/091b.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,dist1,dist2,lure,target
KÖTÉL UTCA,stimuli/scenes/088a.jpg,scene,1,stimuli/scenes/052a.jpg,stimuli/objects/032a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,stimuli/objects/032b.jpg,dist1,lure,target,dist2
AKÁC UTCA,stimuli/scenes/031a.jpg,scene,0,stimuli/scenes/031a.jpg,stimuli/scenes/031a.jpg,stimuli/objects/020b.jpg,stimuli/objects/020a.jpg,stimuli/scenes/031b.jpg,target,dist2,dist1,lure
ZONGORA UTCA,stimuli/objects/085a.jpg,object,2,stimuli/scenes/042a.jpg,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/042b.jpg,dist1,dist2,target,lure
TRIATLON UTCA,stimuli/objects/024a.jpg,object,0,stimuli/objects/024a.jpg,stimuli/scenes/069b.jpg,stimuli/objects/024a.jpg,stimuli/objects/024b.jpg,stimuli/scenes/069a.jpg,dist2,target,lure,dist1
LABDA UTCA,stimuli/scenes/005a.jpg,scene,0,stimuli/scenes/005a.jpg,stimuli/scenes/005a.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/061b.jpg,target,dist1,lure,dist2
FEJSZE UTCA,stimuli/objects/102a.jpg,object,1,stimuli/objects/109a.jpg,stimuli/objects/109b.jpg,stimuli/scenes/013b.jpg,stimuli/objects/109a.jpg,stimuli/scenes/013a.jpg,lure,dist2,target,dist1
TERASZ UTCA,stimuli/scenes/048a.jpg,scene,2,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/objects/083a.jpg,stimuli/objects/093a.jpg,stimuli/objects/093b.jpg,lure,target,dist1,dist2
SZAXOFON UTCA,stimuli/scenes/044a.jpg,scene,1,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/scenes/102a.jpg,lure,dist1,dist2,target
HARCSA UTCA,stimuli/objects/107a.jpg,object,2,stimuli/scenes/007a.jpg,stimuli/objects/031b.jpg,stimuli/objects/031a.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/007b.jpg,dist2,dist1,target,lure
KESELYŰ UTCA,stimuli/scenes/118a.jpg,scene,2,stimuli/objects/036a.jpg,stimuli/objects/036b.jpg,stimuli/objects/036a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,lure,target,dist1,dist2
KERÉK UTCA,stimuli/scenes/083a.jpg,scene,2,stimuli/objects/079a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/035b.jpg,stimuli/objects/079a.jpg,stimuli/scenes/035a.jpg,lure,dist2,target,dist1
LEVÉL UTCA,stimuli/scenes/008a.jpg,scene,1,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/013a.jpg,lure,dist1,dist2,target
HEGESZTŐ UTCA,stimuli/objects/034a.jpg,object,1,stimuli/objects/116a.jpg,stimuli/objects/108b.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/objects/108a.jpg,dist2,lure,target,dist1
FOLYÓ UTCA,stimuli/objects/023a.jpg,object,0,stimuli/objects/023a.jpg,stimuli/objects/023a.jpg,stimuli/scenes/023b.jpg,stimuli/objects/023b.jpg,stimuli/scenes/023a.jpg,target,dist2,lure,dist1
SZÖCSKE UTCA,stimuli/objects/090a.jpg,object,0,stimuli/objects/090a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/objects/090b.jpg,stimuli/objects/090a.jpg,dist2,dist1,lure,target
MANDARIN UTCA,stimuli/objects/014a.jpg,object,1,stimuli/objects/115a.jpg,stimuli/scenes/114b.jpg,stimuli/objects/115b.jpg,stimuli/objects/115a.jpg,stimuli/scenes/114a.jpg,dist2,lure,target,dist1
HERNYÓ UTCA,stimuli/objects/020a.jpg,object,0,stimuli/objects/020a.jpg,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/objects/090b.jpg,stimuli/objects/090a.jpg,target,lure,dist2,dist1
KARTON UTCA,stimuli/scenes/064a.jpg,scene,1,stimuli/scenes/091a.jpg,stimuli/objects/048b.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/objects/048a.jpg,dist2,lure,target,dist1
KULLANCS UTCA,stimuli/scenes/098a.jpg,scene,2,stimuli/objects/104a.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,target,lure,dist1,dist2
FÉNYKÉP UTCA,stimuli/scenes/107a.jpg,scene,1,stimuli/scenes/055a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/055b.jpg,target,dist1,dist2,lure
PAPUCS UTCA,stimuli/scenes/070a.jpg,scene,1,stimuli/scenes/062a.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,stimuli/scenes/062b.jpg,target,dist2,dist1,lure
ÁLLOMÁS UTCA,stimuli/objects/073a.jpg,object,2,stimuli/scenes/068a.jpg,stimuli/scenes/068a.jpg,stimuli/objects/104a.jpg,stimuli/scenes/068b.jpg,stimuli/objects/104b.jpg,target,dist1,lure,dist2
KOCKA UTCA,stimuli/scenes/090a.jpg,scene,2,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/103a.jpg,stimuli/objects/119a.jpg,lure,dist2,dist1,target
SAJTÓ UTCA,stimuli/scenes/056a.jpg,scene,0,stimuli/scenes/056a.jpg,stimuli/scenes/057b.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/056b.jpg,dist2,dist1,target,lure
CUKOR UTCA,stimuli/scenes/049a.jpg,scene,1,stimuli/scenes/081a.jpg,stimuli/objects/006b.jpg,stimuli/scenes/081b.jpg,stimuli/objects/006a.jpg,stimuli/scenes/081a.jpg,dist2,lure,dist1,target
SZOMSZÉD UTCA,stimuli/scenes/075a.jpg,scene,1,stimuli/scenes/059a.jpg,stimuli/scenes/027b.jpg,stimuli/scenes/027a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,dist2,dist1,lure,target
LÁNDZSA UTCA,stimuli/scenes/045a.jpg,scene,2,stimuli/objects/068a.jpg,stimuli/scenes/072a.jpg,stimuli/objects/068a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/072b.jpg,dist1,target,lure,dist2
PULÓVER UTCA,stimuli/scenes/071a.jpg,scene,2,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/scenes/060b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/060a.jpg,lure,dist2,target,dist1
MÁRVÁNY UTCA,stimuli/objects/072a.jpg,object,2,stimuli/scenes/110a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/095a.jpg,target,lure,dist2,dist1
MUSTÁR UTCA,stimuli/objects/050a.jpg,object,0,stimuli/objects/050a.jpg,stimuli/objects/050b.jpg,stimuli/objects/050a.jpg,stimuli/objects/029a.jpg,stimuli/objects/029b.jpg,lure,target,dist1,dist2
VIHAR UTCA,stimuli/objects/056a.jpg,object,0,stimuli/objects/056a.jpg,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,stimuli/objects/027b.jpg,stimuli/objects/027a.jpg,target,lure,dist2,dist1
MOGYORÓ UTCA,stimuli/objects/053a.jpg,object,1,stimuli/objects/032a.jpg,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,stimuli/objects/022b.jpg,stimuli/objects/022a.jpg,target,lure,dist2,dist1
KOCSI UTCA,stimuli/objects/117a.jpg,object,1,stimuli/objects/006a.jpg,stimuli/objects/006a.jpg,stimuli/objects/006b.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,target,lure,dist1,dist2
VITORLA UTCA,stimuli/objects/044a.jpg,object,0,stimuli/objects/044a.jpg,stimuli/scenes/031a.jpg,stimuli/objects/044b.jpg,stimuli/objects/044a.jpg,stimuli/scenes/031b.jpg,dist1,lure,target,dist2
OLDAL UTCA,stimuli/objects/081a.jpg,object,2,stimuli/scenes/060a.jpg,stimuli/scenes/060a.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,stimuli/scenes/060b.jpg,target,dist2,dist1,lure
ÜVEG UTCA,stimuli/scenes/111a.jpg,scene,1,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,stimuli/objects/115b.jpg,stimuli/scenes/077a.jpg,stimuli/objects/115a.jpg,lure,dist2,target,dist1
VÁSÁR UTCA,stimuli/objects/043a.jpg,object,1,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,stimuli/objects/108a.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,lure,target,dist1,dist2
BETON UTCA,stimuli/scenes/086a.jpg,scene,2,stimuli/objects/031a.jpg,stimuli/objects/031a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/007a.jpg,stimuli/objects/031b.jpg,target,dist2,dist1,lure
LÉTRA UTCA,stimuli/objects/069a.jpg,object,1,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,stimuli/objects/092a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/055b.jpg,lure,target,dist1,dist2
ZEBRA UTCA,stimuli/scenes/023a.jpg,scene,0,stimuli/scenes/023a.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/023a.jpg,lure,dist2,dist1,target
FÉSZEK UTCA,stimuli/objects/077a.jpg,object,2,stimuli/scenes/074a.jpg,stimuli/scenes/074a.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,target,lure,dist1,dist2
FIÓK UTCA,stimuli/scenes/112a.jpg,scene,2,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/scenes/010b.jpg,stimuli/objects/087a.jpg,stimuli/scenes/010a.jpg,lure,dist2,target,dist1
TELEFON UTCA,stimuli/scenes/047a.jpg,scene,0,stimuli/scenes/047a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/047a.jpg,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,lure,target,dist1,dist2
FÓKA UTCA,stimuli/scenes/032a.jpg,scene,1,stimuli/scenes/027a.jpg,stimuli/scenes/027a.jpg,stimuli/scenes/062b.jpg,stimuli/scenes/027b.jpg,stimuli/scenes/062a.jpg,target,dist2,lure,dist1
VÖDÖR UTCA,stimuli/objects/009a.jpg,object,1,stimuli/objects/048a.jpg,stimuli/objects/071b.jpg,stimuli/objects/048a.jpg,stimuli/objects/071a.jpg,stimuli/objects/048b.jpg,dist2,target,dist1,lure
SZŐNYEG UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/061b.jpg,dist2,target,dist1,lure
SÜTEMÉNY UTCA,stimuli/objects/075a.jpg,object,0,stimuli/objects/075a.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/108a.jpg,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,dist2,dist1,target,lure
PALACK UTCA,stimuli/scenes/057a.jpg,scene,0,stimuli/scenes/057a.jpg,stimuli/scenes/057b.jpg,stimuli/objects/044a.jpg,stimuli/objects/044b.jpg,stimuli/scenes/057a.jpg,lure,dist1,dist2,target
HÁRFA UTCA,stimuli/scenes/097a.jpg,scene,2,stimuli/objects/106a.jpg,stimuli/objects/106b.jpg,stimuli/objects/106a.jpg,stimuli/objects/002a.jpg,stimuli/objects/002b.jpg,lure,target,dist1,dist2
HARMONIKA UTCA,stimuli/objects/029a.jpg,object,0,stimuli/objects/029a.jpg,stimuli/objects/029b.jpg,stimuli/objects/029a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/005a.jpg,lure,target,dist2,dist1
KIRAKÓ UTCA,stimuli/objects/064a.jpg,object,2,stimuli/scenes/103a.jpg,stimuli/scenes/042a.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/042b.jpg,stimuli/scenes/103a.jpg,dist1,lure,dist2,target
VASALÓ UTCA,stimuli/scenes/108a.jpg,scene,0,stimuli/scenes/108a.jpg,stimuli/scenes/108a.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/116b.jpg,target,dist1,lure,dist2
FÜZET UTCA,stimuli/objects/033a.jpg,object,2,stimuli/scenes/105a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/105b.jpg,stimuli/objects/079a.jpg,stimuli/scenes/105a.jpg,dist2,lure,dist1,target
HENTES UTCA,stimuli/scenes/073a.jpg,scene,1,stimuli/scenes/093a.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/020a.jpg,target,dist2,lure,dist1
DOMINÓ UTCA,stimuli/scenes/046a.jpg,scene,1,stimuli/scenes/114a.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/093a.jpg,target,dist2,lure,dist1
SZAPPAN UTCA,stimuli/objects/080a.jpg,object,1,stimuli/objects/022a.jpg,stimuli/scenes/052b.jpg,stimuli/objects/022a.jpg,stimuli/scenes/052a.jpg,stimuli/objects/022b.jpg,dist2,target,dist1,lure
KÖMÉNYMAG UTCA,stimuli/objects/055a.jpg,object,1,stimuli/objects/084a.jpg,stimuli/scenes/077b.jpg,stimuli/objects/084b.jpg,stimuli/objects/084a.jpg,stimuli/scenes/077a.jpg,dist2,lure,target,dist1
LEMEZ UTCA,stimuli/scenes/117a.jpg,scene,1,stimuli/scenes/020a.jpg,stimuli/objects/092b.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,stimuli/objects/092a.jpg,dist2,lure,target,dist1
SUGÁR UTCA,stimuli/scenes/069a.jpg,scene,0,stimuli/scenes/069a.jpg,stimuli/scenes/069b.jpg,stimuli/objects/089a.jpg,stimuli/scenes/069a.jpg,stimuli/objects/089b.jpg,lure,dist1,target,dist2
MAJOM UTCA,stimuli/objects/018a.jpg,object,2,stimuli/scenes/010a.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,dist1,dist2,lure,target
EGÉR UTCA,stimuli/objects/096a.jpg,object,2,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/105b.jpg,target,dist1,lure,dist2
MOSODA UTCA,stimuli/scenes/076a.jpg,scene,0,stimuli/scenes/076a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/076b.jpg,target,dist1,dist2,lure
RIBIZLI UTCA,stimuli/objects/120a.jpg,object,2,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/036b.jpg,stimuli/scenes/035a.jpg,stimuli/objects/036a.jpg,lure,dist2,target,dist1
RÓZSA UTCA,stimuli/scenes/033a.jpg,scene,1,stimuli/scenes/084a.jpg,stimuli/objects/109a.jpg,stimuli/scenes/084b.jpg,stimuli/objects/109b.jpg,stimuli/scenes/084a.jpg,dist1,lure,dist2,target
KOKTÉL UTCA,stimuli/objects/013a.jpg,object,1,stimuli/objects/101a.jpg,stimuli/objects/021b.jpg,stimuli/objects/101b.jpg,stimuli/objects/101a.jpg,stimuli/objects/021a.jpg,dist2,lure,target,dist1
SZIKLA UTCA,stimuli/scenes/116a.jpg,scene,0,stimuli/scenes/116a.jpg,stimuli/scenes/116a.jpg,stimuli/objects/024a.jpg,stimuli/scenes/116b.jpg,stimuli/objects/024b.jpg,target,dist1,lure,dist2
